va_id,parent_ed_2019,majority_ed,minority_ed,is_swing,va_ndp,va_ucp,va_other,eg_contrib_majority,eg_contrib_minority,delta_eg,region
Edmonton-Ellerslie|026,Edmonton-Ellerslie,Edmonton-Ellerslie,Edmonton-Ellerslie,0,122.400000,68.800000,2.200000,-0.000057,-0.000057,0.000000,Edmonton
Edmonton-Mill Woods|031,Edmonton-Mill Woods,Edmonton-Mill Woods,Edmonton-Mill Woods,0,66.000000,46.000000,0.000000,-0.000039,-0.000039,0.000000,Edmonton
Camrose|001,Camrose,Camrose,Sherwood Park-Strathcona,1,63.333333,147.000000,20.500000,0.000019,0.000046,0.000027,Rest of Alberta
Grande Prairie|011,Grande Prairie,Grande Prairie,Grande Prairie,0,51.666667,139.666667,9.333333,0.000011,0.000011,0.000000,Rest of Alberta
Edmonton-Riverview|045,Edmonton-Riverview,Edmonton-Strathcona,Edmonton-Strathcona,0,159.000000,48.666667,8.666667,0.000010,0.000010,0.000000,Edmonton
Lac Ste. Anne-Parkland|025,Lac Ste. Anne-Parkland,Barrhead-Westlock-Athabasca,Lac Ste Anne-Parkland,1,35.500000,129.500000,10.000000,-0.000012,-0.000008,0.000003,Rest of Alberta
Rimbey-Rocky Mountain House-Sundre|040,Rimbey-Rocky Mountain House-Sundre,Lacombe-Clearwater,Rocky Mountain House-Banff Park,1,14.625000,114.875000,23.875000,-0.000033,-0.000033,0.000000,Mountain-West
Edmonton-Decore|039,Edmonton-Decore,Edmonton-Decore,Edmonton-Decore,0,82.000000,72.500000,6.000000,-0.000074,-0.000074,0.000000,Edmonton
Calgary-Bhullar-McCall|014,Calgary-Bhullar-McCall,Calgary-Bhullar-McCall,Calgary-McCall-Bhullar,1,131.750000,76.000000,0.000000,-0.000063,-0.000063,-0.000001,Calgary
Cardston-Siksika|056,Cardston-Siksika,Taber-Cardston,Lethbridge-Cardston,1,8.142857,104.714286,21.571429,-0.000040,-0.000019,0.000020,Rest of Alberta
Calgary-Fish Creek|035,Calgary-Fish Creek,Calgary-Fish Creek,Calgary-Fish Creek,0,116.000000,156.400000,5.800000,0.000107,0.000108,0.000002,Calgary
Edmonton-Riverview|041,Edmonton-Riverview,Edmonton-Strathcona,Edmonton-Strathcona,0,210.250000,44.000000,11.250000,0.000036,0.000036,0.000000,Edmonton
Drayton Valley-Devon|030,Drayton Valley-Devon,Leduc-Devon,Stony Plain-Drayton Valley,1,55.000000,145.000000,4.000000,0.000020,0.000004,-0.000016,Rest of Alberta
Edmonton-City Centre|006,Edmonton-City Centre,Edmonton-City Centre,Edmonton-City Centre,0,45.800000,20.300000,2.400000,-0.000005,-0.000005,0.000000,Edmonton
Red Deer-North|010,Red Deer-North,Red Deer-North,Red Deer-Lacombe,1,49.000000,80.500000,8.250000,0.000036,0.000025,-0.000011,Rest of Alberta
Calgary-Buffalo|009,Calgary-Buffalo,Calgary-Buffalo,Calgary-Buffalo,0,94.444444,52.111111,3.555556,-0.000040,-0.000040,0.000000,Calgary
Peace River|023,Peace River,Peace River,Peace River,0,13.500000,88.250000,3.750000,-0.000016,-0.000016,0.000000,Rest of Alberta
Calgary-East|020,Calgary-East,Calgary-Confluence,Calgary-East,1,43.125000,61.750000,5.125000,0.000046,0.000041,-0.000005,Calgary
Central Peace-Notley|007,Central Peace-Notley,Central Peace-Notley,Central Peace-Notley,0,24.200000,83.600000,3.600000,-0.000010,-0.000010,-0.000000,Rest of Alberta
Lethbridge-West|033,Lethbridge-West,Lethbridge-West,Lethbridge-Fort Macleod-Crowsnest Pass,1,97.750000,101.500000,8.250000,-0.000112,0.000082,0.000194,Rest of Alberta
St. Albert|037,St. Albert,St. Albert,St Albert,1,122.500000,108.166667,2.833333,-0.000106,-0.000106,0.000001,Rest of Alberta
Calgary-Shaw|016,Calgary-Shaw,Calgary-Lougheed,Calgary-Fish Creek,1,120.600000,153.400000,4.200000,0.000113,0.000114,0.000001,Calgary
Leduc-Beaumont|023,Leduc-Beaumont,Leduc-Devon,Leduc,1,54.000000,100.400000,5.200000,0.000031,0.000032,0.000000,Rest of Alberta
Athabasca-Barrhead-Westlock|029,Athabasca-Barrhead-Westlock,Barrhead-Westlock-Athabasca,Barrhead-Westlock-Athabasca,0,93.000000,205.000000,0.000000,0.000022,0.000024,0.000001,Rest of Alberta
Rimbey-Rocky Mountain House-Sundre|056,Rimbey-Rocky Mountain House-Sundre,Lacombe-Clearwater,Rocky Mountain House-Banff Park,1,15.125000,138.000000,36.875000,-0.000042,-0.000042,0.000000,Mountain-West
Edmonton-South West|039,Edmonton-South West,Edmonton-Enoch,Edmonton-Enoch-Devon,1,72.125000,63.375000,1.625000,-0.000066,0.000075,0.000141,Edmonton
Edmonton-South West|040,Edmonton-South West,Edmonton-Enoch,Edmonton-Enoch-Devon,1,72.125000,63.375000,1.625000,-0.000066,0.000075,0.000141,Edmonton
Calgary-Hays|006,Calgary-Hays,Calgary-McKenzie,Calgary-South,1,86.500000,152.250000,7.000000,0.000066,0.000062,-0.000004,Calgary
Calgary-North|016,Calgary-North,Calgary-North,Calgary-North,0,88.400000,104.800000,0.000000,0.000093,0.000093,-0.000000,Calgary
Rimbey-Rocky Mountain House-Sundre|070,Rimbey-Rocky Mountain House-Sundre,Mountain View-Kneehill,Rocky Mountain House-Banff Park,1,80.000000,268.500000,39.500000,-0.000027,-0.000026,0.000002,Rest of Alberta
Edmonton-South West|007,Edmonton-South West,Edmonton-Enoch,Edmonton-Enoch-Devon,1,93.800000,70.800000,4.200000,-0.000073,0.000099,0.000172,Edmonton
Edmonton-Beverly-Clareview|010,Edmonton-Beverly-Clareview,Edmonton-Beverly-Clareview,Edmonton-Beverly-Clareview,0,119.000000,97.333333,8.333333,-0.000090,-0.000090,0.000000,Edmonton
Edmonton-Rutherford|035,Edmonton-Rutherford,Edmonton-Rutherford,Edmonton-Rutherford,0,91.000000,52.666667,6.333333,-0.000037,-0.000037,0.000000,Edmonton
Grande Prairie|007,Grande Prairie,Grande Prairie,Grande Prairie,0,45.666667,153.166667,7.166667,-0.000000,-0.000000,0.000000,Rest of Alberta
Brooks-Medicine Hat|060,Brooks-Medicine Hat,Medicine Hat-Brooks,Medicine Hat-Brooks,0,78.333333,111.166667,9.833333,0.000050,0.000050,0.000000,Rest of Alberta
Athabasca-Barrhead-Westlock|027,Athabasca-Barrhead-Westlock,Barrhead-Westlock-Athabasca,Barrhead-Westlock-Athabasca,0,42.500000,170.500000,0.000000,-0.000020,-0.000019,0.000001,Rest of Alberta
