pass,donor,receiver,donor_pct,receiver_pct,pct_diff,shared_length_m,vertices_snapped
3,Stony Plain-Drayton Valley,Edmonton-Decore,68.77,19.96,48.81,2024.0,97
3,Edmonton-Ellerslie,Leduc,42.91,27.76,15.15,3638.8,166
3,Sherwood Park-Strathcona,Edmonton-Ellerslie,63.1,42.91,20.18,13770.4,624
3,Stony Plain-Drayton Valley,Edmonton-Ellerslie,68.77,42.91,25.85,6855.9,375
3,Edmonton-Whitemud,Edmonton-Glenora-Riverview,100.0,74.69,25.31,5326.7,317
3,Stony Plain-Drayton Valley,Edmonton-Gold Bar,68.77,55.26,13.51,6579.9,346
3,Edmonton-Strathcona,Edmonton-Highlands-Norwood,97.54,70.62,26.93,1051.4,62
3,Edmonton-Whitemud,Edmonton-McClung,100.0,69.09,30.91,1662.1,112
3,Stony Plain-Drayton Valley,Edmonton-Meadows,68.77,56.64,12.13,9440.6,544
3,Sherwood Park-Strathcona,Edmonton-Mill Woods,63.1,34.86,28.24,19136.1,849
3,Edmonton-South,Edmonton-Rutherford,57.5,0.0,57.5,334.3,178
3,St. Albert,Edmonton-West Henday,100.0,81.07,18.93,1366.3,119
3,Airdrie East,Olds-Three Hills-Didsbury,39.79,6.54,33.25,21090.3,1040
3,Highwood,Canmore-Kananaskis,56.96,0.0,56.96,148.6,17
3,Rocky Mountain House-Banff Park,Canmore-Kananaskis,39.16,0.0,39.16,3565.9,107
3,Sherwood Park-Strathcona,Leduc,63.1,27.76,35.34,16246.9,715
4,Calgary-Acadia,Calgary-South,70.72,54.99,15.72,417.8,30
4,Calgary-Airdrie,Airdrie East,65.19,39.79,25.4,4087.1,191
4,Calgary-Varsity,Calgary-Beddington,97.24,74.76,22.48,2362.3,127
4,Calgary-Beddington,Calgary-McCall-Bhullar,74.76,59.21,15.55,927.9,114
4,Calgary-Cross,Calgary-East,100.0,49.13,50.87,4692.6,255
4,Highwood,Calgary-De Winton,56.96,42.58,14.38,47826.4,2369
4,Calgary-McCall-Bhullar,Calgary-Edgemont,59.21,31.82,27.39,3018.5,155
4,Chestermere-Strathmore,Calgary-Fish Creek,53.58,30.5,23.08,542.1,29
4,Calgary-Foothills-Airdrie West,Airdrie East,90.48,39.79,50.68,1222.1,87
4,Calgary-West-Tsuut'ina,Calgary-Lougheed,98.34,43.57,54.78,7022.2,372
4,Edmonton-Beaumont,Leduc,45.12,27.76,17.36,915.4,48
4,Edmonton-Highlands-Norwood,Edmonton-Beaumont,70.62,45.12,25.5,2227.8,133
4,Sherwood Park-Strathcona,Edmonton-Beaumont,63.1,45.12,17.98,261.9,15
4,Stony Plain-Drayton Valley,Edmonton-Beaumont,68.77,45.12,23.65,1055.6,59
4,Edmonton-South,Edmonton-Beaumont,57.5,45.12,12.38,2717.0,399
4,Edmonton-Strathcona,Edmonton-Beverly-Clareview,97.54,76.56,20.99,4632.2,310
4,Edmonton-Strathcona,Edmonton-City Centre,97.54,81.64,15.91,2291.7,150
4,Stony Plain-Drayton Valley,Edmonton-Decore,68.77,19.96,48.81,2024.0,97
4,Edmonton-Ellerslie,Leduc,42.91,27.76,15.15,3663.8,166
4,Sherwood Park-Strathcona,Edmonton-Ellerslie,63.1,42.91,20.18,13770.4,624
4,Stony Plain-Drayton Valley,Edmonton-Ellerslie,68.77,42.91,25.85,6855.9,375
4,Edmonton-Whitemud,Edmonton-Glenora-Riverview,100.0,74.69,25.31,5326.7,317
4,Stony Plain-Drayton Valley,Edmonton-Gold Bar,68.77,55.26,13.51,6579.9,346
4,Edmonton-Highlands-Norwood,Edmonton-South,70.62,57.5,13.12,3866.9,274
4,Edmonton-Strathcona,Edmonton-Highlands-Norwood,97.54,70.62,26.93,1051.4,62
4,Edmonton-Whitemud,Edmonton-McClung,100.0,69.09,30.91,1662.1,112
4,Stony Plain-Drayton Valley,Edmonton-Meadows,68.77,56.64,12.13,9440.6,544
4,Sherwood Park-Strathcona,Edmonton-Mill Woods,63.1,34.86,28.24,19136.1,849
4,Edmonton-South,Edmonton-Rutherford,57.5,0.0,57.5,334.3,178
4,St. Albert,Edmonton-West Henday,100.0,81.07,18.93,1366.3,119
4,Airdrie East,Olds-Three Hills-Didsbury,39.79,6.54,33.25,21090.3,1040
4,Highwood,Canmore-Kananaskis,56.96,0.0,56.96,148.6,17
4,Rocky Mountain House-Banff Park,Canmore-Kananaskis,39.16,0.0,39.16,3988.1,120
4,Sherwood Park-Strathcona,Leduc,63.1,27.76,35.34,16385.0,720
5,Calgary-Acadia,Calgary-South,70.72,54.99,15.72,417.8,30
5,Calgary-Airdrie,Airdrie East,65.19,39.79,25.4,4087.1,191
5,Calgary-Varsity,Calgary-Beddington,97.24,74.76,22.48,2362.3,127
5,Calgary-Beddington,Calgary-McCall-Bhullar,74.76,59.21,15.55,1013.0,116
5,Calgary-Cross,Calgary-East,100.0,49.13,50.87,4692.6,255
5,Highwood,Calgary-De Winton,56.96,42.58,14.38,47826.4,2369
5,Calgary-McCall-Bhullar,Calgary-Edgemont,59.21,31.82,27.39,3018.5,155
5,Chestermere-Strathmore,Calgary-Fish Creek,53.58,30.5,23.08,542.1,29
5,Calgary-Foothills-Airdrie West,Airdrie East,90.48,39.79,50.68,1222.1,87
5,Calgary-West-Tsuut'ina,Calgary-Lougheed,98.34,43.57,54.78,7016.6,372
5,Edmonton-Beaumont,Leduc,45.12,27.76,17.36,915.4,48
5,Edmonton-Highlands-Norwood,Edmonton-Beaumont,70.62,45.12,25.5,2329.0,132
5,Sherwood Park-Strathcona,Edmonton-Beaumont,63.1,45.12,17.98,261.9,15
5,Stony Plain-Drayton Valley,Edmonton-Beaumont,68.77,45.12,23.65,1055.6,59
5,Edmonton-South,Edmonton-Beaumont,57.5,45.12,12.38,2717.0,399
5,Edmonton-Strathcona,Edmonton-Beverly-Clareview,97.54,76.56,20.99,4657.0,312
5,Edmonton-Strathcona,Edmonton-City Centre,97.54,81.64,15.91,2291.7,150
5,Stony Plain-Drayton Valley,Edmonton-Decore,68.77,19.96,48.81,2024.0,97
5,Edmonton-Ellerslie,Leduc,42.91,27.76,15.15,3663.8,166
5,Sherwood Park-Strathcona,Edmonton-Ellerslie,63.1,42.91,20.18,13770.4,624
5,Stony Plain-Drayton Valley,Edmonton-Ellerslie,68.77,42.91,25.85,6855.9,375
5,Edmonton-Whitemud,Edmonton-Glenora-Riverview,100.0,74.69,25.31,5326.7,317
5,Stony Plain-Drayton Valley,Edmonton-Gold Bar,68.77,55.26,13.51,6579.9,346
5,Edmonton-Highlands-Norwood,Edmonton-South,70.62,57.5,13.12,3890.9,282
5,Edmonton-Strathcona,Edmonton-Highlands-Norwood,97.54,70.62,26.93,1051.4,62
5,Edmonton-Whitemud,Edmonton-McClung,100.0,69.09,30.91,1662.1,112
5,Stony Plain-Drayton Valley,Edmonton-Meadows,68.77,56.64,12.13,9440.6,544
5,Sherwood Park-Strathcona,Edmonton-Mill Woods,63.1,34.86,28.24,19136.1,849
5,Edmonton-South,Edmonton-Rutherford,57.5,0.0,57.5,334.3,178
5,St. Albert,Edmonton-West Henday,100.0,81.07,18.93,1366.3,119
5,Airdrie East,Olds-Three Hills-Didsbury,39.79,6.54,33.25,21090.3,1040
5,Highwood,Canmore-Kananaskis,56.96,0.0,56.96,148.6,17
5,Rocky Mountain House-Banff Park,Canmore-Kananaskis,39.16,0.0,39.16,4181.3,131
5,Sherwood Park-Strathcona,Leduc,63.1,27.76,35.34,16391.1,721
