map,name_2026,perimeter_km_total,perimeter_km_anchored,anchored_pct,pre_ama_error_m,post_ama_error_m
majority,Calgary-Acadia,46.61545976695823,0.0,0.0,0.0,0.0
majority,Calgary-Beddington,42.920682080764266,0.0,0.0,0.0,0.0
majority,Calgary-Bhullar-McCall,43.65846115737958,14.682942406634574,33.63137870046691,182.63587799361946,0.0
majority,Calgary-Bow,38.48107892833634,3.6347662751815095,9.44559346153097,138.37870815476376,0.0
majority,Calgary-Buffalo,28.89806674967213,0.0,0.0,0.0,0.0
majority,Calgary-Confluence,17.528484388560774,0.0,0.0,0.0,0.0
majority,Calgary-Cross,24.421450106917106,6.910776990392323,28.29797968645163,114.43439499325054,0.0
majority,Calgary-Currie,22.997132026231363,5.7685147172264095,25.0836265611148,143.25486747882192,0.0
majority,Calgary-East,70.07461672424934,0.0,0.0,0.0,0.0
majority,Calgary-Edgemont,24.038484050470505,5.54131406651211,23.051844928647444,66.68665064230858,0.0
majority,Calgary-Elbow,23.518691461798138,6.279321903082359,26.69928262497929,134.4194297128812,0.0
majority,Calgary-Falconridge-Conrich,56.94424406708161,23.297808462265174,40.913368583521496,194.14921734791358,0.0
majority,Calgary-Fish Creek,32.0646429978254,1.1667223106193045,3.6386567930864873,333.704189528726,0.0
majority,Calgary-Glenmore-Tsuut'ina,73.00350433295614,7.223745235619202,9.89506641033692,265.90617976879895,0.0
majority,Calgary-Hays,35.24834588037863,3.572074426402366,10.134020014796778,99.44973944069068,0.0
majority,Calgary-Klein,41.929652474770684,0.0,0.0,0.0,0.0
majority,Calgary-Lougheed,36.31677078768234,4.64784410987099,12.798065491680257,322.727735650907,0.0
majority,Calgary-McKenzie,31.46696950256136,7.029231878733881,22.338445645875474,44.15866367860194,0.0
majority,Calgary-Mountain View,25.211985730322642,0.0,0.0,0.0,0.0
majority,Calgary-North,18.265692486965253,7.783969322852005,42.61524345932569,153.4251424006751,0.0
majority,Calgary-North East,42.92731393659784,15.010246734506238,34.96665725853673,166.73187677847557,0.0
majority,Calgary-North West,45.502963352454685,17.05964908901698,37.49129250523128,91.34048087599523,0.0
majority,Calgary-Nose Creek,26.995498890819675,0.0,0.0,0.0,0.0
majority,Calgary-Shaw,28.94512948507786,11.021528796843077,38.07731729970331,85.74109468818399,0.0
majority,Calgary-South East,52.80236006022572,16.85121325419042,31.913750133460198,54.00579184796358,0.0
majority,Calgary-Symons Valley,20.428412447101323,10.548569450844502,51.63675580840979,84.63784313378912,0.0
majority,Calgary-Varsity,27.198035269630097,0.0,0.0,0.0,0.0
majority,Calgary-West-Elbow Valley,142.54648973586598,13.352663487774159,9.367234165159879,204.34904223746165,0.0
majority,Edmonton-Beaumont,32.01526851944408,2.3963163556637923,7.484917248807141,242.13253297550045,0.0
majority,Edmonton-Beverly-Clareview,34.4865882075633,16.059653364666,46.56782302734121,48.76425840411073,0.0
majority,Edmonton-Castle Downs,42.59322788726591,10.460063152178812,24.55804284160876,150.40971951680763,0.0
majority,Edmonton-City Centre,31.523774804720176,0.0,0.0,0.0,0.0
majority,Edmonton-Decore,43.31709089484053,0.7354189670298635,1.6977570557894015,341.8971056999343,0.0
majority,Edmonton-Ellerslie,43.74669133455499,9.733725784647682,22.250198786940324,183.47475045394904,0.0
majority,Edmonton-Enoch,41.199920712223324,0.0,0.0,0.0,0.0
majority,Edmonton-Glenora-Riverview,29.67658986325904,0.0,0.0,0.0,0.0
majority,Edmonton-Gold Bar,83.34142948415402,21.496738879748904,25.793580711062976,244.7458678050051,0.0
majority,Edmonton-Highlands-Norwood,19.958422215126475,0.0,0.0,0.0,0.0
majority,Edmonton-Manning,52.03806463760974,32.96608590696253,63.34994611451554,39.23110634537652,0.0
majority,Edmonton-McClung,8.829941477059656,0.0,0.0,0.0,0.0
majority,Edmonton-Meadows,21.409499405759878,5.509359373658903,25.733247047227543,78.32753190678088,0.0
majority,Edmonton-Mill Woods,21.917011322109378,0.0,0.0,0.0,0.0
majority,Edmonton-North West,43.60986123770355,15.021488045580334,34.44516359202098,110.73474310356458,0.0
majority,Edmonton-Rutherford,57.669773204828516,0.0,0.0,0.0,0.0
majority,Edmonton-South,50.16190875858511,14.312427640556967,28.532462170525804,52.112786521445045,0.0
majority,Edmonton-Strathcona,26.396543854241425,0.0,0.0,0.0,0.0
majority,Edmonton-West Henday,48.54243230098237,16.75402483912486,34.51418489960134,29.994227390969897,0.0
majority,Edmonton-Whitemud,31.652720981737573,0.0,0.0,0.0,0.0
majority,Edmonton-Windermere,63.561436129901196,31.582015233960973,49.68738461071973,21.46766782102888,0.0
majority,Airdrie-East,142.38526142608399,19.552798906319175,13.732319420201758,79.01323144674751,0.0
majority,Airdrie-West,61.59218140433791,0.0,0.0,0.0,0.0
majority,Barrhead-Westlock-Athabasca,1061.2662461929572,770.0948190941938,72.56377198999097,40.494915770065326,0.0
majority,Camrose,717.0963784095868,616.425609511087,85.9613335209177,27.79891358525601,0.0
majority,Canmore-Banff,1224.6052782902516,944.9014668193304,77.15967614793942,55.77892387857485,0.0
majority,Central Peace-Notley,1502.9483215029186,1222.5527448689181,81.34363153926607,81.17872080852186,0.0
majority,Chestermere-Strathmore,190.02271779314643,113.70127960997387,59.835624356107765,49.23526923700831,0.0
majority,Cochrane-Springbank,135.9609797686308,60.74519476964771,44.67840322496922,44.02366564759501,0.0
majority,Cold Lake-Bonnyville-St. Paul,706.716399000037,646.5870007643459,91.49172166929044,102.91758458329615,0.0
majority,Drumheller-Stettler,1087.2020781984388,1079.3696601027011,99.27958028660905,40.68305698102187,0.0
majority,Fort McMurray-Lac La Biche,1044.7537619493457,697.5321163367998,66.76521700532717,161.9004630691533,0.0
majority,Fort McMurray-Wood Buffalo,1517.785453487069,1232.3896983463846,81.1965680337102,182.1510355135649,0.0
majority,Fort Saskatchewan-Vegreville,558.4470097513259,531.8351501584086,95.2346670090028,19.524468954770136,0.0
majority,Grande Prairie,58.89783501165504,42.32091980648285,71.8547970364414,50.42259509346816,0.0
majority,Grande Prairie-Wapiti,569.9592649269382,9.79306891741019,1.7182050578062875,201.01753337917324,0.0
majority,High River-Vulcan-Siksika,175.16837809742833,58.26241087957782,33.26080398322372,81.4769773886677,0.0
majority,Lacombe-Clearwater,318.48027164086085,250.55338758027298,78.67155673077714,32.10866323168023,0.0
majority,Leduc-Devon,63.826275471502164,31.275331759556945,49.000715659056574,41.17517187902528,0.0
majority,Lesser Slave Lake,1195.0436321826592,922.9536455795777,77.2317947834148,89.9641348318749,0.0
majority,Lethbridge-East,39.65477875752596,27.878614018526164,70.30328977244683,33.64024525401497,0.0
majority,Lethbridge-West,49.48984436075297,37.18705776768673,75.1407854440077,46.12267877918949,0.0
majority,Livingstone-Macleod,772.1840446974734,697.1079176395365,90.27743093457075,37.39478706427295,0.0
majority,Lloydminster-Wainwright,527.5979190865421,522.2005777760697,98.9769972330791,18.44073326109597,0.0
majority,Medicine Hat-Brooks,751.5400677599955,677.0700351041806,90.0910096679507,41.2953700833572,0.0
majority,Medicine Hat-Cypress,410.7154275403911,304.66405025678176,74.17886688145408,39.55064747929789,0.0
majority,Mountain View-Kneehill,585.2493639909487,331.2665059985344,56.60262554401641,42.362124645018476,0.0
majority,Okotoks-Diamond Valley,125.22812331029189,45.03586982893417,35.96306375792576,32.38787761884455,0.0
majority,Peace River,1693.3094630929972,1448.642361751736,85.550951750169,96.37718030390755,0.0
majority,Red Deer-North,46.04120425097179,36.31382065524669,78.87243882088558,46.17791145021468,0.0
majority,Red Deer-South,28.006471335832607,18.27447017340802,65.25088417699708,34.14752315270375,0.0
majority,Sherwood Park,43.78069089804078,22.755635097808682,51.97641844164458,43.53459637430187,0.0
majority,Spruce Grove,44.98639807745185,41.37939858252941,91.9820220131597,61.20750738978588,0.0
majority,St. Albert,34.75427285732656,28.573276298560618,82.215146367354,50.13034515366285,0.0
majority,St. Albert-Sturgeon,186.19694942490156,151.35514176491714,81.28765924060582,20.516114324406917,0.0
majority,Stony Plain-Drayton Valley,530.7808842305031,358.33484293402574,67.5108794570701,32.3945896024628,0.0
majority,Strathcona-Sherwood Park,136.660388747115,80.95604920553185,59.23885476086127,41.12223945948914,0.0
majority,Sylvan Lake-Innisfail,414.8507602397712,316.44486038318513,76.2792046470614,19.686695053165217,0.0
majority,Taber-Cardston,652.0904724559153,482.61940720077007,74.01111158442782,24.8651615248575,0.0
majority,West Yellowhead,1648.1435935559991,1199.714071736855,72.7918414650011,104.63004022945776,0.0
majority,Wetaskiwin-Ponoka-Maskwacis,359.21776811962275,160.70527818203053,44.73756379682039,40.592454953844886,0.0
minority,Calgary-Acadia,25.524054911394987,0.0,0.0,0.0,0.0
minority,Calgary-Airdrie,152.33617928689776,58.783552481341324,38.588044387428866,131.98903135030622,0.0
minority,Calgary-Beddington,27.536710568090587,0.0,0.0,0.0,0.0
minority,Calgary-Bow-Springbank,25.736713998327687,6.510010819893217,25.294646473967973,144.95083510484366,0.0
minority,Calgary-Buffalo,25.684329932813657,0.0,0.0,0.0,0.0
minority,Calgary-Cross,19.554591832181277,4.233695313103322,21.65064527778006,63.70865830841672,0.0
minority,Calgary-Currie,16.486353845475097,0.0,0.0,0.0,0.0
minority,Calgary-De Winton,119.95063812934403,35.338915436523045,29.46121503615239,91.46655484059009,0.0
minority,Calgary-East,62.26284356451407,13.816490002728752,22.190586249747337,184.47727111848275,0.0
minority,Calgary-Edgemont,29.78980263145256,2.171504018812077,7.289420630532704,297.0055785410379,0.0
minority,Calgary-Elbow,27.989976711715133,0.6926981054595153,2.474807723471911,340.7113912807408,0.0
minority,Calgary-Falconridge,50.41789007605106,10.564820285112269,20.95450696008132,244.9002222211372,0.0
minority,Calgary-Fish Creek,26.33081924819277,6.5495987522660375,24.874268781878374,103.59113234229312,0.0
minority,Calgary-Foothills-Airdrie West,54.0951287327322,8.41373774845408,15.553595943959825,43.68621161420813,0.0
minority,Calgary-Glenmore,30.89250766579662,13.582161996473566,43.96587723926142,56.43796191082513,0.0
minority,Calgary-Hays,25.944668285266918,5.37782857888029,20.72806836360353,57.04416752258843,0.0
minority,Calgary-Klein,88.05162204088434,11.172232091929116,12.688275165154367,270.3449336062028,0.0
minority,Calgary-Lougheed,76.51275314297199,15.34916061885537,20.06091793635223,144.45627474765593,0.0
minority,Calgary-McCall-Bhullar,30.2763973157507,2.629090694401286,8.683631235852335,101.84359073900295,0.0
minority,Calgary-Mountain View,25.211985730322642,0.0,0.0,0.0,0.0
minority,Calgary-Nolan Hill-Cochrane,203.2217218299809,83.82486476837686,41.24798472011093,164.63322039593288,0.0
minority,Calgary-North,35.10306086159009,4.008518562846208,11.419284998113502,116.93098501030673,0.0
minority,Calgary-North East,64.37071453205127,22.634341107991776,35.16248230664234,130.38696893830496,0.0
minority,Calgary-North West-Bearspaw,36.080240086921506,22.247819468489656,61.66206049320089,47.5388707019671,0.0
minority,Calgary-Peigan-Chestermere,69.48883748279944,42.71522757863414,61.47063201223857,189.54841958490084,0.0
minority,Calgary-South,22.223609586559167,0.0,0.0,0.0,0.0
minority,Calgary-South East,33.4432107014154,17.293871641039395,51.711158343739626,82.00930265266415,0.0
minority,Calgary-Varsity,27.198035269630097,0.0,0.0,0.0,0.0
minority,Calgary-West-Tsuut'ina,19.722334398185346,10.986718436570749,55.70698789886474,44.16392703915975,0.0
minority,Edmonton-Beaumont,62.43323014701491,19.867019120945024,31.82122577057615,135.42708932326033,0.0
minority,Edmonton-Beverly-Clareview,99.24448270468955,3.1441396144006917,3.1680749687177556,256.68287504933414,0.0
minority,Edmonton-Castledowns,20.287043891620694,8.676799097284238,42.770149971766365,88.44167449302358,0.0
minority,Edmonton-City Centre,48.09442979728691,5.00454208607632,10.405658424832048,223.3191551139607,0.0
minority,Edmonton-Decore,26.29340266502831,0.0,0.0,0.0,0.0
minority,Edmonton-Ellerslie,35.05816258484764,8.971616462896026,25.590663632707365,163.17712196657175,0.0
minority,Edmonton-Enoch-Devon,86.45744644537785,35.57266830088786,41.144713108502444,138.95377894455032,0.0
minority,Edmonton-Glenora-Riverview,45.45943759703293,0.0,0.0,0.0,0.0
minority,Edmonton-Gold Bar,79.07146083026508,23.938740515590656,30.274817569107,82.18903675828469,0.0
minority,Edmonton-Highlands-Norwood,35.42708025774476,2.9462805235003597,8.316464416669701,479.53536184490804,0.0
minority,Edmonton-Manning,22.456311046192102,11.451093431727413,50.99276282811003,55.18270928317323,0.0
minority,Edmonton-McClung,55.59977857302832,0.0,0.0,0.0,0.0
minority,Edmonton-Meadows,31.878213589667954,2.796693117206814,8.773054705026663,278.7322927973219,0.0
minority,Edmonton-Mill Woods,21.351739304965484,0.0,0.0,0.0,0.0
minority,Edmonton-North West,49.90878093470061,12.802290392761613,25.651378681262134,173.9224648291511,0.0
minority,Edmonton-Rutherford,50.13558480763929,8.318171662652258,16.591352618240123,146.53163831595862,0.0
minority,Edmonton-South,53.213020086465,18.726425097856307,35.191434478682154,110.93386986893913,0.0
minority,Edmonton-Spruce Grove,44.98639807745185,41.37939858252941,91.9820220131597,61.20750738978588,0.0
minority,Edmonton-Strathcona,26.396543854241425,0.0,0.0,0.0,0.0
minority,Edmonton-West Henday,44.76143271261933,16.763016952787613,37.44968812864141,30.082365873826742,0.0
minority,Edmonton-Whitemud,30.819362047926226,0.0,0.0,0.0,0.0
minority,Edmonton-Windermere,52.49181418572791,7.570887621039957,14.422987161869553,216.10667835375932,0.0
minority,Airdrie East,143.78377609669963,19.744875208128956,13.73233875486052,88.30240815564149,0.0
minority,Barrhead-Westlock-Athabasca,703.7453552283716,23.11798730523104,3.284993234197481,241.83002948142033,0.0
minority,Camrose,515.3764739569607,12.8359692200514,2.4906005354686283,233.07527954533413,0.0
minority,Canmore-Kananaskis,1243.1576614526828,1025.54304240754,82.49501042443397,56.70206849802444,0.0
minority,Cold Lake-Bonnyville-St. Paul,622.8761777768492,11.440724063201467,1.8367573638849624,210.28000195997893,0.0
minority,Central Peace-Notley,1281.9915242315108,10.299886257181194,0.8034285767494023,240.9430052621756,0.0
minority,Chestermere-Strathmore,291.3813440360854,126.77144733776149,43.50705696589202,155.67501493510272,0.0
minority,Drumheller-Stettler,1044.8212182735062,25.580870560540248,2.4483490680645668,265.05985165544257,0.0
minority,Fort McMurray-Lac La Biche,814.1409781915486,6.195170874051199,0.7609457133348738,254.757064631029,0.0
minority,Fort McMurray-Wood Buffalo,1437.3475414298812,3.2499179933106275,0.22610523200795205,261.3668712826028,0.0
minority,Fort Saskatchewan-Vegreville,477.74284993082745,11.146846786752441,2.333231525781369,219.2664360441672,0.0
minority,Grande Prairie,58.89783501165504,42.32091980648285,71.8547970364414,50.42259509346816,0.0
minority,Grande Prairie-Wapiti,597.7762494828178,45.27073837862408,7.573191209552282,64.32968614430045,0.0
minority,Highwood,237.9483095347451,85.93427722447112,36.11468280337711,44.09235077658724,0.0
minority,Lac Ste. Anne-Parkland,423.72436246320666,24.53012132674173,5.789169445944181,238.26370964382593,0.0
minority,Leduc,60.14108416955478,6.7879250666809545,11.28666893922941,288.00539753391485,0.0
minority,Lesser Slave Lake,1203.4295750684255,10.893836543163616,0.9052325760353868,291.719073008273,0.0
minority,Lethbridge-Cardston,494.90638111044757,15.994435256133082,3.231810270913364,286.9993215341982,0.0
minority,Lethbridge-Fort MacLeod-Crowsnest Pass,444.6444596327219,25.418161177787887,5.716513638510955,238.52493263519125,0.0
minority,Lethbridge-Little Bow,433.9487864723017,11.89067896434979,2.7401111225618684,236.3834042882509,0.0
minority,Lethbridge-Taber-Warner,418.06221935760544,123.40506008880396,29.51834783789557,48.60883863437716,0.0
minority,Lloydminster-Wainwright,511.01976312713873,21.137591605076288,4.1363550160421845,200.63149339405447,0.0
minority,Medicine Hat-Brooks,633.3972245807132,11.297744759256448,1.7836744969533394,235.001381510453,0.0
minority,Medicine Hat-Cypress,410.7154275403911,304.66405025678176,74.17886688145408,39.55064747929789,0.0
minority,Olds-Three Hills-Didsbury,354.4676784012962,2.9996230681617284,0.846233169041107,249.92462594936327,0.0
minority,Peace River,1652.2536148667698,11.645540992353952,0.704827690347828,255.86088500575545,0.0
minority,Red Deer-Blackfalds,28.006471335832607,18.27447017340802,65.25088417699708,34.14752315270375,0.0
minority,Red Deer-Innisfail,213.4586554387804,17.811843212333294,8.344399610181982,118.34807449396749,0.0
minority,Red Deer-Lacombe,170.25784339515405,11.892428956788033,6.984952187598613,254.86619867858235,0.0
minority,Red Deer-Sylvan Lake,167.5110371943709,8.649746982502316,5.1636877947723585,295.37312291312213,0.0
minority,Rocky Mountain House-Banff Park,712.9734695710067,266.2044785441327,37.337220795088896,63.59837301363918,0.0
minority,Sherwood Park,43.01223044087502,21.974242144258675,51.08835770436191,32.04628509434343,0.0
minority,St. Albert,34.75427285732656,28.573276298560618,82.215146367354,50.13034515366285,0.0
minority,St. Albert-Sturgeon,186.19694942490156,151.35514176491714,81.28765924060582,20.516114324406917,0.0
minority,Stony Plain-Drayton Valley,814.5761375053928,78.70775982294572,9.662419042127251,130.88131792683933,0.0
minority,Sherwood Park-Strathcona,189.7252010492322,73.84802083278825,38.92367509660737,66.51973907224696,0.0
minority,West Yellowhead,1255.5940349413613,14.279457421613927,1.137267064372507,193.39376640871302,0.0
minority,Wetaskawin-Ponoka-Maskwacis,326.64901345232573,5.296375896601742,1.6214271828421563,270.38202506512806,0.0
