va_id,parent_ed_2019,majority_ed,minority_ed,is_swing,va_ndp,va_ucp,va_other,eg_contrib_majority,eg_contrib_minority,delta_eg,region
Maskwacis-Wetaskiwin|037,Maskwacis-Wetaskiwin,Camrose,Camrose,0,63.142033,213.752259,13.333333,0.000001,0.000000,-0.000000,Rest of Alberta
Maskwacis-Wetaskiwin|031,Maskwacis-Wetaskiwin,Wetaskiwin-Ponoka-Maskwacis,Wetaskiwin-Ponoka-Maskwacis,0,63.142033,213.752259,13.333333,-0.000003,-0.000001,0.000002,Rest of Alberta
Drayton Valley-Devon|051,Drayton Valley-Devon,Stony Plain-Drayton Valley,Edmonton-Enoch-Devon,1,114.546779,310.763789,9.250000,0.000013,0.000061,0.000048,Rest of Alberta
Drumheller-Stettler|050,Drumheller-Stettler,Drumheller-Stettler,Drumheller-Stettler,0,78.692691,268.740864,9.571429,-0.000018,-0.000020,-0.000001,Rest of Alberta
Leduc-Beaumont|058,Leduc-Beaumont,Leduc-Devon,Leduc,1,164.742124,245.277952,9.250000,0.000071,0.000073,0.000002,Rest of Alberta
Leduc-Beaumont|057,Leduc-Beaumont,Leduc-Devon,Leduc,1,164.742124,245.277952,9.250000,0.000071,0.000073,0.000002,Rest of Alberta
Peace River|016,Peace River,Peace River,Peace River,0,99.223318,345.305684,11.500000,-0.000012,-0.000012,0.000000,Rest of Alberta
Calgary-Elbow|024,Calgary-Elbow,Calgary-Elbow,Calgary-Elbow,0,225.885388,178.762106,11.250000,-0.000109,-0.000102,0.000007,Calgary
Calgary-Buffalo|019,Calgary-Buffalo,Calgary-Buffalo,Calgary-Buffalo,0,180.570126,85.680058,2.777778,-0.000031,-0.000031,0.000000,Calgary
Calgary-East|067,Calgary-East,Calgary-East,Calgary-Cross,1,100.131697,114.523928,9.000000,0.000059,0.000060,0.000001,Calgary
Calgary-Varsity|020,Calgary-Varsity,Calgary-Varsity,Calgary-Varsity,0,258.477516,177.283772,1.400000,-0.000092,-0.000101,-0.000010,Calgary
Calgary-Varsity|019,Calgary-Varsity,Calgary-Varsity,Calgary-Varsity,0,258.477516,177.283772,1.400000,-0.000092,-0.000101,-0.000010,Calgary
Spruce Grove-Stony Plain|012,Spruce Grove-Stony Plain,Spruce Grove,Edmonton-Spruce Grove,1,233.278511,311.973352,6.250000,0.000115,0.000124,0.000008,Rest of Alberta
Lacombe-Ponoka|021,Lacombe-Ponoka,Drumheller-Stettler,Red Deer-Blackfalds,1,77.930880,252.318124,28.500000,-0.000015,0.000012,0.000026,Rest of Alberta
Lac Ste. Anne-Parkland|031,Lac Ste. Anne-Parkland,Stony Plain-Drayton Valley,Lac Ste Anne-Parkland,1,74.426969,209.225631,10.500000,0.000007,0.000006,-0.000001,Rest of Alberta
Camrose|025,Camrose,Camrose,Camrose,0,158.297947,264.564118,32.600000,0.000053,0.000052,-0.000001,Rest of Alberta
Calgary-Glenmore|026,Calgary-Glenmore,Calgary-Glenmore-Tsuut'ina,Calgary-Glenmore,1,273.245116,270.112568,7.666667,0.000176,0.000174,-0.000002,Calgary
Edmonton-Ellerslie|040,Edmonton-Ellerslie,Edmonton-Meadows,Edmonton-Meadows,0,241.614597,137.794050,4.333333,-0.000055,-0.000055,0.000000,Edmonton
Calgary-Hays|010,Calgary-Hays,Calgary-Hays,Calgary-Hays,0,176.282785,213.827647,5.571429,0.000098,0.000098,0.000000,Calgary
Calgary-Bow|041,Calgary-Bow,Calgary-Bow,Calgary-Varsity,1,94.660440,102.633197,7.000000,0.000058,-0.000061,-0.000120,Calgary
Edmonton-Rutherford|012,Edmonton-Rutherford,Edmonton-Rutherford,Edmonton-Rutherford,0,325.602088,151.388361,8.800000,-0.000046,-0.000046,0.000000,Edmonton
Morinville-St. Albert|024,Morinville-St. Albert,St. Albert-Sturgeon,St Albert-Sturgeon,1,179.996925,235.971763,11.000000,0.000095,0.000098,0.000004,Rest of Alberta
Edmonton-North West|003,Edmonton-North West,Edmonton-North West,Edmonton-North West,0,233.816273,164.982893,4.000000,-0.000081,-0.000081,0.000000,Edmonton
Leduc-Beaumont|038,Leduc-Beaumont,Leduc-Devon,Leduc,1,118.899399,179.804955,5.222222,0.000051,0.000053,0.000002,Rest of Alberta
Edmonton-Beverly-Clareview|014,Edmonton-Beverly-Clareview,Edmonton-Beverly-Clareview,Edmonton-Beverly-Clareview,0,180.491428,116.190023,7.750000,-0.000055,-0.000055,0.000000,Edmonton
Edmonton-Riverview|016,Edmonton-Riverview,Edmonton-Glenora-Riverview,Edmonton-Glenora-Riverview,0,233.010110,117.002915,9.000000,-0.000033,-0.000034,-0.000000,Edmonton
Grande Prairie-Wapiti|035,Grande Prairie-Wapiti,Grande Prairie-Wapiti,Grande Prairie-Wapiti,0,56.862514,217.948108,5.000000,-0.000016,-0.000016,0.000000,Rest of Alberta
Grande Prairie-Wapiti|034,Grande Prairie-Wapiti,Grande Prairie-Wapiti,Grande Prairie-Wapiti,0,56.269027,175.238103,6.200000,-0.000006,-0.000006,0.000000,Rest of Alberta
Calgary-South East|052,Calgary-South East,Calgary-South East,Calgary-South East,0,230.014397,328.276098,3.750000,0.000115,0.000113,-0.000001,Calgary
Calgary-Cross|027,Calgary-Cross,Calgary-Cross,Calgary-Cross,0,102.017585,122.403631,6.500000,-0.000076,0.000061,0.000137,Calgary
Calgary-Mountain View|069,Calgary-Mountain View,Calgary-Mountain View,Calgary-Mountainview,1,213.988615,114.993719,4.000000,-0.000043,-0.000044,-0.000001,Calgary
Calgary-Beddington|008,Calgary-Beddington,Calgary-Beddington,Calgary-Beddington,0,215.360398,202.603187,7.600000,-0.000130,-0.000129,0.000001,Calgary
Livingstone-Macleod|047,Livingstone-Macleod,Livingstone-Macleod,Lethbridge-Fort Macleod-Crowsnest Pass,1,77.262933,217.591787,8.000000,0.000003,0.000022,0.000019,Rest of Alberta
Calgary-South East|025,Calgary-South East,Calgary-South East,Calgary-South East,0,112.524113,167.829556,3.400000,0.000055,0.000055,-0.000001,Calgary
Edmonton-Gold Bar|001,Edmonton-Gold Bar,Edmonton-Gold Bar,Edmonton-Gold Bar,0,298.684022,190.791335,17.500000,-0.000064,-0.000064,0.000000,Edmonton
Innisfail-Sylvan Lake|037,Innisfail-Sylvan Lake,Sylvan Lake-Innisfail,Red Deer-Sylvan Lake,1,75.292279,218.091741,5.250000,0.000002,0.000011,0.000009,Rest of Alberta
Rimbey-Rocky Mountain House-Sundre|066,Rimbey-Rocky Mountain House-Sundre,Mountain View-Kneehill,Rocky Mountain House-Banff Park,1,41.620470,188.772455,30.500000,-0.000019,-0.000017,0.000002,Rest of Alberta
Calgary-North East|002,Calgary-North East,Calgary-Nose Creek,Calgary-Beddington,1,227.820409,215.356428,0.000000,-0.000133,-0.000137,-0.000004,Calgary
Edmonton-Manning|007,Edmonton-Manning,Edmonton-Manning,Edmonton-Manning,0,156.210687,104.769093,5.500000,-0.000053,-0.000053,0.000000,Edmonton
Grande Prairie|044,Grande Prairie,Grande Prairie,Grande Prairie,0,95.802094,225.019563,9.500000,0.000025,0.000025,0.000000,Rest of Alberta
Edmonton-City Centre|012,Edmonton-City Centre,Edmonton-City Centre,Edmonton-City Centre,0,99.622090,34.594091,2.400000,0.000000,0.000000,0.000000,Edmonton
Lethbridge-West|041,Lethbridge-West,Lethbridge-West,Lethbridge-Fort Macleod-Crowsnest Pass,1,249.409306,207.280657,6.800000,-0.000118,0.000135,0.000253,Rest of Alberta
Airdrie-East|024,Airdrie-East,Airdrie-East,Airdrie-East,0,100.519131,180.183576,5.400000,0.000036,0.000040,0.000004,Rest of Alberta
Airdrie-East|023,Airdrie-East,Airdrie-East,Airdrie-East,0,100.519131,180.183576,5.400000,0.000036,0.000040,0.000004,Rest of Alberta
Fort McMurray-Lac La Biche|025,Fort McMurray-Lac La Biche,Fort McMurray-Lac La Biche,Fort McMurray-Lac La Biche,0,55.644254,298.286892,7.000000,-0.000028,-0.000030,-0.000002,Rest of Alberta
Calgary-Mountain View|005,Calgary-Mountain View,Calgary-Mountain View,Calgary-Mountainview,1,210.698885,133.506281,7.000000,-0.000055,-0.000056,-0.000001,Calgary
Calgary-Falconridge|034,Calgary-Falconridge,Calgary-Falconridge-Conrich,Calgary-Falconridge,1,168.191860,118.063953,9.000000,-0.000060,-0.000063,-0.000003,Calgary
Edmonton-Mill Woods|012,Edmonton-Mill Woods,Edmonton-Mill Woods,Edmonton-Mill Woods,0,225.078340,145.064566,0.000000,-0.000065,-0.000065,0.000000,Edmonton
