va_id,parent_ed_2019,va_number,majority_hybrid_candidate,minority_hybrid_candidate
Airdrie-Cochrane|057,Airdrie-Cochrane,057,Airdrie-West,Calgary-Airdrie;Calgary-Nolan Hill-Cochrane
Morinville-St. Albert|049,Morinville-St. Albert,049,St. Albert-Sturgeon,St. Albert-Sturgeon
Calgary-Foothills|013,Calgary-Foothills,013,,Calgary-Foothills-Airdrie West
Bonnyville-Cold Lake-St. Paul|023,Bonnyville-Cold Lake-St. Paul,023,Cold Lake-Bonnyville-St. Paul,
Lethbridge-West|006,Lethbridge-West,006,,Lethbridge-Fort MacLeod-Crowsnest Pass
Airdrie-Cochrane|035,Airdrie-Cochrane,035,Airdrie-West,Calgary-Airdrie;Calgary-Nolan Hill-Cochrane
Edmonton-Beverly-Clareview|029,Edmonton-Beverly-Clareview,029,,Edmonton-Beverly-Clareview
Brooks-Medicine Hat|065,Brooks-Medicine Hat,065,Medicine Hat-Brooks,
Lethbridge-East|043,Lethbridge-East,043,,Lethbridge-Fort MacLeod-Crowsnest Pass
Calgary-West|041,Calgary-West,041,,Calgary-West-Tsuut’ina
Calgary-West|040,Calgary-West,040,,Calgary-West-Tsuut’ina
Airdrie-Cochrane|042,Airdrie-Cochrane,042,Airdrie-West,Calgary-Airdrie;Calgary-Nolan Hill-Cochrane
Calgary-West|010,Calgary-West,010,,Calgary-West-Tsuut’ina
Edmonton-Highlands-Norwood|028,Edmonton-Highlands-Norwood,028,,Edmonton-Highlands-Norwood
Leduc-Beaumont|003,Leduc-Beaumont,003,Leduc-Devon,Edmonton-Beaumont
Leduc-Beaumont|002,Leduc-Beaumont,002,Leduc-Devon,Edmonton-Beaumont
Taber-Warner|049,Taber-Warner,049,,Lethbridge-Taber-Warner
Edmonton-Glenora|005,Edmonton-Glenora,005,,Edmonton-Glenora-Riverview
Spruce Grove-Stony Plain|007,Spruce Grove-Stony Plain,007,Spruce Grove,
Calgary-North West|019,Calgary-North West,019,,Calgary-North West-Bearspaw
Taber-Warner|008,Taber-Warner,008,,Lethbridge-Taber-Warner
Lacombe-Ponoka|044,Lacombe-Ponoka,044,Lacombe-Clearwater,
Lethbridge-West|013,Lethbridge-West,013,,Lethbridge-Fort MacLeod-Crowsnest Pass
Spruce Grove-Stony Plain|050,Spruce Grove-Stony Plain,050,Spruce Grove,
Drayton Valley-Devon|016,Drayton Valley-Devon,016,,Edmonton-Enoch-Devon
Leduc-Beaumont|034,Leduc-Beaumont,034,Leduc-Devon,Edmonton-Beaumont
Calgary-West|016,Calgary-West,016,,Calgary-West-Tsuut’ina
Edmonton-Beverly-Clareview|017,Edmonton-Beverly-Clareview,017,,Edmonton-Beverly-Clareview
Fort McMurray-Wood Buffalo|036,Fort McMurray-Wood Buffalo,036,,Lethbridge-Fort MacLeod-Crowsnest Pass
Airdrie-Cochrane|022,Airdrie-Cochrane,022,Airdrie-West,Calgary-Airdrie;Calgary-Nolan Hill-Cochrane
Lacombe-Ponoka|046,Lacombe-Ponoka,046,Lacombe-Clearwater,
Lacombe-Ponoka|032,Lacombe-Ponoka,032,Lacombe-Clearwater,
Maskwacis-Wetaskiwin|009,Maskwacis-Wetaskiwin,009,Wetaskiwin-Ponoka-Maskwacis,
Cypress-Medicine Hat|014,Cypress-Medicine Hat,014,Medicine Hat-Cypress,
Calgary-Peigan|001,Calgary-Peigan,001,,Calgary-Peigan-Chestermere
Calgary-Foothills|014,Calgary-Foothills,014,,Calgary-Foothills-Airdrie West
Cypress-Medicine Hat|033,Cypress-Medicine Hat,033,Medicine Hat-Cypress,
Airdrie-East|067,Airdrie-East,067,,Calgary-Airdrie
Bonnyville-Cold Lake-St. Paul|052,Bonnyville-Cold Lake-St. Paul,052,Cold Lake-Bonnyville-St. Paul,
Brooks-Medicine Hat|038,Brooks-Medicine Hat,038,Medicine Hat-Brooks,
Fort McMurray-Lac La Biche|028,Fort McMurray-Lac La Biche,028,,Lethbridge-Fort MacLeod-Crowsnest Pass
Leduc-Beaumont|052,Leduc-Beaumont,052,Leduc-Devon,Edmonton-Beaumont
Lethbridge-East|042,Lethbridge-East,042,,Lethbridge-Fort MacLeod-Crowsnest Pass
Bonnyville-Cold Lake-St. Paul|004,Bonnyville-Cold Lake-St. Paul,004,Cold Lake-Bonnyville-St. Paul,
Spruce Grove-Stony Plain|017,Spruce Grove-Stony Plain,017,Spruce Grove,
Bonnyville-Cold Lake-St. Paul|037,Bonnyville-Cold Lake-St. Paul,037,Cold Lake-Bonnyville-St. Paul,
Spruce Grove-Stony Plain|034,Spruce Grove-Stony Plain,034,Spruce Grove,
Lethbridge-East|010,Lethbridge-East,010,,Lethbridge-Fort MacLeod-Crowsnest Pass
Cypress-Medicine Hat|038,Cypress-Medicine Hat,038,Medicine Hat-Cypress,
Spruce Grove-Stony Plain|028,Spruce Grove-Stony Plain,028,Spruce Grove,
Calgary-Peigan|014,Calgary-Peigan,014,,Calgary-Peigan-Chestermere
