va_id,parent_ed_2019,va_number,majority_hybrid_candidate,minority_hybrid_candidate
Lacombe-Ponoka|043,Lacombe-Ponoka,043,Lacombe-Clearwater,
Maskwacis-Wetaskiwin|008,Maskwacis-Wetaskiwin,008,Wetaskiwin-Ponoka-Maskwacis,
Fort Saskatchewan-Vegreville|048,Fort Saskatchewan-Vegreville,048,,Lethbridge-Fort MacLeod-Crowsnest Pass
Edmonton-Glenora|044,Edmonton-Glenora,044,,Edmonton-Glenora-Riverview
Edmonton-Highlands-Norwood|035,Edmonton-Highlands-Norwood,035,,Edmonton-Highlands-Norwood
Lethbridge-East|019,Lethbridge-East,019,,Lethbridge-Fort MacLeod-Crowsnest Pass
Calgary-Bow|022,Calgary-Bow,022,,Calgary-Bow-Springbank
Airdrie-East|006,Airdrie-East,006,,Calgary-Airdrie
Bonnyville-Cold Lake-St. Paul|039,Bonnyville-Cold Lake-St. Paul,039,Cold Lake-Bonnyville-St. Paul,
Calgary-Peigan|008,Calgary-Peigan,008,,Calgary-Peigan-Chestermere
Cypress-Medicine Hat|048,Cypress-Medicine Hat,048,Medicine Hat-Cypress,
Taber-Warner|050,Taber-Warner,050,,Lethbridge-Taber-Warner
Maskwacis-Wetaskiwin|017,Maskwacis-Wetaskiwin,017,Wetaskiwin-Ponoka-Maskwacis,
Bonnyville-Cold Lake-St. Paul|030,Bonnyville-Cold Lake-St. Paul,030,Cold Lake-Bonnyville-St. Paul,
Fort McMurray-Lac La Biche|027,Fort McMurray-Lac La Biche,027,,Lethbridge-Fort MacLeod-Crowsnest Pass
Leduc-Beaumont|027,Leduc-Beaumont,027,Leduc-Devon,Edmonton-Beaumont
Spruce Grove-Stony Plain|016,Spruce Grove-Stony Plain,016,Spruce Grove,
Vermilion-Lloydminster-Wainwright|048,Vermilion-Lloydminster-Wainwright,048,Lloydminster-Wainwright,
Fort McMurray-Wood Buffalo|023,Fort McMurray-Wood Buffalo,023,,Lethbridge-Fort MacLeod-Crowsnest Pass
Calgary-Peigan|041,Calgary-Peigan,041,,Calgary-Peigan-Chestermere
Fort McMurray-Lac La Biche|001,Fort McMurray-Lac La Biche,001,,Lethbridge-Fort MacLeod-Crowsnest Pass
Bonnyville-Cold Lake-St. Paul|058,Bonnyville-Cold Lake-St. Paul,058,Cold Lake-Bonnyville-St. Paul,
Lethbridge-East|028,Lethbridge-East,028,,Lethbridge-Fort MacLeod-Crowsnest Pass
Lethbridge-East|029,Lethbridge-East,029,,Lethbridge-Fort MacLeod-Crowsnest Pass
Calgary-West|011,Calgary-West,011,,Calgary-West-Tsuut’ina
Brooks-Medicine Hat|056,Brooks-Medicine Hat,056,Medicine Hat-Brooks,
Drayton Valley-Devon|043,Drayton Valley-Devon,043,,Edmonton-Enoch-Devon
Calgary-North West|041,Calgary-North West,041,,Calgary-North West-Bearspaw
Vermilion-Lloydminster-Wainwright|053,Vermilion-Lloydminster-Wainwright,053,Lloydminster-Wainwright,
Calgary-Bow|047,Calgary-Bow,047,,Calgary-Bow-Springbank
Edmonton-Highlands-Norwood|020,Edmonton-Highlands-Norwood,020,,Edmonton-Highlands-Norwood
Lethbridge-West|042,Lethbridge-West,042,,Lethbridge-Fort MacLeod-Crowsnest Pass
Airdrie-East|011,Airdrie-East,011,,Calgary-Airdrie
Brooks-Medicine Hat|028,Brooks-Medicine Hat,028,Medicine Hat-Brooks,
Taber-Warner|036,Taber-Warner,036,,Lethbridge-Taber-Warner
Fort Saskatchewan-Vegreville|015,Fort Saskatchewan-Vegreville,015,,Lethbridge-Fort MacLeod-Crowsnest Pass
Fort McMurray-Lac La Biche|035,Fort McMurray-Lac La Biche,035,,Lethbridge-Fort MacLeod-Crowsnest Pass
Calgary-Foothills|041,Calgary-Foothills,041,,Calgary-Foothills-Airdrie West
Fort McMurray-Wood Buffalo|022,Fort McMurray-Wood Buffalo,022,,Lethbridge-Fort MacLeod-Crowsnest Pass
Maskwacis-Wetaskiwin|045,Maskwacis-Wetaskiwin,045,Wetaskiwin-Ponoka-Maskwacis,
Calgary-North West|023,Calgary-North West,023,,Calgary-North West-Bearspaw
Taber-Warner|026,Taber-Warner,026,,Lethbridge-Taber-Warner
Airdrie-Cochrane|056,Airdrie-Cochrane,056,Airdrie-West,Calgary-Airdrie;Calgary-Nolan Hill-Cochrane
Airdrie-East|059,Airdrie-East,059,,Calgary-Airdrie
Morinville-St. Albert|023,Morinville-St. Albert,023,St. Albert-Sturgeon,St. Albert-Sturgeon
Edmonton-Beverly-Clareview|011,Edmonton-Beverly-Clareview,011,,Edmonton-Beverly-Clareview
Lethbridge-West|049,Lethbridge-West,049,,Lethbridge-Fort MacLeod-Crowsnest Pass
Cypress-Medicine Hat|016,Cypress-Medicine Hat,016,Medicine Hat-Cypress,
Calgary-West|034,Calgary-West,034,,Calgary-West-Tsuut’ina
Fort Saskatchewan-Vegreville|057,Fort Saskatchewan-Vegreville,057,,Lethbridge-Fort MacLeod-Crowsnest Pass
Bonnyville-Cold Lake-St. Paul|036,Bonnyville-Cold Lake-St. Paul,036,Cold Lake-Bonnyville-St. Paul,
Lethbridge-West|026,Lethbridge-West,026,,Lethbridge-Fort MacLeod-Crowsnest Pass
Fort McMurray-Lac La Biche|032,Fort McMurray-Lac La Biche,032,,Lethbridge-Fort MacLeod-Crowsnest Pass
Airdrie-Cochrane|060,Airdrie-Cochrane,060,Airdrie-West,Calgary-Airdrie;Calgary-Nolan Hill-Cochrane
Fort McMurray-Lac La Biche|039,Fort McMurray-Lac La Biche,039,,Lethbridge-Fort MacLeod-Crowsnest Pass
Calgary-Peigan|016,Calgary-Peigan,016,,Calgary-Peigan-Chestermere
Edmonton-Glenora|025,Edmonton-Glenora,025,,Edmonton-Glenora-Riverview
Calgary-North West|049,Calgary-North West,049,,Calgary-North West-Bearspaw
Cypress-Medicine Hat|047,Cypress-Medicine Hat,047,Medicine Hat-Cypress,
Edmonton-Highlands-Norwood|001,Edmonton-Highlands-Norwood,001,,Edmonton-Highlands-Norwood
Edmonton-Beverly-Clareview|042,Edmonton-Beverly-Clareview,042,,Edmonton-Beverly-Clareview
Airdrie-Cochrane|010,Airdrie-Cochrane,010,Airdrie-West,Calgary-Airdrie;Calgary-Nolan Hill-Cochrane
Calgary-Bow|036,Calgary-Bow,036,,Calgary-Bow-Springbank
Fort McMurray-Lac La Biche|037,Fort McMurray-Lac La Biche,037,,Lethbridge-Fort MacLeod-Crowsnest Pass
Fort McMurray-Lac La Biche|038,Fort McMurray-Lac La Biche,038,,Lethbridge-Fort MacLeod-Crowsnest Pass
Leduc-Beaumont|009,Leduc-Beaumont,009,Leduc-Devon,Edmonton-Beaumont
Leduc-Beaumont|008,Leduc-Beaumont,008,Leduc-Devon,Edmonton-Beaumont
Calgary-Foothills|045,Calgary-Foothills,045,,Calgary-Foothills-Airdrie West
Calgary-Foothills|040,Calgary-Foothills,040,,Calgary-Foothills-Airdrie West
Bonnyville-Cold Lake-St. Paul|018,Bonnyville-Cold Lake-St. Paul,018,Cold Lake-Bonnyville-St. Paul,
Bonnyville-Cold Lake-St. Paul|033,Bonnyville-Cold Lake-St. Paul,033,Cold Lake-Bonnyville-St. Paul,
Airdrie-Cochrane|007,Airdrie-Cochrane,007,Airdrie-West,Calgary-Airdrie;Calgary-Nolan Hill-Cochrane
Lethbridge-West|025,Lethbridge-West,025,,Lethbridge-Fort MacLeod-Crowsnest Pass
Lethbridge-West|024,Lethbridge-West,024,,Lethbridge-Fort MacLeod-Crowsnest Pass
Fort McMurray-Lac La Biche|008,Fort McMurray-Lac La Biche,008,,Lethbridge-Fort MacLeod-Crowsnest Pass
Cypress-Medicine Hat|017,Cypress-Medicine Hat,017,Medicine Hat-Cypress,
Airdrie-Cochrane|021,Airdrie-Cochrane,021,Airdrie-West,Calgary-Airdrie;Calgary-Nolan Hill-Cochrane
Calgary-North West|047,Calgary-North West,047,,Calgary-North West-Bearspaw
Calgary-West|036,Calgary-West,036,,Calgary-West-Tsuut’ina
Calgary-West|039,Calgary-West,039,,Calgary-West-Tsuut’ina
Vermilion-Lloydminster-Wainwright|055,Vermilion-Lloydminster-Wainwright,055,Lloydminster-Wainwright,
Cypress-Medicine Hat|024,Cypress-Medicine Hat,024,Medicine Hat-Cypress,
Vermilion-Lloydminster-Wainwright|031,Vermilion-Lloydminster-Wainwright,031,Lloydminster-Wainwright,
Fort McMurray-Wood Buffalo|033,Fort McMurray-Wood Buffalo,033,,Lethbridge-Fort MacLeod-Crowsnest Pass
Fort McMurray-Wood Buffalo|035,Fort McMurray-Wood Buffalo,035,,Lethbridge-Fort MacLeod-Crowsnest Pass
Edmonton-Glenora|016,Edmonton-Glenora,016,,Edmonton-Glenora-Riverview
Fort Saskatchewan-Vegreville|064,Fort Saskatchewan-Vegreville,064,,Lethbridge-Fort MacLeod-Crowsnest Pass
Maskwacis-Wetaskiwin|035,Maskwacis-Wetaskiwin,035,Wetaskiwin-Ponoka-Maskwacis,
Drayton Valley-Devon|013,Drayton Valley-Devon,013,,Edmonton-Enoch-Devon
Bonnyville-Cold Lake-St. Paul|032,Bonnyville-Cold Lake-St. Paul,032,Cold Lake-Bonnyville-St. Paul,
Fort Saskatchewan-Vegreville|008,Fort Saskatchewan-Vegreville,008,,Lethbridge-Fort MacLeod-Crowsnest Pass
Calgary-Foothills|031,Calgary-Foothills,031,,Calgary-Foothills-Airdrie West
Edmonton-Glenora|038,Edmonton-Glenora,038,,Edmonton-Glenora-Riverview
Leduc-Beaumont|035,Leduc-Beaumont,035,Leduc-Devon,Edmonton-Beaumont
Calgary-Bow|023,Calgary-Bow,023,,Calgary-Bow-Springbank
Edmonton-Beverly-Clareview|043,Edmonton-Beverly-Clareview,043,,Edmonton-Beverly-Clareview
Vermilion-Lloydminster-Wainwright|016,Vermilion-Lloydminster-Wainwright,016,Lloydminster-Wainwright,
Brooks-Medicine Hat|008,Brooks-Medicine Hat,008,Medicine Hat-Brooks,
Brooks-Medicine Hat|026,Brooks-Medicine Hat,026,Medicine Hat-Brooks,
Vermilion-Lloydminster-Wainwright|047,Vermilion-Lloydminster-Wainwright,047,Lloydminster-Wainwright,
Calgary-Peigan|032,Calgary-Peigan,032,,Calgary-Peigan-Chestermere
Fort Saskatchewan-Vegreville|017,Fort Saskatchewan-Vegreville,017,,Lethbridge-Fort MacLeod-Crowsnest Pass
Fort Saskatchewan-Vegreville|033,Fort Saskatchewan-Vegreville,033,,Lethbridge-Fort MacLeod-Crowsnest Pass
Edmonton-Beverly-Clareview|013,Edmonton-Beverly-Clareview,013,,Edmonton-Beverly-Clareview
Morinville-St. Albert|012,Morinville-St. Albert,012,St. Albert-Sturgeon,St. Albert-Sturgeon
Calgary-Peigan|037,Calgary-Peigan,037,,Calgary-Peigan-Chestermere
Edmonton-Glenora|021,Edmonton-Glenora,021,,Edmonton-Glenora-Riverview
Airdrie-Cochrane|036,Airdrie-Cochrane,036,Airdrie-West,Calgary-Airdrie;Calgary-Nolan Hill-Cochrane
Brooks-Medicine Hat|016,Brooks-Medicine Hat,016,Medicine Hat-Brooks,
Brooks-Medicine Hat|017,Brooks-Medicine Hat,017,Medicine Hat-Brooks,
Edmonton-Beverly-Clareview|006,Edmonton-Beverly-Clareview,006,,Edmonton-Beverly-Clareview
Edmonton-Highlands-Norwood|027,Edmonton-Highlands-Norwood,027,,Edmonton-Highlands-Norwood
Fort McMurray-Wood Buffalo|032,Fort McMurray-Wood Buffalo,032,,Lethbridge-Fort MacLeod-Crowsnest Pass
Edmonton-Highlands-Norwood|019,Edmonton-Highlands-Norwood,019,,Edmonton-Highlands-Norwood
Spruce Grove-Stony Plain|019,Spruce Grove-Stony Plain,019,Spruce Grove,
Leduc-Beaumont|051,Leduc-Beaumont,051,Leduc-Devon,Edmonton-Beaumont
Maskwacis-Wetaskiwin|002,Maskwacis-Wetaskiwin,002,Wetaskiwin-Ponoka-Maskwacis,
Calgary-Peigan|012,Calgary-Peigan,012,,Calgary-Peigan-Chestermere
Fort Saskatchewan-Vegreville|041,Fort Saskatchewan-Vegreville,041,,Lethbridge-Fort MacLeod-Crowsnest Pass
Brooks-Medicine Hat|054,Brooks-Medicine Hat,054,Medicine Hat-Brooks,
Brooks-Medicine Hat|062,Brooks-Medicine Hat,062,Medicine Hat-Brooks,
Vermilion-Lloydminster-Wainwright|006,Vermilion-Lloydminster-Wainwright,006,Lloydminster-Wainwright,
Taber-Warner|031,Taber-Warner,031,,Lethbridge-Taber-Warner
Taber-Warner|007,Taber-Warner,007,,Lethbridge-Taber-Warner
Calgary-West|019,Calgary-West,019,,Calgary-West-Tsuut’ina
Calgary-North West|027,Calgary-North West,027,,Calgary-North West-Bearspaw
Drayton Valley-Devon|018,Drayton Valley-Devon,018,,Edmonton-Enoch-Devon
Lethbridge-East|044,Lethbridge-East,044,,Lethbridge-Fort MacLeod-Crowsnest Pass
Calgary-Peigan|039,Calgary-Peigan,039,,Calgary-Peigan-Chestermere
Brooks-Medicine Hat|040,Brooks-Medicine Hat,040,Medicine Hat-Brooks,
Lethbridge-West|044,Lethbridge-West,044,,Lethbridge-Fort MacLeod-Crowsnest Pass
Airdrie-East|004,Airdrie-East,004,,Calgary-Airdrie
Edmonton-Glenora|022,Edmonton-Glenora,022,,Edmonton-Glenora-Riverview
Airdrie-Cochrane|026,Airdrie-Cochrane,026,Airdrie-West,Calgary-Airdrie;Calgary-Nolan Hill-Cochrane
Edmonton-Beverly-Clareview|007,Edmonton-Beverly-Clareview,007,,Edmonton-Beverly-Clareview
Taber-Warner|014,Taber-Warner,014,,Lethbridge-Taber-Warner
Calgary-Bow|016,Calgary-Bow,016,,Calgary-Bow-Springbank
Calgary-Bow|045,Calgary-Bow,045,,Calgary-Bow-Springbank
Taber-Warner|055,Taber-Warner,055,,Lethbridge-Taber-Warner
Airdrie-East|028,Airdrie-East,028,,Calgary-Airdrie
Morinville-St. Albert|013,Morinville-St. Albert,013,St. Albert-Sturgeon,St. Albert-Sturgeon
Calgary-Bow|026,Calgary-Bow,026,,Calgary-Bow-Springbank
Vermilion-Lloydminster-Wainwright|012,Vermilion-Lloydminster-Wainwright,012,Lloydminster-Wainwright,
Bonnyville-Cold Lake-St. Paul|043,Bonnyville-Cold Lake-St. Paul,043,Cold Lake-Bonnyville-St. Paul,
Calgary-Peigan|042,Calgary-Peigan,042,,Calgary-Peigan-Chestermere
Cypress-Medicine Hat|050,Cypress-Medicine Hat,050,Medicine Hat-Cypress,
Fort Saskatchewan-Vegreville|038,Fort Saskatchewan-Vegreville,038,,Lethbridge-Fort MacLeod-Crowsnest Pass
Lethbridge-East|030,Lethbridge-East,030,,Lethbridge-Fort MacLeod-Crowsnest Pass
Calgary-Foothills|016,Calgary-Foothills,016,,Calgary-Foothills-Airdrie West
Calgary-Foothills|015,Calgary-Foothills,015,,Calgary-Foothills-Airdrie West
Cypress-Medicine Hat|010,Cypress-Medicine Hat,010,Medicine Hat-Cypress,
Airdrie-Cochrane|017,Airdrie-Cochrane,017,Airdrie-West,Calgary-Airdrie;Calgary-Nolan Hill-Cochrane
Calgary-Foothills|054,Calgary-Foothills,054,,Calgary-Foothills-Airdrie West
Brooks-Medicine Hat|048,Brooks-Medicine Hat,048,Medicine Hat-Brooks,
Lacombe-Ponoka|048,Lacombe-Ponoka,048,Lacombe-Clearwater,
Leduc-Beaumont|022,Leduc-Beaumont,022,Leduc-Devon,Edmonton-Beaumont
Leduc-Beaumont|030,Leduc-Beaumont,030,Leduc-Devon,Edmonton-Beaumont
Cypress-Medicine Hat|022,Cypress-Medicine Hat,022,Medicine Hat-Cypress,
Fort Saskatchewan-Vegreville|067,Fort Saskatchewan-Vegreville,067,,Lethbridge-Fort MacLeod-Crowsnest Pass
Drayton Valley-Devon|036,Drayton Valley-Devon,036,,Edmonton-Enoch-Devon
Spruce Grove-Stony Plain|005,Spruce Grove-Stony Plain,005,Spruce Grove,
Edmonton-Glenora|009,Edmonton-Glenora,009,,Edmonton-Glenora-Riverview
Edmonton-Glenora|023,Edmonton-Glenora,023,,Edmonton-Glenora-Riverview
Calgary-West|048,Calgary-West,048,,Calgary-West-Tsuut’ina
Airdrie-Cochrane|002,Airdrie-Cochrane,002,Airdrie-West,Calgary-Airdrie;Calgary-Nolan Hill-Cochrane
Airdrie-Cochrane|040,Airdrie-Cochrane,040,Airdrie-West,Calgary-Airdrie;Calgary-Nolan Hill-Cochrane
Leduc-Beaumont|046,Leduc-Beaumont,046,Leduc-Devon,Edmonton-Beaumont
Morinville-St. Albert|057,Morinville-St. Albert,057,St. Albert-Sturgeon,St. Albert-Sturgeon
Edmonton-Glenora|041,Edmonton-Glenora,041,,Edmonton-Glenora-Riverview
Airdrie-Cochrane|034,Airdrie-Cochrane,034,Airdrie-West,Calgary-Airdrie;Calgary-Nolan Hill-Cochrane
Bonnyville-Cold Lake-St. Paul|026,Bonnyville-Cold Lake-St. Paul,026,Cold Lake-Bonnyville-St. Paul,
Lethbridge-East|021,Lethbridge-East,021,,Lethbridge-Fort MacLeod-Crowsnest Pass
Lethbridge-East|020,Lethbridge-East,020,,Lethbridge-Fort MacLeod-Crowsnest Pass
Morinville-St. Albert|056,Morinville-St. Albert,056,St. Albert-Sturgeon,St. Albert-Sturgeon
Edmonton-Highlands-Norwood|023,Edmonton-Highlands-Norwood,023,,Edmonton-Highlands-Norwood
Calgary-West|047,Calgary-West,047,,Calgary-West-Tsuut’ina
Airdrie-Cochrane|038,Airdrie-Cochrane,038,Airdrie-West,Calgary-Airdrie;Calgary-Nolan Hill-Cochrane
Calgary-North West|032,Calgary-North West,032,,Calgary-North West-Bearspaw
Edmonton-Glenora|037,Edmonton-Glenora,037,,Edmonton-Glenora-Riverview
Lacombe-Ponoka|030,Lacombe-Ponoka,030,Lacombe-Clearwater,
Spruce Grove-Stony Plain|006,Spruce Grove-Stony Plain,006,Spruce Grove,
Lacombe-Ponoka|036,Lacombe-Ponoka,036,Lacombe-Clearwater,
Airdrie-East|068,Airdrie-East,068,,Calgary-Airdrie
Vermilion-Lloydminster-Wainwright|009,Vermilion-Lloydminster-Wainwright,009,Lloydminster-Wainwright,
Lethbridge-East|012,Lethbridge-East,012,,Lethbridge-Fort MacLeod-Crowsnest Pass
Calgary-Bow|009,Calgary-Bow,009,,Calgary-Bow-Springbank
Calgary-Bow|029,Calgary-Bow,029,,Calgary-Bow-Springbank
Lethbridge-East|056,Lethbridge-East,056,,Lethbridge-Fort MacLeod-Crowsnest Pass
Lethbridge-East|060,Lethbridge-East,060,,Lethbridge-Fort MacLeod-Crowsnest Pass
Maskwacis-Wetaskiwin|037,Maskwacis-Wetaskiwin,037,Wetaskiwin-Ponoka-Maskwacis,
Maskwacis-Wetaskiwin|031,Maskwacis-Wetaskiwin,031,Wetaskiwin-Ponoka-Maskwacis,
Drayton Valley-Devon|051,Drayton Valley-Devon,051,,Edmonton-Enoch-Devon
Leduc-Beaumont|058,Leduc-Beaumont,058,Leduc-Devon,Edmonton-Beaumont
Leduc-Beaumont|057,Leduc-Beaumont,057,Leduc-Devon,Edmonton-Beaumont
Spruce Grove-Stony Plain|012,Spruce Grove-Stony Plain,012,Spruce Grove,
Lacombe-Ponoka|021,Lacombe-Ponoka,021,Lacombe-Clearwater,
Calgary-Bow|041,Calgary-Bow,041,,Calgary-Bow-Springbank
Morinville-St. Albert|024,Morinville-St. Albert,024,St. Albert-Sturgeon,St. Albert-Sturgeon
Leduc-Beaumont|038,Leduc-Beaumont,038,Leduc-Devon,Edmonton-Beaumont
Edmonton-Beverly-Clareview|014,Edmonton-Beverly-Clareview,014,,Edmonton-Beverly-Clareview
Lethbridge-West|041,Lethbridge-West,041,,Lethbridge-Fort MacLeod-Crowsnest Pass
Airdrie-East|024,Airdrie-East,024,,Calgary-Airdrie
Airdrie-East|023,Airdrie-East,023,,Calgary-Airdrie
Fort McMurray-Lac La Biche|025,Fort McMurray-Lac La Biche,025,,Lethbridge-Fort MacLeod-Crowsnest Pass
Brooks-Medicine Hat|003,Brooks-Medicine Hat,003,Medicine Hat-Brooks,
Drayton Valley-Devon|033,Drayton Valley-Devon,033,,Edmonton-Enoch-Devon
Maskwacis-Wetaskiwin|027,Maskwacis-Wetaskiwin,027,Wetaskiwin-Ponoka-Maskwacis,
Fort Saskatchewan-Vegreville|013,Fort Saskatchewan-Vegreville,013,,Lethbridge-Fort MacLeod-Crowsnest Pass
Calgary-North West|006,Calgary-North West,006,,Calgary-North West-Bearspaw
Airdrie-Cochrane|072,Airdrie-Cochrane,072,Airdrie-West,Calgary-Airdrie;Calgary-Nolan Hill-Cochrane
Morinville-St. Albert|038,Morinville-St. Albert,038,St. Albert-Sturgeon,St. Albert-Sturgeon
Morinville-St. Albert|039,Morinville-St. Albert,039,St. Albert-Sturgeon,St. Albert-Sturgeon
Leduc-Beaumont|026,Leduc-Beaumont,026,Leduc-Devon,Edmonton-Beaumont
Calgary-West|038,Calgary-West,038,,Calgary-West-Tsuut’ina
Morinville-St. Albert|010,Morinville-St. Albert,010,St. Albert-Sturgeon,St. Albert-Sturgeon
Calgary-Bow|019,Calgary-Bow,019,,Calgary-Bow-Springbank
Fort McMurray-Wood Buffalo|025,Fort McMurray-Wood Buffalo,025,,Lethbridge-Fort MacLeod-Crowsnest Pass
Leduc-Beaumont|053,Leduc-Beaumont,053,Leduc-Devon,Edmonton-Beaumont
Edmonton-Beverly-Clareview|012,Edmonton-Beverly-Clareview,012,,Edmonton-Beverly-Clareview
Lacombe-Ponoka|047,Lacombe-Ponoka,047,Lacombe-Clearwater,
Bonnyville-Cold Lake-St. Paul|021,Bonnyville-Cold Lake-St. Paul,021,Cold Lake-Bonnyville-St. Paul,
Drayton Valley-Devon|040,Drayton Valley-Devon,040,,Edmonton-Enoch-Devon
Calgary-Peigan|026,Calgary-Peigan,026,,Calgary-Peigan-Chestermere
Fort McMurray-Wood Buffalo|008,Fort McMurray-Wood Buffalo,008,,Lethbridge-Fort MacLeod-Crowsnest Pass
Fort Saskatchewan-Vegreville|009,Fort Saskatchewan-Vegreville,009,,Lethbridge-Fort MacLeod-Crowsnest Pass
Edmonton-Beverly-Clareview|003,Edmonton-Beverly-Clareview,003,,Edmonton-Beverly-Clareview
Edmonton-Glenora|035,Edmonton-Glenora,035,,Edmonton-Glenora-Riverview
Taber-Warner|033,Taber-Warner,033,,Lethbridge-Taber-Warner
Drayton Valley-Devon|004,Drayton Valley-Devon,004,,Edmonton-Enoch-Devon
Calgary-Bow|018,Calgary-Bow,018,,Calgary-Bow-Springbank
Airdrie-Cochrane|065,Airdrie-Cochrane,065,Airdrie-West,Calgary-Airdrie;Calgary-Nolan Hill-Cochrane
Lethbridge-East|062,Lethbridge-East,062,,Lethbridge-Fort MacLeod-Crowsnest Pass
Fort McMurray-Wood Buffalo|026,Fort McMurray-Wood Buffalo,026,,Lethbridge-Fort MacLeod-Crowsnest Pass
Cypress-Medicine Hat|002,Cypress-Medicine Hat,002,Medicine Hat-Cypress,
Lethbridge-East|004,Lethbridge-East,004,,Lethbridge-Fort MacLeod-Crowsnest Pass
Airdrie-East|019,Airdrie-East,019,,Calgary-Airdrie
Airdrie-Cochrane|019,Airdrie-Cochrane,019,Airdrie-West,Calgary-Airdrie;Calgary-Nolan Hill-Cochrane
Calgary-Bow|034,Calgary-Bow,034,,Calgary-Bow-Springbank
Calgary-Bow|035,Calgary-Bow,035,,Calgary-Bow-Springbank
Maskwacis-Wetaskiwin|025,Maskwacis-Wetaskiwin,025,Wetaskiwin-Ponoka-Maskwacis,
Maskwacis-Wetaskiwin|015,Maskwacis-Wetaskiwin,015,Wetaskiwin-Ponoka-Maskwacis,
Calgary-Foothills|008,Calgary-Foothills,008,,Calgary-Foothills-Airdrie West
Fort Saskatchewan-Vegreville|070,Fort Saskatchewan-Vegreville,070,,Lethbridge-Fort MacLeod-Crowsnest Pass
Bonnyville-Cold Lake-St. Paul|017,Bonnyville-Cold Lake-St. Paul,017,Cold Lake-Bonnyville-St. Paul,
Calgary-Peigan|043,Calgary-Peigan,043,,Calgary-Peigan-Chestermere
Calgary-Foothills|003,Calgary-Foothills,003,,Calgary-Foothills-Airdrie West
Fort McMurray-Wood Buffalo|017,Fort McMurray-Wood Buffalo,017,,Lethbridge-Fort MacLeod-Crowsnest Pass
Fort Saskatchewan-Vegreville|060,Fort Saskatchewan-Vegreville,060,,Lethbridge-Fort MacLeod-Crowsnest Pass
Drayton Valley-Devon|027,Drayton Valley-Devon,027,,Edmonton-Enoch-Devon
Vermilion-Lloydminster-Wainwright|004,Vermilion-Lloydminster-Wainwright,004,Lloydminster-Wainwright,
Airdrie-East|040,Airdrie-East,040,,Calgary-Airdrie
Bonnyville-Cold Lake-St. Paul|007,Bonnyville-Cold Lake-St. Paul,007,Cold Lake-Bonnyville-St. Paul,
Edmonton-Beverly-Clareview|020,Edmonton-Beverly-Clareview,020,,Edmonton-Beverly-Clareview
Vermilion-Lloydminster-Wainwright|035,Vermilion-Lloydminster-Wainwright,035,Lloydminster-Wainwright,
Calgary-Bow|038,Calgary-Bow,038,,Calgary-Bow-Springbank
Calgary-Peigan|030,Calgary-Peigan,030,,Calgary-Peigan-Chestermere
Edmonton-Highlands-Norwood|009,Edmonton-Highlands-Norwood,009,,Edmonton-Highlands-Norwood
Bonnyville-Cold Lake-St. Paul|008,Bonnyville-Cold Lake-St. Paul,008,Cold Lake-Bonnyville-St. Paul,
Brooks-Medicine Hat|053,Brooks-Medicine Hat,053,Medicine Hat-Brooks,
Drayton Valley-Devon|054,Drayton Valley-Devon,054,,Edmonton-Enoch-Devon
Spruce Grove-Stony Plain|056,Spruce Grove-Stony Plain,056,Spruce Grove,
Lethbridge-East|015,Lethbridge-East,015,,Lethbridge-Fort MacLeod-Crowsnest Pass
Bonnyville-Cold Lake-St. Paul|045,Bonnyville-Cold Lake-St. Paul,045,Cold Lake-Bonnyville-St. Paul,
Calgary-North West|042,Calgary-North West,042,,Calgary-North West-Bearspaw
Fort Saskatchewan-Vegreville|022,Fort Saskatchewan-Vegreville,022,,Lethbridge-Fort MacLeod-Crowsnest Pass
Fort Saskatchewan-Vegreville|020,Fort Saskatchewan-Vegreville,020,,Lethbridge-Fort MacLeod-Crowsnest Pass
Airdrie-East|039,Airdrie-East,039,,Calgary-Airdrie
Edmonton-Highlands-Norwood|018,Edmonton-Highlands-Norwood,018,,Edmonton-Highlands-Norwood
Edmonton-Highlands-Norwood|033,Edmonton-Highlands-Norwood,033,,Edmonton-Highlands-Norwood
Cypress-Medicine Hat|003,Cypress-Medicine Hat,003,Medicine Hat-Cypress,
Cypress-Medicine Hat|009,Cypress-Medicine Hat,009,Medicine Hat-Cypress,
Edmonton-Beverly-Clareview|002,Edmonton-Beverly-Clareview,002,,Edmonton-Beverly-Clareview
Fort Saskatchewan-Vegreville|068,Fort Saskatchewan-Vegreville,068,,Lethbridge-Fort MacLeod-Crowsnest Pass
Edmonton-Glenora|029,Edmonton-Glenora,029,,Edmonton-Glenora-Riverview
Edmonton-Highlands-Norwood|015,Edmonton-Highlands-Norwood,015,,Edmonton-Highlands-Norwood
Lethbridge-West|029,Lethbridge-West,029,,Lethbridge-Fort MacLeod-Crowsnest Pass
Lethbridge-West|028,Lethbridge-West,028,,Lethbridge-Fort MacLeod-Crowsnest Pass
Edmonton-Beverly-Clareview|034,Edmonton-Beverly-Clareview,034,,Edmonton-Beverly-Clareview
Brooks-Medicine Hat|024,Brooks-Medicine Hat,024,Medicine Hat-Brooks,
Bonnyville-Cold Lake-St. Paul|057,Bonnyville-Cold Lake-St. Paul,057,Cold Lake-Bonnyville-St. Paul,
Calgary-Foothills|033,Calgary-Foothills,033,,Calgary-Foothills-Airdrie West
Calgary-Peigan|025,Calgary-Peigan,025,,Calgary-Peigan-Chestermere
