map,name,perimeter_km_total,perimeter_km_anchored,anchored_pct
minority_2026,Edmonton-Enoch-Devon,396.72372508485756,229.1290828747406,57.75532653756234
minority_2026,Edmonton-Glenora-Riverview,48.17624954777989,45.98514113900598,95.45189086045225
minority_2026,Edmonton-Gold Bar,71.05062139622673,59.11077500506283,83.19529631615862
minority_2026,Edmonton-Highlands-Norwood,41.98588723927591,39.95232915103586,95.1565675469691
minority_2026,Edmonton-Manning,50.352468959816804,42.75642041707061,84.91424810011176
minority_2026,Edmonton-McClung,77.81302852473827,68.57416997814256,88.12684877872542
minority_2026,Edmonton-Meadows,38.494702300377064,34.58449753064624,89.84222623877123
minority_2026,Edmonton-Mill Woods,37.85051391391668,30.503574545014743,80.58959150300822
minority_2026,Edmonton-North West,33.19217147918296,30.54691899635782,92.03049283930052
minority_2026,Edmonton-Rutherford,123.27946296664467,84.44089761634838,68.49551059384099
minority_2026,Edmonton-South,20.201354444209347,19.609744535527877,97.07143444111465
minority_2026,Edmonton-Spruce Grove,45.09833451346499,19.996731653039483,44.34028854672907
minority_2026,Edmonton-Strathcona,26.344668165324343,24.392549753041422,92.59008160576356
minority_2026,Edmonton-West Henday,11.415659373585761,10.068852779790918,88.2021129947941
minority_2026,Edmonton-Whitemud,30.861158354109637,28.809032064158313,93.35045604444056
minority_2026,Edmonton-Windermere,46.9465354602446,29.000809988628582,61.774121784102974
minority_2026,Fort McMurray-Lac La Biche,1044.8524611511277,500.08984398788556,47.86224491799828
minority_2026,Fort McMurray-Wood Buffalo,1517.7487607896483,311.70265235905225,20.53717060502694
minority_2026,Fort Saskatchewan-Vegreville,558.4528348921266,262.7208640636414,47.0444140756112
minority_2026,Grande Prairie,58.81752715674503,24.323400051911868,41.35399978154731
minority_2026,Grande Prairie-Wapiti,719.9754793305527,330.55248031172056,45.91163029872555
minority_2026,Highwood,280.20190680938333,174.13449803597962,62.14607888248257
minority_2026,Lac Ste. Anne-Parkland,563.5507850744383,285.60054231808846,50.67875866420168
minority_2026,Leduc,69.53217355046343,30.014576921475037,43.16645861745104
minority_2026,Lesser Slave Lake,1343.3732521352224,359.79050222734867,26.78261619810282
minority_2026,Lethbridge-Cardston,690.3058470895974,451.3909447387565,65.38999294904839
minority_2026,Lethbridge-Fort MacLeod-Crowsnest Pass,759.1159236182033,248.21395271796342,32.697766572316354
minority_2026,Lethbridge-Little Bow,782.8970005289741,325.0618426885211,41.52038422281462
minority_2026,Lethbridge-Taber-Warner,959.807999021302,303.6569703891072,31.637261900165495
minority_2026,Lloydminster-Wainwright,527.6541119048392,113.84615832655201,21.575906594485865
minority_2026,Medicine Hat-Brooks,751.5732540622898,467.1910348951673,62.16174303302801
minority_2026,Medicine Hat-Cypress,26.15562423134695,19.195991131715793,73.39144713934915
minority_2026,Olds-Three Hills-Didsbury,435.2933297123812,212.21319974907473,48.75176926999869
minority_2026,Peace River,1693.3127813371796,125.34628840799768,7.402429709944899
minority_2026,Red Deer-Blackfalds,52.495634124213886,34.47643146585563,65.67485475892784
minority_2026,Red Deer-Innisfail,407.39215061534367,253.24711282272912,62.16298287539737
minority_2026,Red Deer-Lacombe,288.5055144937007,169.20922259496254,58.65025592037933
minority_2026,Red Deer-Sylvan Lake,230.86107844073516,107.10166041297504,46.39225508966395
minority_2026,Rocky Mountain House-Banff Park,801.4319397136168,185.96066173024997,23.20355011015671
minority_2026,Sherwood Park,43.809769187215565,37.0016262371406,84.45976074199062
minority_2026,Sherwood Park-Strathcona,72.51828105848949,23.54510350464291,32.4678179915112
minority_2026,St. Albert,34.83507456076231,19.68481294433152,56.508600003124975
minority_2026,St. Albert-Sturgeon,211.03757456502072,144.8937308537545,68.65778814621125
minority_2026,Stony Plain-Drayton Valley,671.0389323511276,281.07409113602677,41.88640592748083
minority_2026,West Yellowhead,1565.3612498994196,453.3742399384145,28.962914468947382
minority_2026,Wetaskawin-Ponoka-Maskwacis,449.0401259576696,220.1268810182768,49.02165047028066
