ed_name,ucp_2023,ndp_2023,other_2023,total_votes
Calgary-Acadia,24261.215112025184,21849.149088301456,1181.8980433743754,47292.26224370102
Calgary-Airdrie,16084.144992877737,9915.019970818112,691.9674686170936,26691.13243231294
Calgary-Beddington,11095.063487091596,11744.313628969112,680.4818124719108,23519.858928532616
Calgary-Bow-Springbank,4496.351653449563,4903.429589034275,318.22491837485455,9718.006160858693
Calgary-Buffalo,14161.09683213701,19300.335612320046,939.2361159247328,34400.66856038178
Calgary-Cross,7532.999978654343,7018.999990427491,456.000001258216,15007.99997034005
Calgary-Currie,19072.631768981493,19415.341951742514,1436.6192441712485,39924.59296489526
Calgary-De Winton,12117.036952343427,7979.903740320439,276.34731844682534,20373.28801111069
Calgary-East,8262.05931289128,9593.784129418264,763.4223159364014,18619.265758245947
Calgary-Edgemont,12132.491103886665,12695.648679822167,629.2674658343831,25457.407249543212
Calgary-Elbow,13130.498931558112,13378.490074177149,1274.9541951174156,27783.943200852675
Calgary-Falconridge,15329.518053088475,14716.732216942917,227.5002504730991,30273.75052050449
Calgary-Fish Creek,1309.3053470955563,1079.6486198536184,60.986919573122556,2449.940886522297
Calgary-Foothills-Airdrie West,10362.558382181383,10488.538563826802,289.38896779465006,21140.485913802833
Calgary-Glenmore,12638.999968577155,12686.999969063729,421.9999996898707,25747.99993733075
Calgary-Hays,9737.74914927819,7587.813728580171,368.8608437774955,17694.42372163586
Calgary-Klein,18295.7856494314,16396.367074248847,993.5694079218213,35685.72213160207
Calgary-Lougheed,12161.532049985353,10380.166531229197,548.9228277835474,23090.621408998097
Calgary-McCall-Bhullar,5261.0000565423925,7265.0001090193855,7.911299891568858e-06,12526.000173473078
Calgary-Mountain View,8467.999985842827,16515.999969467415,543.9999990774133,25527.999954387655
Calgary-Nolan Hill-Cochrane,1008.4283708386777,947.690360603165,24.89850533638197,1981.0172367782245
Calgary-North,1282.0731848438204,1274.0369197958416,1.1594046331992408e-06,2556.110105799067
Calgary-North East,3219.458712342979,4295.268498201658,1.1556403335206502e-09,7514.727210545793
Calgary-North West-Bearspaw,11921.000001949216,11778.000005655213,975.9999994513961,24675.000007055827
Calgary-Peigan-Chestermere,1615.7384328531325,1174.1922850633846,65.50256828895027,2855.4332862054675
Calgary-South,8549.95679098205,5726.571903356913,241.05246783162264,14517.581162170587
Calgary-South East,9699.397145625406,6593.7895813300875,277.6179368760383,16570.80466383153
Calgary-Varsity,9376.99999119349,13448.999984769685,253.0000001574933,23078.999976120667
Calgary-West-Tsuut'ina,12792.999956687978,9467.999974639564,312.9999997206421,22573.999931048183
Edmonton-Beaumont,3236.0214581518885,2677.1595879875044,144.44151093682063,6057.6225570762135
Edmonton-Beverly-Clareview,30671.21823987553,57921.36121515586,3078.0319610195615,91670.61141605095
Edmonton-Castledowns,2172.015734200157,3062.28581641883,164.75592940803355,5399.0574800270215
Edmonton-City Centre,6742.387782082566,18545.347411587023,772.3725167243191,26060.107710393906
Edmonton-Decore,325.8137940150603,437.78969907310284,15.126061378331002,778.729554466494
Edmonton-Ellerslie,579.5170881725134,830.9799705627634,25.490009503841524,1435.9870682391183
Edmonton-Enoch-Devon,4561.18072519758,6824.285596526142,322.5629208948946,11708.029242618615
Edmonton-Glenora-Riverview,14239.185598521399,24947.826467848063,1340.2093430575237,40527.22140942699
Edmonton-Gold Bar,5192.454896012191,6199.443326818302,288.82271751880825,11680.7209403493
Edmonton-Highlands-Norwood,12588.085194119934,20779.957875312884,299.3906568694338,33667.43372630225
Edmonton-Manning,179.3165654457464,220.25178445695332,8.88810715723595,408.45645705993564
Edmonton-McClung,10867.448849494573,18770.97585302741,681.7089186625027,30320.133621184483
Edmonton-Meadows,7063.57797327869,11823.994766874244,247.34253801075167,19134.915278163684
Edmonton-Mill Woods,400.147283752756,278.04430831133544,15.823925385830659,694.0155174499221
Edmonton-North West,5321.160754646206,4220.486713232324,393.31017733657256,9934.957645215103
Edmonton-Rutherford,166.2365625045912,108.14776799370952,8.722672539679566,283.10700303798035
Edmonton-South,3510.8173558486346,5187.303039239189,135.10663597263462,8833.227031060458
Edmonton-Spruce Grove,14364.999888861077,10196.999919271375,644.9999957780379,25206.99980391049
Edmonton-Strathcona,3031.999983858497,13979.999893212387,522.9999968459894,17534.999873916873
Edmonton-West Henday,6101.2931362004365,8519.119027036697,580.7783236231238,15201.190486860258
Edmonton-Whitemud,7798.999961330341,12796.999930038168,590.9999964855131,21186.99988785402
Edmonton-Windermere,1809.9117818606248,2164.43280151699,59.28834404426554,4033.6329274218806
Airdrie East,12829.560456834575,7303.702856582293,534.7979320057166,20668.061245422585
Barrhead-Westlock-Athabasca,14019.917711102104,4927.593380565838,9.995049760661663,18957.506141428603
Camrose,14372.87622506334,6058.31623036063,2032.9219215464814,22464.11437697045
Canmore-Kananaskis,7963.603019208869,8982.18355854429,359.660026388599,17305.446604141758
Cold Lake-Bonnyville-St. Paul,14022.965571004715,4542.408937539465,0.0,18565.37450854418
Central Peace-Notley,9788.37919033087,2320.4115660841944,473.154124578407,12581.944880993471
Chestermere-Strathmore,13575.954717904153,5358.175655536349,509.97349087668596,19444.10386431719
Drumheller-Stettler,17283.295940098495,3218.3992753192283,808.9877807705394,21310.68299618826
Fort McMurray-Lac La Biche,7322.986581020504,2422.9534891159774,192.00495023933834,9937.945020375819
Fort McMurray-Wood Buffalo,6483.0,1884.0,1211.0,9578.0
Fort Saskatchewan-Vegreville,8373.696647961162,4894.3800441858875,709.4134235188536,13977.490115665903
Grande Prairie,10000.99998376712,4889.999975018886,749.9999954277234,15640.99995421373
Grande Prairie-Wapiti,14584.620776502674,3958.5884371494453,621.8458764920744,19165.055090144197
Highwood,14583.78990655301,6229.704745462392,475.8489282428262,21289.343580258228
Lac Ste. Anne-Parkland,15362.804601629023,5760.148791715473,792.2133112784669,21915.166704622963
Leduc,12239.242637055575,8341.473448214241,616.1878634421574,21196.903948711973
Lesser Slave Lake,5873.933379832476,2852.5047993585486,143.99999999999997,8870.438179191024
Lethbridge-Cardston,8717.971489397156,2094.1826319596066,987.2113034108501,11799.365424767611
Lethbridge-Fort MacLeod-Crowsnest Pass,28017.26467115945,19116.529703323205,2627.0774349145254,49760.871809397184
