map,name,tier,confidence,area_km2,perimeter_km,polsby_popper,polsby_popper_lo,polsby_popper_hi,reock,reock_lo,reock_hi,refined_note
2026_refined_minority,St. Albert,A,high,38.86205754699153,35.858886956330586,0.379788704758234,0.349788704758234,0.40978870475823403,0.45137653385429555,0.40137653385429556,0.5013765338542956,unrefined
2026_refined_minority,Sherwood Park-Strathcona,A,high,642.6042363172512,124.55081992236148,0.5205473819657017,0.4905473819657017,0.5505473819657017,0.49646704179939183,0.44646704179939184,0.5464670417993919,unrefined
2026_refined_minority,West Yellowhead,A,high,48312.78558996547,1570.3429383423907,0.24619709872483342,0.21619709872483342,0.27619709872483345,0.44423873537986164,0.39423873537986165,0.4942387353798616,unrefined
2026_refined_minority,Calgary-De Winton,B,medium,1383.9612287521686,213.551179760608,0.38135534490197975,0.37457607708955243,0.38135534490197975,0.29157852682835267,0.2902886368024683,0.29157852682835267,"snapped:mean=46.4m,max=491.5m"
2026_refined_minority,Calgary-South,B,medium,64.01135696341521,60.952789968774304,0.2165108771235102,0.2165108771235102,0.23581145183773963,0.20977121561360842,0.20977121561360842,0.21310551829876823,"snapped:mean=89.3m,max=498.0m"
2026_refined_minority,Canmore-Kananaskis,A,medium,15938.767885274916,1080.1949563815535,0.1716565263221608,0.1416565263221608,0.2016565263221608,0.18517086441151218,0.13517086441151216,0.2351708644115122,unrefined
2026_refined_minority,Edmonton-Castledowns,A,medium,20.85917712238856,21.364812015510672,0.5742604197772444,0.5442604197772444,0.6042604197772444,0.37214075354688003,0.32214075354688004,0.42214075354688,unrefined
2026_refined_minority,Edmonton-Windermere,B,medium,111.49435237451986,84.67650620313485,0.19540553994584642,0.19540553994584642,0.21227597301928902,0.2983276664546928,0.2983276664546928,0.3037472446928463,"snapped:mean=147.5m,max=498.9m"
2026_refined_minority,Highwood,A,medium,1343.298863964299,208.9669576981703,0.3865692204751971,0.3565692204751971,0.41656922047519707,0.2817932365378545,0.2317932365378545,0.3317932365378545,unrefined
2026_refined_minority,Lethbridge-Cardston,A,medium,15772.933951129646,1053.1063712093069,0.17872193930043342,0.14872193930043343,0.20872193930043342,0.3072411776196557,0.2572411776196557,0.3572411776196557,unrefined
2026_refined_minority,Lethbridge-Little Bow,B,medium,15030.434394778069,637.3473973811214,0.4649743146213469,0.45960778850231865,0.4649743146213469,0.5750871367130229,0.5745583518878029,0.5750871367130229,"snapped:mean=148.3m,max=499.3m"
2026_refined_minority,Lloydminster-Wainwright,A,medium,10090.974332164466,528.3279568368033,0.45429272376058033,0.42429272376058036,0.4842927237605803,0.38968619729876525,0.33968619729876526,0.43968619729876524,unrefined
2026_refined_minority,Red Deer-Lacombe,A,medium,3666.0907729195146,319.6835038579059,0.4507882887280693,0.4207882887280693,0.48078828872806934,0.5047725650998597,0.4547725650998597,0.5547725650998597,unrefined
2026_refined_minority,Wetaskawin-Ponoka-Maskwacis,B,medium,7886.3389828355075,487.3387106926399,0.41727607503927244,0.37823352273523125,0.41727607503927244,0.44708488700493154,0.4469959297428214,0.44708488700493154,"snapped:mean=55.6m,max=499.9m"
