DAUID,DGUID,GEO_NAME,population_2021
48060570,2021S051248060570,48060570,931
48060571,2021S051248060571,48060571,759
48060572,2021S051248060572,48060572,791
48060573,2021S051248060573,48060573,650
48060574,2021S051248060574,48060574,634
48060575,2021S051248060575,48060575,584
48060576,2021S051248060576,48060576,522
48060577,2021S051248060577,48060577,550
48060578,2021S051248060578,48060578,616
48060580,2021S051248060580,48060580,920
48060581,2021S051248060581,48060581,334
48060582,2021S051248060582,48060582,536
48060583,2021S051248060583,48060583,642
48060584,2021S051248060584,48060584,576
48060585,2021S051248060585,48060585,498
48060586,2021S051248060586,48060586,463
48060587,2021S051248060587,48060587,595
48060590,2021S051248060590,48060590,435
48060593,2021S051248060593,48060593,631
48060595,2021S051248060595,48060595,1223
48060596,2021S051248060596,48060596,376
48060597,2021S051248060597,48060597,622
48060598,2021S051248060598,48060598,1216
48060599,2021S051248060599,48060599,401
48060600,2021S051248060600,48060600,528
48060601,2021S051248060601,48060601,401
48060602,2021S051248060602,48060602,521
48060603,2021S051248060603,48060603,717
48060604,2021S051248060604,48060604,1636
48060605,2021S051248060605,48060605,239
48060606,2021S051248060606,48060606,2485
48060607,2021S051248060607,48060607,1863
48060610,2021S051248060610,48060610,533
48060611,2021S051248060611,48060611,699
48060612,2021S051248060612,48060612,882
48060613,2021S051248060613,48060613,610
48060614,2021S051248060614,48060614,417
48060615,2021S051248060615,48060615,529
48060616,2021S051248060616,48060616,538
48060617,2021S051248060617,48060617,414
48060618,2021S051248060618,48060618,458
48060619,2021S051248060619,48060619,540
48060620,2021S051248060620,48060620,530
48060621,2021S051248060621,48060621,613
48060623,2021S051248060623,48060623,581
48060624,2021S051248060624,48060624,472
48060627,2021S051248060627,48060627,644
48060628,2021S051248060628,48060628,1337
48060629,2021S051248060629,48060629,823
48060630,2021S051248060630,48060630,510
48060631,2021S051248060631,48060631,507
48060632,2021S051248060632,48060632,637
48060633,2021S051248060633,48060633,564
48060636,2021S051248060636,48060636,458
48060637,2021S051248060637,48060637,1950
48060638,2021S051248060638,48060638,973
48060639,2021S051248060639,48060639,592
48060640,2021S051248060640,48060640,1229
48060643,2021S051248060643,48060643,2274
48060644,2021S051248060644,48060644,376
48060645,2021S051248060645,48060645,1027
48060646,2021S051248060646,48060646,254
48060647,2021S051248060647,48060647,1480
48060648,2021S051248060648,48060648,351
48060649,2021S051248060649,48060649,641
48060650,2021S051248060650,48060650,729
48060651,2021S051248060651,48060651,681
48060652,2021S051248060652,48060652,3108
48060654,2021S051248060654,48060654,688
48060655,2021S051248060655,48060655,664
48060656,2021S051248060656,48060656,486
48060660,2021S051248060660,48060660,978
48060661,2021S051248060661,48060661,1459
48060662,2021S051248060662,48060662,902
48060663,2021S051248060663,48060663,495
48060664,2021S051248060664,48060664,503
48060665,2021S051248060665,48060665,539
48060666,2021S051248060666,48060666,516
48060667,2021S051248060667,48060667,518
48060668,2021S051248060668,48060668,490
48060669,2021S051248060669,48060669,411
48060670,2021S051248060670,48060670,639
48060671,2021S051248060671,48060671,485
48060672,2021S051248060672,48060672,601
48060673,2021S051248060673,48060673,621
48060677,2021S051248060677,48060677,670
48060678,2021S051248060678,48060678,813
48060679,2021S051248060679,48060679,630
48060680,2021S051248060680,48060680,608
48060681,2021S051248060681,48060681,428
48060682,2021S051248060682,48060682,390
48060683,2021S051248060683,48060683,457
48060684,2021S051248060684,48060684,445
48060685,2021S051248060685,48060685,473
48060686,2021S051248060686,48060686,513
48060687,2021S051248060687,48060687,555
48060688,2021S051248060688,48060688,575
48060689,2021S051248060689,48060689,575
48060693,2021S051248060693,48060693,452
48060694,2021S051248060694,48060694,601
48060695,2021S051248060695,48060695,573
48060696,2021S051248060696,48060696,722
48060697,2021S051248060697,48060697,430
48060698,2021S051248060698,48060698,694
48060699,2021S051248060699,48060699,542
48060700,2021S051248060700,48060700,918
48060701,2021S051248060701,48060701,502
48060702,2021S051248060702,48060702,664
48060703,2021S051248060703,48060703,357
48060704,2021S051248060704,48060704,513
48060705,2021S051248060705,48060705,588
48060707,2021S051248060707,48060707,441
48060708,2021S051248060708,48060708,617
48060710,2021S051248060710,48060710,559
48060711,2021S051248060711,48060711,1650
48060712,2021S051248060712,48060712,635
48060716,2021S051248060716,48060716,909
48060717,2021S051248060717,48060717,699
48060719,2021S051248060719,48060719,1256
48060727,2021S051248060727,48060727,705
48060728,2021S051248060728,48060728,508
48060730,2021S051248060730,48060730,405
48060731,2021S051248060731,48060731,304
48060732,2021S051248060732,48060732,414
48060733,2021S051248060733,48060733,1278
48060734,2021S051248060734,48060734,663
48060735,2021S051248060735,48060735,267
48060736,2021S051248060736,48060736,590
48060737,2021S051248060737,48060737,524
48060738,2021S051248060738,48060738,510
48060739,2021S051248060739,48060739,489
48060740,2021S051248060740,48060740,482
48060741,2021S051248060741,48060741,410
48060742,2021S051248060742,48060742,536
48060743,2021S051248060743,48060743,1051
48060744,2021S051248060744,48060744,979
48060745,2021S051248060745,48060745,942
48060746,2021S051248060746,48060746,1126
48060747,2021S051248060747,48060747,901
48060748,2021S051248060748,48060748,600
48060749,2021S051248060749,48060749,798
48060750,2021S051248060750,48060750,956
48060751,2021S051248060751,48060751,984
48060752,2021S051248060752,48060752,663
48060753,2021S051248060753,48060753,726
48060754,2021S051248060754,48060754,530
48060755,2021S051248060755,48060755,679
48060758,2021S051248060758,48060758,693
48060759,2021S051248060759,48060759,633
48060760,2021S051248060760,48060760,607
48060761,2021S051248060761,48060761,624
48060763,2021S051248060763,48060763,1291
48060764,2021S051248060764,48060764,1999
48060769,2021S051248060769,48060769,503
48060770,2021S051248060770,48060770,480
48060771,2021S051248060771,48060771,507
48060774,2021S051248060774,48060774,777
48060775,2021S051248060775,48060775,396
48060776,2021S051248060776,48060776,423
48060777,2021S051248060777,48060777,359
48060778,2021S051248060778,48060778,411
48060779,2021S051248060779,48060779,277
48060780,2021S051248060780,48060780,621
48060781,2021S051248060781,48060781,521
48060783,2021S051248060783,48060783,386
48060784,2021S051248060784,48060784,352
48060785,2021S051248060785,48060785,362
48060786,2021S051248060786,48060786,286
48060787,2021S051248060787,48060787,662
48060789,2021S051248060789,48060789,255
48060790,2021S051248060790,48060790,560
48060791,2021S051248060791,48060791,351
48060792,2021S051248060792,48060792,456
48060793,2021S051248060793,48060793,544
48060794,2021S051248060794,48060794,254
48060795,2021S051248060795,48060795,412
48060796,2021S051248060796,48060796,369
48060797,2021S051248060797,48060797,752
48060798,2021S051248060798,48060798,595
48060799,2021S051248060799,48060799,416
48060800,2021S051248060800,48060800,657
48060801,2021S051248060801,48060801,237
48060802,2021S051248060802,48060802,452
48060803,2021S051248060803,48060803,338
48060804,2021S051248060804,48060804,501
48060805,2021S051248060805,48060805,436
48060806,2021S051248060806,48060806,486
48060807,2021S051248060807,48060807,674
48060808,2021S051248060808,48060808,259
48060810,2021S051248060810,48060810,737
48060811,2021S051248060811,48060811,384
48060812,2021S051248060812,48060812,306
48060813,2021S051248060813,48060813,324
48060814,2021S051248060814,48060814,365
48060815,2021S051248060815,48060815,451
48060816,2021S051248060816,48060816,440
48060817,2021S051248060817,48060817,311
48060818,2021S051248060818,48060818,350
48060820,2021S051248060820,48060820,375
48060821,2021S051248060821,48060821,364
48060830,2021S051248060830,48060830,340
48060831,2021S051248060831,48060831,415
48060832,2021S051248060832,48060832,386
48060833,2021S051248060833,48060833,397
48060834,2021S051248060834,48060834,529
48060836,2021S051248060836,48060836,493
48060837,2021S051248060837,48060837,533
48060838,2021S051248060838,48060838,512
48060842,2021S051248060842,48060842,552
48060843,2021S051248060843,48060843,462
48060844,2021S051248060844,48060844,566
48060845,2021S051248060845,48060845,745
48060846,2021S051248060846,48060846,773
48060847,2021S051248060847,48060847,693
48060848,2021S051248060848,48060848,672
48060849,2021S051248060849,48060849,703
48060850,2021S051248060850,48060850,722
48060851,2021S051248060851,48060851,713
48060852,2021S051248060852,48060852,1068
48060853,2021S051248060853,48060853,1174
48060855,2021S051248060855,48060855,530
48060856,2021S051248060856,48060856,588
48060857,2021S051248060857,48060857,494
48060858,2021S051248060858,48060858,602
48060859,2021S051248060859,48060859,557
48060860,2021S051248060860,48060860,794
48060861,2021S051248060861,48060861,961
48060862,2021S051248060862,48060862,464
48060863,2021S051248060863,48060863,542
48060864,2021S051248060864,48060864,591
48060865,2021S051248060865,48060865,974
48060866,2021S051248060866,48060866,560
48060867,2021S051248060867,48060867,527
48060868,2021S051248060868,48060868,619
48060869,2021S051248060869,48060869,447
48060870,2021S051248060870,48060870,698
48060871,2021S051248060871,48060871,712
48060872,2021S051248060872,48060872,585
48060873,2021S051248060873,48060873,763
48060874,2021S051248060874,48060874,719
48060875,2021S051248060875,48060875,1002
48060876,2021S051248060876,48060876,752
48060877,2021S051248060877,48060877,606
48060878,2021S051248060878,48060878,624
48060879,2021S051248060879,48060879,471
48060880,2021S051248060880,48060880,413
48060881,2021S051248060881,48060881,640
48060882,2021S051248060882,48060882,506
48060884,2021S051248060884,48060884,152
48060885,2021S051248060885,48060885,744
48060886,2021S051248060886,48060886,658
48060887,2021S051248060887,48060887,544
48060888,2021S051248060888,48060888,557
48060889,2021S051248060889,48060889,460
48060890,2021S051248060890,48060890,645
48060891,2021S051248060891,48060891,529
48060892,2021S051248060892,48060892,515
48060893,2021S051248060893,48060893,684
48060894,2021S051248060894,48060894,1100
48060895,2021S051248060895,48060895,452
48060896,2021S051248060896,48060896,553
48060897,2021S051248060897,48060897,734
48060898,2021S051248060898,48060898,649
48060899,2021S051248060899,48060899,549
48060900,2021S051248060900,48060900,1564
48060901,2021S051248060901,48060901,1767
48060902,2021S051248060902,48060902,591
48060903,2021S051248060903,48060903,604
48060904,2021S051248060904,48060904,1044
48060905,2021S051248060905,48060905,374
48060906,2021S051248060906,48060906,525
48060907,2021S051248060907,48060907,224
48060908,2021S051248060908,48060908,333
48060909,2021S051248060909,48060909,723
48060910,2021S051248060910,48060910,475
48060911,2021S051248060911,48060911,434
48060912,2021S051248060912,48060912,374
48060913,2021S051248060913,48060913,442
48060914,2021S051248060914,48060914,554
48060915,2021S051248060915,48060915,339
48060916,2021S051248060916,48060916,493
48060917,2021S051248060917,48060917,559
48060918,2021S051248060918,48060918,123
48060919,2021S051248060919,48060919,485
48060920,2021S051248060920,48060920,465
48060921,2021S051248060921,48060921,412
48060922,2021S051248060922,48060922,869
48060923,2021S051248060923,48060923,520
48060924,2021S051248060924,48060924,693
48060925,2021S051248060925,48060925,444
48060926,2021S051248060926,48060926,422
48060927,2021S051248060927,48060927,327
48060928,2021S051248060928,48060928,900
48060929,2021S051248060929,48060929,574
48060930,2021S051248060930,48060930,439
48060931,2021S051248060931,48060931,459
48060932,2021S051248060932,48060932,376
48060933,2021S051248060933,48060933,445
48060934,2021S051248060934,48060934,858
48060935,2021S051248060935,48060935,405
48060936,2021S051248060936,48060936,656
48060937,2021S051248060937,48060937,393
48060938,2021S051248060938,48060938,277
48060943,2021S051248060943,48060943,431
48060944,2021S051248060944,48060944,527
48060945,2021S051248060945,48060945,293
48060946,2021S051248060946,48060946,455
48060947,2021S051248060947,48060947,1068
48060948,2021S051248060948,48060948,482
48060949,2021S051248060949,48060949,436
48060950,2021S051248060950,48060950,590
48060952,2021S051248060952,48060952,432
48060953,2021S051248060953,48060953,928
48060954,2021S051248060954,48060954,746
48060956,2021S051248060956,48060956,701
48060957,2021S051248060957,48060957,651
48060958,2021S051248060958,48060958,599
48060959,2021S051248060959,48060959,461
48060960,2021S051248060960,48060960,591
48060961,2021S051248060961,48060961,770
48060962,2021S051248060962,48060962,661
48060963,2021S051248060963,48060963,476
48060965,2021S051248060965,48060965,335
48060966,2021S051248060966,48060966,450
48060967,2021S051248060967,48060967,519
48060968,2021S051248060968,48060968,554
48060969,2021S051248060969,48060969,467
48060970,2021S051248060970,48060970,549
48060971,2021S051248060971,48060971,446
48060972,2021S051248060972,48060972,241
48060973,2021S051248060973,48060973,504
48060974,2021S051248060974,48060974,398
48060975,2021S051248060975,48060975,653
48060976,2021S051248060976,48060976,307
48060977,2021S051248060977,48060977,413
48060978,2021S051248060978,48060978,779
48060979,2021S051248060979,48060979,611
48060980,2021S051248060980,48060980,330
48060981,2021S051248060981,48060981,311
48060982,2021S051248060982,48060982,902
48060983,2021S051248060983,48060983,629
48060984,2021S051248060984,48060984,900
48060985,2021S051248060985,48060985,758
48060986,2021S051248060986,48060986,424
48060987,2021S051248060987,48060987,460
48060988,2021S051248060988,48060988,541
48060989,2021S051248060989,48060989,444
48060990,2021S051248060990,48060990,495
48060991,2021S051248060991,48060991,268
48060992,2021S051248060992,48060992,593
48060993,2021S051248060993,48060993,310
48060994,2021S051248060994,48060994,661
48060995,2021S051248060995,48060995,404
48060996,2021S051248060996,48060996,452
48060997,2021S051248060997,48060997,547
48060998,2021S051248060998,48060998,631
48060999,2021S051248060999,48060999,564
48061000,2021S051248061000,48061000,1348
48061001,2021S051248061001,48061001,309
48061005,2021S051248061005,48061005,490
48061006,2021S051248061006,48061006,916
48061007,2021S051248061007,48061007,319
48061008,2021S051248061008,48061008,226
48061009,2021S051248061009,48061009,511
48061010,2021S051248061010,48061010,355
48061011,2021S051248061011,48061011,490
48061012,2021S051248061012,48061012,382
48061013,2021S051248061013,48061013,872
48061014,2021S051248061014,48061014,443
48061015,2021S051248061015,48061015,470
48061016,2021S051248061016,48061016,463
48061017,2021S051248061017,48061017,255
48061018,2021S051248061018,48061018,527
48061019,2021S051248061019,48061019,453
48061020,2021S051248061020,48061020,581
48061021,2021S051248061021,48061021,452
48061022,2021S051248061022,48061022,594
48061023,2021S051248061023,48061023,622
48061024,2021S051248061024,48061024,438
48061025,2021S051248061025,48061025,521
48061026,2021S051248061026,48061026,514
48061027,2021S051248061027,48061027,410
48061028,2021S051248061028,48061028,436
48061029,2021S051248061029,48061029,349
48061030,2021S051248061030,48061030,319
48061031,2021S051248061031,48061031,591
48061032,2021S051248061032,48061032,534
48061033,2021S051248061033,48061033,644
48061034,2021S051248061034,48061034,469
48061035,2021S051248061035,48061035,533
48061036,2021S051248061036,48061036,606
48061038,2021S051248061038,48061038,630
48061039,2021S051248061039,48061039,832
48061040,2021S051248061040,48061040,638
48061041,2021S051248061041,48061041,794
48061042,2021S051248061042,48061042,447
48061043,2021S051248061043,48061043,520
48061044,2021S051248061044,48061044,350
48061045,2021S051248061045,48061045,266
48061046,2021S051248061046,48061046,364
48061047,2021S051248061047,48061047,373
48061048,2021S051248061048,48061048,269
48061049,2021S051248061049,48061049,376
48061050,2021S051248061050,48061050,1014
48061051,2021S051248061051,48061051,439
48061052,2021S051248061052,48061052,357
48061053,2021S051248061053,48061053,540
48061054,2021S051248061054,48061054,277
48061055,2021S051248061055,48061055,618
48061056,2021S051248061056,48061056,432
48061057,2021S051248061057,48061057,381
48061058,2021S051248061058,48061058,255
48061059,2021S051248061059,48061059,362
48061060,2021S051248061060,48061060,883
48061061,2021S051248061061,48061061,735
48061062,2021S051248061062,48061062,561
48061063,2021S051248061063,48061063,505
48061064,2021S051248061064,48061064,485
48061065,2021S051248061065,48061065,472
48061067,2021S051248061067,48061067,815
48061068,2021S051248061068,48061068,479
48061069,2021S051248061069,48061069,926
48061070,2021S051248061070,48061070,418
48061071,2021S051248061071,48061071,358
48061072,2021S051248061072,48061072,476
48061073,2021S051248061073,48061073,442
48061076,2021S051248061076,48061076,818
48061077,2021S051248061077,48061077,1193
48061078,2021S051248061078,48061078,360
48061079,2021S051248061079,48061079,293
48061080,2021S051248061080,48061080,877
48061081,2021S051248061081,48061081,857
48061082,2021S051248061082,48061082,268
48061083,2021S051248061083,48061083,765
48061084,2021S051248061084,48061084,484
48061085,2021S051248061085,48061085,491
48061086,2021S051248061086,48061086,500
48061091,2021S051248061091,48061091,543
48061092,2021S051248061092,48061092,272
48061093,2021S051248061093,48061093,436
48061094,2021S051248061094,48061094,580
48061095,2021S051248061095,48061095,788
48061096,2021S051248061096,48061096,734
48061097,2021S051248061097,48061097,624
48061098,2021S051248061098,48061098,335
48061099,2021S051248061099,48061099,630
48061100,2021S051248061100,48061100,352
48061106,2021S051248061106,48061106,557
48061108,2021S051248061108,48061108,605
48061115,2021S051248061115,48061115,421
48061116,2021S051248061116,48061116,331
48061117,2021S051248061117,48061117,525
48061118,2021S051248061118,48061118,219
48061119,2021S051248061119,48061119,565
48061120,2021S051248061120,48061120,723
48061121,2021S051248061121,48061121,580
48061122,2021S051248061122,48061122,380
48061123,2021S051248061123,48061123,428
48061124,2021S051248061124,48061124,711
48061125,2021S051248061125,48061125,634
48061128,2021S051248061128,48061128,1152
48061131,2021S051248061131,48061131,913
48061132,2021S051248061132,48061132,1147
48061133,2021S051248061133,48061133,540
48061134,2021S051248061134,48061134,269
48061135,2021S051248061135,48061135,450
48061136,2021S051248061136,48061136,562
48061137,2021S051248061137,48061137,435
48061138,2021S051248061138,48061138,564
48061139,2021S051248061139,48061139,489
48061140,2021S051248061140,48061140,581
48061141,2021S051248061141,48061141,984
48061142,2021S051248061142,48061142,638
48061143,2021S051248061143,48061143,409
48061145,2021S051248061145,48061145,963
48061146,2021S051248061146,48061146,741
48061150,2021S051248061150,48061150,334
48061153,2021S051248061153,48061153,519
48061154,2021S051248061154,48061154,375
48061155,2021S051248061155,48061155,374
48061156,2021S051248061156,48061156,353
48061157,2021S051248061157,48061157,452
48061159,2021S051248061159,48061159,411
48061160,2021S051248061160,48061160,414
48061161,2021S051248061161,48061161,428
48061162,2021S051248061162,48061162,415
48061163,2021S051248061163,48061163,446
48061164,2021S051248061164,48061164,474
48061165,2021S051248061165,48061165,471
48061166,2021S051248061166,48061166,1028
48061167,2021S051248061167,48061167,514
48061168,2021S051248061168,48061168,333
48061169,2021S051248061169,48061169,291
48061170,2021S051248061170,48061170,587
48061171,2021S051248061171,48061171,376
48061172,2021S051248061172,48061172,1382
48061173,2021S051248061173,48061173,294
48061174,2021S051248061174,48061174,436
48061175,2021S051248061175,48061175,477
48061176,2021S051248061176,48061176,693
48061177,2021S051248061177,48061177,829
48061178,2021S051248061178,48061178,421
48061179,2021S051248061179,48061179,301
48061180,2021S051248061180,48061180,682
48061181,2021S051248061181,48061181,522
48061182,2021S051248061182,48061182,1395
48061183,2021S051248061183,48061183,473
48061184,2021S051248061184,48061184,321
48061185,2021S051248061185,48061185,330
48061186,2021S051248061186,48061186,837
48061187,2021S051248061187,48061187,326
48061188,2021S051248061188,48061188,777
48061189,2021S051248061189,48061189,510
48061190,2021S051248061190,48061190,655
48061191,2021S051248061191,48061191,1490
48061192,2021S051248061192,48061192,707
48061193,2021S051248061193,48061193,592
48061201,2021S051248061201,48061201,628
48061202,2021S051248061202,48061202,151
48061203,2021S051248061203,48061203,964
48061204,2021S051248061204,48061204,388
48061205,2021S051248061205,48061205,396
48061206,2021S051248061206,48061206,319
48061207,2021S051248061207,48061207,363
48061208,2021S051248061208,48061208,533
48061209,2021S051248061209,48061209,451
48061210,2021S051248061210,48061210,570
48061211,2021S051248061211,48061211,652
48061212,2021S051248061212,48061212,519
48061213,2021S051248061213,48061213,470
48061214,2021S051248061214,48061214,363
48061215,2021S051248061215,48061215,569
48061216,2021S051248061216,48061216,496
48061217,2021S051248061217,48061217,338
48061218,2021S051248061218,48061218,520
48061220,2021S051248061220,48061220,567
48061221,2021S051248061221,48061221,361
48061222,2021S051248061222,48061222,764
48061225,2021S051248061225,48061225,315
48061226,2021S051248061226,48061226,656
48061228,2021S051248061228,48061228,213
48061230,2021S051248061230,48061230,955
48061231,2021S051248061231,48061231,1061
48061232,2021S051248061232,48061232,388
48061233,2021S051248061233,48061233,535
48061234,2021S051248061234,48061234,735
48061235,2021S051248061235,48061235,604
48061236,2021S051248061236,48061236,963
48061240,2021S051248061240,48061240,458
48061241,2021S051248061241,48061241,584
48061242,2021S051248061242,48061242,213
48061243,2021S051248061243,48061243,429
48061244,2021S051248061244,48061244,711
48061245,2021S051248061245,48061245,312
48061246,2021S051248061246,48061246,420
48061247,2021S051248061247,48061247,983
48061248,2021S051248061248,48061248,1170
48061249,2021S051248061249,48061249,682
48061250,2021S051248061250,48061250,831
48061252,2021S051248061252,48061252,392
48061253,2021S051248061253,48061253,478
48061256,2021S051248061256,48061256,207
48061257,2021S051248061257,48061257,454
48061258,2021S051248061258,48061258,888
48061259,2021S051248061259,48061259,459
48061260,2021S051248061260,48061260,589
48061261,2021S051248061261,48061261,263
48061262,2021S051248061262,48061262,415
48061263,2021S051248061263,48061263,432
48061264,2021S051248061264,48061264,326
48061265,2021S051248061265,48061265,430
48061266,2021S051248061266,48061266,538
48061267,2021S051248061267,48061267,317
48061268,2021S051248061268,48061268,711
48061269,2021S051248061269,48061269,408
48061271,2021S051248061271,48061271,290
48061272,2021S051248061272,48061272,653
48061273,2021S051248061273,48061273,337
48061274,2021S051248061274,48061274,345
48061275,2021S051248061275,48061275,376
48061276,2021S051248061276,48061276,364
48061277,2021S051248061277,48061277,430
48061278,2021S051248061278,48061278,547
48061279,2021S051248061279,48061279,454
48061280,2021S051248061280,48061280,394
48061281,2021S051248061281,48061281,438
48061282,2021S051248061282,48061282,649
48061283,2021S051248061283,48061283,501
48061284,2021S051248061284,48061284,368
48061285,2021S051248061285,48061285,332
48061286,2021S051248061286,48061286,522
48061287,2021S051248061287,48061287,526
48061288,2021S051248061288,48061288,511
48061289,2021S051248061289,48061289,1085
48061290,2021S051248061290,48061290,572
48061295,2021S051248061295,48061295,727
48061296,2021S051248061296,48061296,581
48061297,2021S051248061297,48061297,551
48061298,2021S051248061298,48061298,538
48061299,2021S051248061299,48061299,436
48061300,2021S051248061300,48061300,579
48061301,2021S051248061301,48061301,592
48061302,2021S051248061302,48061302,599
48061303,2021S051248061303,48061303,584
48061304,2021S051248061304,48061304,500
48061305,2021S051248061305,48061305,476
48061306,2021S051248061306,48061306,461
48061307,2021S051248061307,48061307,433
48061308,2021S051248061308,48061308,343
48061309,2021S051248061309,48061309,433
48061310,2021S051248061310,48061310,402
48061311,2021S051248061311,48061311,425
48061312,2021S051248061312,48061312,359
48061313,2021S051248061313,48061313,376
48061314,2021S051248061314,48061314,553
48061315,2021S051248061315,48061315,383
48061316,2021S051248061316,48061316,283
48061317,2021S051248061317,48061317,515
48061318,2021S051248061318,48061318,518
48061319,2021S051248061319,48061319,322
48061320,2021S051248061320,48061320,546
48061321,2021S051248061321,48061321,735
48061322,2021S051248061322,48061322,218
48061323,2021S051248061323,48061323,980
48061324,2021S051248061324,48061324,460
48061325,2021S051248061325,48061325,1115
48061326,2021S051248061326,48061326,285
48061327,2021S051248061327,48061327,306
48061328,2021S051248061328,48061328,574
48061329,2021S051248061329,48061329,501
48061330,2021S051248061330,48061330,410
48061331,2021S051248061331,48061331,699
48061332,2021S051248061332,48061332,483
48061333,2021S051248061333,48061333,551
48061334,2021S051248061334,48061334,533
48061335,2021S051248061335,48061335,595
48061336,2021S051248061336,48061336,370
48061337,2021S051248061337,48061337,416
48061338,2021S051248061338,48061338,350
48061339,2021S051248061339,48061339,587
48061340,2021S051248061340,48061340,402
48061341,2021S051248061341,48061341,339
48061342,2021S051248061342,48061342,327
48061343,2021S051248061343,48061343,377
48061344,2021S051248061344,48061344,484
48061345,2021S051248061345,48061345,331
48061346,2021S051248061346,48061346,446
48061347,2021S051248061347,48061347,330
48061348,2021S051248061348,48061348,976
48061349,2021S051248061349,48061349,307
48061350,2021S051248061350,48061350,757
48061351,2021S051248061351,48061351,822
48061353,2021S051248061353,48061353,543
48061354,2021S051248061354,48061354,339
48061355,2021S051248061355,48061355,530
48061356,2021S051248061356,48061356,472
48061357,2021S051248061357,48061357,484
48061358,2021S051248061358,48061358,256
48061359,2021S051248061359,48061359,550
48061360,2021S051248061360,48061360,883
48061362,2021S051248061362,48061362,870
48061363,2021S051248061363,48061363,403
48061364,2021S051248061364,48061364,301
48061365,2021S051248061365,48061365,599
48061367,2021S051248061367,48061367,1670
48061368,2021S051248061368,48061368,366
48061370,2021S051248061370,48061370,1037
48061372,2021S051248061372,48061372,651
48061373,2021S051248061373,48061373,367
48061374,2021S051248061374,48061374,713
48061375,2021S051248061375,48061375,479
48061376,2021S051248061376,48061376,632
48061377,2021S051248061377,48061377,723
48061378,2021S051248061378,48061378,535
48061379,2021S051248061379,48061379,471
48061380,2021S051248061380,48061380,368
48061385,2021S051248061385,48061385,1092
48061390,2021S051248061390,48061390,380
48061391,2021S051248061391,48061391,456
48061392,2021S051248061392,48061392,474
48061393,2021S051248061393,48061393,324
48061397,2021S051248061397,48061397,826
48061460,2021S051248061460,48061460,711
48061461,2021S051248061461,48061461,214
48061462,2021S051248061462,48061462,520
48061463,2021S051248061463,48061463,326
48061465,2021S051248061465,48061465,1143
48061466,2021S051248061466,48061466,756
48061467,2021S051248061467,48061467,1871
48061472,2021S051248061472,48061472,575
48061473,2021S051248061473,48061473,875
48061474,2021S051248061474,48061474,1115
48061475,2021S051248061475,48061475,1161
48061476,2021S051248061476,48061476,524
48061477,2021S051248061477,48061477,508
48061478,2021S051248061478,48061478,555
48061479,2021S051248061479,48061479,502
48061480,2021S051248061480,48061480,504
48061481,2021S051248061481,48061481,430
48061482,2021S051248061482,48061482,301
48061483,2021S051248061483,48061483,166
48061484,2021S051248061484,48061484,409
48061485,2021S051248061485,48061485,0
48061486,2021S051248061486,48061486,473
48061487,2021S051248061487,48061487,591
48061488,2021S051248061488,48061488,728
48061489,2021S051248061489,48061489,426
48061490,2021S051248061490,48061490,473
48061491,2021S051248061491,48061491,675
48061492,2021S051248061492,48061492,595
48061493,2021S051248061493,48061493,737
48061494,2021S051248061494,48061494,397
48061495,2021S051248061495,48061495,104
48061496,2021S051248061496,48061496,479
48061497,2021S051248061497,48061497,366
48061501,2021S051248061501,48061501,692
48061502,2021S051248061502,48061502,296
48061503,2021S051248061503,48061503,497
48061504,2021S051248061504,48061504,488
48061506,2021S051248061506,48061506,1018
48061508,2021S051248061508,48061508,442
48061513,2021S051248061513,48061513,1710
48061516,2021S051248061516,48061516,406
48061517,2021S051248061517,48061517,822
48061518,2021S051248061518,48061518,497
48061522,2021S051248061522,48061522,649
48061523,2021S051248061523,48061523,702
48061556,2021S051248061556,48061556,1121
48061557,2021S051248061557,48061557,472
48061559,2021S051248061559,48061559,1354
48061560,2021S051248061560,48061560,1215
48061561,2021S051248061561,48061561,1194
48061564,2021S051248061564,48061564,908
48061565,2021S051248061565,48061565,971
48061566,2021S051248061566,48061566,1520
48061567,2021S051248061567,48061567,1288
48061569,2021S051248061569,48061569,863
48061570,2021S051248061570,48061570,1351
48061571,2021S051248061571,48061571,1369
48061572,2021S051248061572,48061572,1167
48061573,2021S051248061573,48061573,1111
48061574,2021S051248061574,48061574,1111
48061575,2021S051248061575,48061575,746
48061576,2021S051248061576,48061576,1471
48061577,2021S051248061577,48061577,1931
48061578,2021S051248061578,48061578,1097
48061579,2021S051248061579,48061579,1508
48061580,2021S051248061580,48061580,878
48061581,2021S051248061581,48061581,1494
48061583,2021S051248061583,48061583,1810
48061584,2021S051248061584,48061584,1539
48061585,2021S051248061585,48061585,1126
48061586,2021S051248061586,48061586,1129
48061588,2021S051248061588,48061588,624
48061589,2021S051248061589,48061589,1097
48061598,2021S051248061598,48061598,451
48061599,2021S051248061599,48061599,604
48061600,2021S051248061600,48061600,1124
48061601,2021S051248061601,48061601,223
48061602,2021S051248061602,48061602,620
48061603,2021S051248061603,48061603,313
48061604,2021S051248061604,48061604,448
48061605,2021S051248061605,48061605,947
48061606,2021S051248061606,48061606,382
48061607,2021S051248061607,48061607,507
48061608,2021S051248061608,48061608,272
48061609,2021S051248061609,48061609,793
48061610,2021S051248061610,48061610,270
48061613,2021S051248061613,48061613,812
48061614,2021S051248061614,48061614,218
48061615,2021S051248061615,48061615,463
48061616,2021S051248061616,48061616,955
