DAUID,DGUID,GEO_NAME,population_2021
48080561,2021S051248080561,48080561,1791
48080072,2021S051248080072,48080072,285
48080073,2021S051248080073,48080073,440
48080074,2021S051248080074,48080074,266
48080075,2021S051248080075,48080075,633
48080076,2021S051248080076,48080076,477
48080077,2021S051248080077,48080077,373
48080078,2021S051248080078,48080078,402
48080079,2021S051248080079,48080079,488
48080080,2021S051248080080,48080080,554
48080081,2021S051248080081,48080081,544
48080082,2021S051248080082,48080082,524
48080083,2021S051248080083,48080083,510
48080084,2021S051248080084,48080084,664
48080087,2021S051248080087,48080087,1449
48080088,2021S051248080088,48080088,445
48080089,2021S051248080089,48080089,469
48080090,2021S051248080090,48080090,444
48080091,2021S051248080091,48080091,476
48080092,2021S051248080092,48080092,494
48080093,2021S051248080093,48080093,427
48080094,2021S051248080094,48080094,609
48080095,2021S051248080095,48080095,721
48080096,2021S051248080096,48080096,436
48080097,2021S051248080097,48080097,497
48080098,2021S051248080098,48080098,423
48080099,2021S051248080099,48080099,532
48080101,2021S051248080101,48080101,285
48080102,2021S051248080102,48080102,544
48080103,2021S051248080103,48080103,365
48080104,2021S051248080104,48080104,535
48080105,2021S051248080105,48080105,435
48080106,2021S051248080106,48080106,457
48080109,2021S051248080109,48080109,250
48080111,2021S051248080111,48080111,534
48080112,2021S051248080112,48080112,426
48080113,2021S051248080113,48080113,357
48080114,2021S051248080114,48080114,434
48080115,2021S051248080115,48080115,414
48080116,2021S051248080116,48080116,622
48080117,2021S051248080117,48080117,373
48080118,2021S051248080118,48080118,381
48080119,2021S051248080119,48080119,502
48080122,2021S051248080122,48080122,439
48080123,2021S051248080123,48080123,690
48080124,2021S051248080124,48080124,321
48080125,2021S051248080125,48080125,351
48080126,2021S051248080126,48080126,335
48080127,2021S051248080127,48080127,432
48080128,2021S051248080128,48080128,438
48080136,2021S051248080136,48080136,404
48080137,2021S051248080137,48080137,476
48080138,2021S051248080138,48080138,456
48080139,2021S051248080139,48080139,370
48080140,2021S051248080140,48080140,760
48080141,2021S051248080141,48080141,325
48080142,2021S051248080142,48080142,640
48080143,2021S051248080143,48080143,322
48080144,2021S051248080144,48080144,1050
48080145,2021S051248080145,48080145,731
48080146,2021S051248080146,48080146,438
48080147,2021S051248080147,48080147,462
48080148,2021S051248080148,48080148,537
48080149,2021S051248080149,48080149,744
48080150,2021S051248080150,48080150,448
48080151,2021S051248080151,48080151,371
48080152,2021S051248080152,48080152,518
48080153,2021S051248080153,48080153,842
48080154,2021S051248080154,48080154,267
48080155,2021S051248080155,48080155,827
48080157,2021S051248080157,48080157,340
48080158,2021S051248080158,48080158,770
48080160,2021S051248080160,48080160,472
48080161,2021S051248080161,48080161,574
48080162,2021S051248080162,48080162,536
48080163,2021S051248080163,48080163,396
48080165,2021S051248080165,48080165,289
48080167,2021S051248080167,48080167,374
48080168,2021S051248080168,48080168,359
48080169,2021S051248080169,48080169,360
48080236,2021S051248080236,48080236,423
48080238,2021S051248080238,48080238,419
48080239,2021S051248080239,48080239,282
48080240,2021S051248080240,48080240,353
48080243,2021S051248080243,48080243,653
48080244,2021S051248080244,48080244,533
48080245,2021S051248080245,48080245,476
48080246,2021S051248080246,48080246,519
48080247,2021S051248080247,48080247,486
48080248,2021S051248080248,48080248,444
48080249,2021S051248080249,48080249,629
48080250,2021S051248080250,48080250,390
48080251,2021S051248080251,48080251,602
48080254,2021S051248080254,48080254,345
48080255,2021S051248080255,48080255,524
48080269,2021S051248080269,48080269,865
48080455,2021S051248080455,48080455,452
48080456,2021S051248080456,48080456,743
48080457,2021S051248080457,48080457,353
48080458,2021S051248080458,48080458,670
48080459,2021S051248080459,48080459,457
48080460,2021S051248080460,48080460,1105
48080461,2021S051248080461,48080461,402
48080462,2021S051248080462,48080462,488
48080463,2021S051248080463,48080463,804
48080464,2021S051248080464,48080464,645
48080465,2021S051248080465,48080465,974
48080466,2021S051248080466,48080466,702
48080467,2021S051248080467,48080467,264
48080468,2021S051248080468,48080468,195
48080469,2021S051248080469,48080469,236
48080472,2021S051248080472,48080472,561
48080475,2021S051248080475,48080475,539
48080477,2021S051248080477,48080477,961
48080478,2021S051248080478,48080478,881
48080479,2021S051248080479,48080479,471
48080480,2021S051248080480,48080480,528
48080481,2021S051248080481,48080481,917
48080482,2021S051248080482,48080482,537
48080483,2021S051248080483,48080483,507
48080484,2021S051248080484,48080484,1058
48080485,2021S051248080485,48080485,1587
48080486,2021S051248080486,48080486,1782
48080487,2021S051248080487,48080487,1038
48080489,2021S051248080489,48080489,2027
48080490,2021S051248080490,48080490,889
48080491,2021S051248080491,48080491,960
48080492,2021S051248080492,48080492,641
48080493,2021S051248080493,48080493,1368
48080495,2021S051248080495,48080495,1129
48080496,2021S051248080496,48080496,714
48080497,2021S051248080497,48080497,819
48080521,2021S051248080521,48080521,272
48080526,2021S051248080526,48080526,60
48080564,2021S051248080564,48080564,3818
48080565,2021S051248080565,48080565,428
48080566,2021S051248080566,48080566,1743
48080567,2021S051248080567,48080567,2169
48080569,2021S051248080569,48080569,482
48080570,2021S051248080570,48080570,2088
48080572,2021S051248080572,48080572,488
48080577,2021S051248080577,48080577,789
48080578,2021S051248080578,48080578,1296
48080579,2021S051248080579,48080579,2408
48080580,2021S051248080580,48080580,521
48080581,2021S051248080581,48080581,2182
48080582,2021S051248080582,48080582,432
48080584,2021S051248080584,48080584,643
48080585,2021S051248080585,48080585,2529
48080586,2021S051248080586,48080586,561
48080588,2021S051248080588,48080588,299
48080590,2021S051248080590,48080590,511
48080591,2021S051248080591,48080591,441
48080593,2021S051248080593,48080593,930
48080594,2021S051248080594,48080594,447
48080317,2021S051248080317,48080317,399
48080318,2021S051248080318,48080318,489
48080320,2021S051248080320,48080320,408
48080321,2021S051248080321,48080321,394
48080322,2021S051248080322,48080322,388
48080323,2021S051248080323,48080323,358
48080324,2021S051248080324,48080324,465
48080325,2021S051248080325,48080325,363
48080328,2021S051248080328,48080328,539
48080331,2021S051248080331,48080331,551
48080332,2021S051248080332,48080332,574
48080514,2021S051248080514,48080514,1661
48080551,2021S051248080551,48080551,1464
48080556,2021S051248080556,48080556,1194
48080557,2021S051248080557,48080557,3093
48080558,2021S051248080558,48080558,1333
48080562,2021S051248080562,48080562,667
48080563,2021S051248080563,48080563,1655
48080335,2021S051248080335,48080335,306
48080285,2021S051248080285,48080285,525
48080286,2021S051248080286,48080286,561
48080337,2021S051248080337,48080337,380
48080375,2021S051248080375,48080375,410
48080376,2021S051248080376,48080376,403
48080379,2021S051248080379,48080379,490
48080380,2021S051248080380,48080380,494
48080381,2021S051248080381,48080381,493
48080383,2021S051248080383,48080383,575
48080384,2021S051248080384,48080384,394
48080403,2021S051248080403,48080403,419
48080405,2021S051248080405,48080405,409
48080444,2021S051248080444,48080444,652
48080447,2021S051248080447,48080447,499
48080449,2021S051248080449,48080449,625
48080452,2021S051248080452,48080452,468
48080503,2021S051248080503,48080503,280
48080509,2021S051248080509,48080509,442
48080518,2021S051248080518,48080518,504
48080542,2021S051248080542,48080542,575
48080545,2021S051248080545,48080545,419
48080595,2021S051248080595,48080595,266
48080451,2021S051248080451,48080451,211
48080445,2021S051248080445,48080445,558
48080446,2021S051248080446,48080446,456
48080336,2021S051248080336,48080336,65
48080453,2021S051248080453,48080453,464
48080454,2021S051248080454,48080454,578
48080450,2021S051248080450,48080450,131
48080287,2021S051248080287,48080287,226
48080290,2021S051248080290,48080290,391
48080291,2021S051248080291,48080291,1014
48080292,2021S051248080292,48080292,784
48080504,2021S051248080504,48080504,2762
48080505,2021S051248080505,48080505,759
48080508,2021S051248080508,48080508,325
48080596,2021S051248080596,48080596,4435
48080386,2021S051248080386,48080386,1069
48080387,2021S051248080387,48080387,1475
48080388,2021S051248080388,48080388,1238
48080389,2021S051248080389,48080389,375
48080390,2021S051248080390,48080390,309
48080391,2021S051248080391,48080391,410
48080392,2021S051248080392,48080392,453
48080393,2021S051248080393,48080393,377
48080394,2021S051248080394,48080394,338
48080395,2021S051248080395,48080395,392
48080398,2021S051248080398,48080398,453
48080399,2021S051248080399,48080399,393
48080400,2021S051248080400,48080400,1156
48080401,2021S051248080401,48080401,400
48080402,2021S051248080402,48080402,302
48080406,2021S051248080406,48080406,810
48080407,2021S051248080407,48080407,544
48080408,2021S051248080408,48080408,374
48080409,2021S051248080409,48080409,340
48080516,2021S051248080516,48080516,1755
48080517,2021S051248080517,48080517,433
48080382,2021S051248080382,48080382,775
48080377,2021S051248080377,48080377,374
48080378,2021S051248080378,48080378,400
48080271,2021S051248080271,48080271,364
48080272,2021S051248080272,48080272,478
48080273,2021S051248080273,48080273,435
48080274,2021S051248080274,48080274,474
48080275,2021S051248080275,48080275,489
48080280,2021S051248080280,48080280,766
48080283,2021S051248080283,48080283,396
48080410,2021S051248080410,48080410,874
48080426,2021S051248080426,48080426,254
48080427,2021S051248080427,48080427,636
48080436,2021S051248080436,48080436,525
48080437,2021S051248080437,48080437,597
48080439,2021S051248080439,48080439,498
48080440,2021S051248080440,48080440,476
48080448,2021S051248080448,48080448,512
48080538,2021S051248080538,48080538,356
48080540,2021S051248080540,48080540,441
48080544,2021S051248080544,48080544,885
48080547,2021S051248080547,48080547,542
48080413,2021S051248080413,48080413,497
48080414,2021S051248080414,48080414,498
48080415,2021S051248080415,48080415,977
48080416,2021S051248080416,48080416,443
48080417,2021S051248080417,48080417,513
48080418,2021S051248080418,48080418,330
48080419,2021S051248080419,48080419,446
48080420,2021S051248080420,48080420,550
48080421,2021S051248080421,48080421,562
48080422,2021S051248080422,48080422,499
48080423,2021S051248080423,48080423,476
48080424,2021S051248080424,48080424,601
48080425,2021S051248080425,48080425,471
48080541,2021S051248080541,48080541,468
48080281,2021S051248080281,48080281,168
48080276,2021S051248080276,48080276,590
48080277,2021S051248080277,48080277,522
48080278,2021S051248080278,48080278,694
48080279,2021S051248080279,48080279,664
48080430,2021S051248080430,48080430,448
48080431,2021S051248080431,48080431,396
48080432,2021S051248080432,48080432,255
48080433,2021S051248080433,48080433,834
48080434,2021S051248080434,48080434,363
48080435,2021S051248080435,48080435,613
48080438,2021S051248080438,48080438,343
48080429,2021S051248080429,48080429,19
48080428,2021S051248080428,48080428,598
48090049,2021S051248090049,48090049,601
48090050,2021S051248090050,48090050,613
48090051,2021S051248090051,48090051,555
48090052,2021S051248090052,48090052,566
48090053,2021S051248090053,48090053,575
48090054,2021S051248090054,48090054,541
48090055,2021S051248090055,48090055,547
48090056,2021S051248090056,48090056,479
48090057,2021S051248090057,48090057,437
48090058,2021S051248090058,48090058,611
48090071,2021S051248090071,48090071,580
48090072,2021S051248090072,48090072,504
48090073,2021S051248090073,48090073,411
48090074,2021S051248090074,48090074,555
48090075,2021S051248090075,48090075,515
48090076,2021S051248090076,48090076,559
48090077,2021S051248090077,48090077,409
48090079,2021S051248090079,48090079,526
48090080,2021S051248090080,48090080,450
48090081,2021S051248090081,48090081,546
48090082,2021S051248090082,48090082,431
48090083,2021S051248090083,48090083,393
48090085,2021S051248090085,48090085,461
48090084,2021S051248090084,48090084,21
48090078,2021S051248090078,48090078,470
48090059,2021S051248090059,48090059,388
48090060,2021S051248090060,48090060,591
48090061,2021S051248090061,48090061,378
48090062,2021S051248090062,48090062,399
48090063,2021S051248090063,48090063,578
48090064,2021S051248090064,48090064,524
48090065,2021S051248090065,48090065,386
48090066,2021S051248090066,48090066,1068
48090067,2021S051248090067,48090067,520
48090068,2021S051248090068,48090068,498
48090069,2021S051248090069,48090069,408
48090070,2021S051248090070,48090070,1027
48090046,2021S051248090046,48090046,464
48090048,2021S051248090048,48090048,340
48090047,2021S051248090047,48090047,644
48090086,2021S051248090086,48090086,
48100209,2021S051248100209,48100209,610
48100210,2021S051248100210,48100210,559
48100211,2021S051248100211,48100211,605
48100244,2021S051248100244,48100244,509
48100246,2021S051248100246,48100246,504
48100249,2021S051248100249,48100249,510
48100251,2021S051248100251,48100251,180
48100252,2021S051248100252,48100252,716
48100255,2021S051248100255,48100255,542
48100256,2021S051248100256,48100256,491
48100257,2021S051248100257,48100257,395
48100260,2021S051248100260,48100260,556
48100261,2021S051248100261,48100261,546
48100262,2021S051248100262,48100262,393
48100367,2021S051248100367,48100367,712
48100390,2021S051248100390,48100390,676
48100253,2021S051248100253,48100253,460
48100254,2021S051248100254,48100254,388
48100258,2021S051248100258,48100258,162
48100250,2021S051248100250,48100250,126
48100259,2021S051248100259,48100259,412
48100212,2021S051248100212,48100212,351
48100213,2021S051248100213,48100213,395
48100214,2021S051248100214,48100214,388
48100215,2021S051248100215,48100215,578
48100216,2021S051248100216,48100216,163
48100217,2021S051248100217,48100217,390
48100218,2021S051248100218,48100218,367
48100219,2021S051248100219,48100219,389
48100220,2021S051248100220,48100220,627
48100221,2021S051248100221,48100221,404
48100222,2021S051248100222,48100222,363
48100223,2021S051248100223,48100223,544
48100224,2021S051248100224,48100224,433
48100225,2021S051248100225,48100225,523
48100226,2021S051248100226,48100226,493
48100227,2021S051248100227,48100227,497
48100228,2021S051248100228,48100228,599
48100229,2021S051248100229,48100229,562
48100230,2021S051248100230,48100230,642
48100231,2021S051248100231,48100231,612
48100232,2021S051248100232,48100232,583
48100233,2021S051248100233,48100233,405
48100234,2021S051248100234,48100234,1233
48100235,2021S051248100235,48100235,1423
48100236,2021S051248100236,48100236,741
48100237,2021S051248100237,48100237,566
48100238,2021S051248100238,48100238,1558
48100239,2021S051248100239,48100239,368
48100240,2021S051248100240,48100240,541
48100241,2021S051248100241,48100241,981
48100242,2021S051248100242,48100242,427
48100243,2021S051248100243,48100243,626
48100245,2021S051248100245,48100245,216
48100369,2021S051248100369,48100369,456
48100201,2021S051248100201,48100201,978
48100202,2021S051248100202,48100202,548
48100207,2021S051248100207,48100207,602
48100208,2021S051248100208,48100208,476
48100263,2021S051248100263,48100263,432
48100265,2021S051248100265,48100265,365
48100344,2021S051248100344,48100344,388
48100345,2021S051248100345,48100345,425
48100348,2021S051248100348,48100348,374
48100349,2021S051248100349,48100349,350
48100368,2021S051248100368,48100368,930
48100203,2021S051248100203,48100203,799
48100204,2021S051248100204,48100204,445
48100205,2021S051248100205,48100205,400
48100206,2021S051248100206,48100206,401
48100266,2021S051248100266,48100266,484
48100264,2021S051248100264,48100264,338
48100346,2021S051248100346,48100346,472
48100347,2021S051248100347,48100347,514
48100267,2021S051248100267,48100267,380
48100279,2021S051248100279,48100279,446
48100338,2021S051248100338,48100338,420
48100339,2021S051248100339,48100339,78
48100340,2021S051248100340,48100340,430
48100342,2021S051248100342,48100342,410
48100343,2021S051248100343,48100343,428
48100350,2021S051248100350,48100350,422
48100268,2021S051248100268,48100268,628
48100269,2021S051248100269,48100269,446
48100270,2021S051248100270,48100270,531
48100271,2021S051248100271,48100271,422
48100272,2021S051248100272,48100272,580
48100273,2021S051248100273,48100273,507
48100274,2021S051248100274,48100274,578
48100275,2021S051248100275,48100275,498
48100276,2021S051248100276,48100276,525
48100277,2021S051248100277,48100277,460
48100278,2021S051248100278,48100278,514
48100341,2021S051248100341,48100341,187
48100351,2021S051248100351,48100351,765
48100295,2021S051248100295,48100295,553
48100296,2021S051248100296,48100296,492
48100303,2021S051248100303,48100303,454
48100304,2021S051248100304,48100304,572
48100305,2021S051248100305,48100305,592
48100307,2021S051248100307,48100307,826
48100308,2021S051248100308,48100308,583
48100334,2021S051248100334,48100334,648
48100335,2021S051248100335,48100335,653
48100337,2021S051248100337,48100337,491
48100357,2021S051248100357,48100357,492
48100358,2021S051248100358,48100358,503
48100360,2021S051248100360,48100360,432
48100362,2021S051248100362,48100362,542
48100363,2021S051248100363,48100363,161
48100336,2021S051248100336,48100336,153
48100309,2021S051248100309,48100309,0
48100310,2021S051248100310,48100310,316
48100311,2021S051248100311,48100311,195
48100312,2021S051248100312,48100312,353
48100313,2021S051248100313,48100313,389
48100314,2021S051248100314,48100314,356
48100315,2021S051248100315,48100315,632
48100316,2021S051248100316,48100316,379
48100317,2021S051248100317,48100317,346
48100318,2021S051248100318,48100318,429
48100319,2021S051248100319,48100319,829
48100320,2021S051248100320,48100320,5535
48100321,2021S051248100321,48100321,403
48100322,2021S051248100322,48100322,324
48100323,2021S051248100323,48100323,515
48100324,2021S051248100324,48100324,371
48100325,2021S051248100325,48100325,426
48100326,2021S051248100326,48100326,601
48100327,2021S051248100327,48100327,443
48100328,2021S051248100328,48100328,405
48100329,2021S051248100329,48100329,452
48100330,2021S051248100330,48100330,380
48100331,2021S051248100331,48100331,362
48100332,2021S051248100332,48100332,482
48100333,2021S051248100333,48100333,3188
48100352,2021S051248100352,48100352,348
48100353,2021S051248100353,48100353,387
48100354,2021S051248100354,48100354,209
48100355,2021S051248100355,48100355,684
48100356,2021S051248100356,48100356,0
48100306,2021S051248100306,48100306,852
48100297,2021S051248100297,48100297,406
48100298,2021S051248100298,48100298,298
48100299,2021S051248100299,48100299,420
48100300,2021S051248100300,48100300,514
48100301,2021S051248100301,48100301,441
48100302,2021S051248100302,48100302,424
48100364,2021S051248100364,48100364,419
48100365,2021S051248100365,48100365,422
48100366,2021S051248100366,48100366,604
48100359,2021S051248100359,48100359,543
48100283,2021S051248100283,48100283,704
48100284,2021S051248100284,48100284,249
48100287,2021S051248100287,48100287,678
48100290,2021S051248100290,48100290,657
48100291,2021S051248100291,48100291,543
48100293,2021S051248100293,48100293,485
48100294,2021S051248100294,48100294,96
48100292,2021S051248100292,48100292,257
48100288,2021S051248100288,48100288,861
48100289,2021S051248100289,48100289,555
48100196,2021S051248100196,48100196,475
48100280,2021S051248100280,48100280,396
48100282,2021S051248100282,48100282,491
48100285,2021S051248100285,48100285,395
48100377,2021S051248100377,48100377,528
48100380,2021S051248100380,48100380,461
48100383,2021S051248100383,48100383,608
48100391,2021S051248100391,48100391,400
48100286,2021S051248100286,48100286,366
48100281,2021S051248100281,48100281,689
48100382,2021S051248100382,48100382,246
48100195,2021S051248100195,48100195,625
48100371,2021S051248100371,48100371,535
48100372,2021S051248100372,48100372,584
48100394,2021S051248100394,48100394,756
48100395,2021S051248100395,48100395,573
48100200,2021S051248100200,48100200,0
48100361,2021S051248100361,48100361,141
48111747,2021S051248111747,48111747,485
48111748,2021S051248111748,48111748,683
48111750,2021S051248111750,48111750,553
48111757,2021S051248111757,48111757,532
48111776,2021S051248111776,48111776,437
48111777,2021S051248111777,48111777,472
48111778,2021S051248111778,48111778,525
48111781,2021S051248111781,48111781,546
48111798,2021S051248111798,48111798,596
48111799,2021S051248111799,48111799,544
48112066,2021S051248112066,48112066,640
48112067,2021S051248112067,48112067,671
48112068,2021S051248112068,48112068,517
48112069,2021S051248112069,48112069,880
48112070,2021S051248112070,48112070,658
48112071,2021S051248112071,48112071,464
48112441,2021S051248112441,48112441,759
48112443,2021S051248112443,48112443,473
48112767,2021S051248112767,48112767,777
48111751,2021S051248111751,48111751,770
48111752,2021S051248111752,48111752,949
48111753,2021S051248111753,48111753,487
48111754,2021S051248111754,48111754,423
48111755,2021S051248111755,48111755,928
48111756,2021S051248111756,48111756,728
48111758,2021S051248111758,48111758,530
48111759,2021S051248111759,48111759,655
48111760,2021S051248111760,48111760,434
48111761,2021S051248111761,48111761,516
48111762,2021S051248111762,48111762,578
48111763,2021S051248111763,48111763,606
48111764,2021S051248111764,48111764,383
48111765,2021S051248111765,48111765,679
48111766,2021S051248111766,48111766,455
48111767,2021S051248111767,48111767,348
48111768,2021S051248111768,48111768,566
48111769,2021S051248111769,48111769,626
48111770,2021S051248111770,48111770,503
48111771,2021S051248111771,48111771,637
48111772,2021S051248111772,48111772,793
48111783,2021S051248111783,48111783,39
48112765,2021S051248112765,48112765,143
48112062,2021S051248112062,48112062,113
48112064,2021S051248112064,48112064,74
48112065,2021S051248112065,48112065,71
48111780,2021S051248111780,48111780,162
48111782,2021S051248111782,48111782,55
48111744,2021S051248111744,48111744,435
48111745,2021S051248111745,48111745,557
48111746,2021S051248111746,48111746,420
48112445,2021S051248112445,48112445,478
48111692,2021S051248111692,48111692,743
48111693,2021S051248111693,48111693,1002
48111694,2021S051248111694,48111694,495
48111695,2021S051248111695,48111695,608
48111696,2021S051248111696,48111696,1130
48111697,2021S051248111697,48111697,1091
48111712,2021S051248111712,48111712,355
48111740,2021S051248111740,48111740,525
48111741,2021S051248111741,48111741,524
48111786,2021S051248111786,48111786,600
48111788,2021S051248111788,48111788,591
48111790,2021S051248111790,48111790,542
48111791,2021S051248111791,48111791,473
48111795,2021S051248111795,48111795,527
48111797,2021S051248111797,48111797,660
48112053,2021S051248112053,48112053,614
48112055,2021S051248112055,48112055,453
48112056,2021S051248112056,48112056,503
48112369,2021S051248112369,48112369,590
48112447,2021S051248112447,48112447,384
48112449,2021S051248112449,48112449,1302
48112453,2021S051248112453,48112453,704
48111700,2021S051248111700,48111700,497
48111701,2021S051248111701,48111701,423
48111702,2021S051248111702,48111702,492
48111704,2021S051248111704,48111704,521
48111705,2021S051248111705,48111705,387
48111708,2021S051248111708,48111708,328
48112297,2021S051248112297,48112297,794
48112298,2021S051248112298,48112298,618
48112299,2021S051248112299,48112299,782
48112432,2021S051248112432,48112432,2916
48112433,2021S051248112433,48112433,2762
48112438,2021S051248112438,48112438,2096
48112439,2021S051248112439,48112439,2130
48112454,2021S051248112454,48112454,2409
48112455,2021S051248112455,48112455,3104
48112456,2021S051248112456,48112456,157
48112457,2021S051248112457,48112457,162
48112458,2021S051248112458,48112458,310
48111713,2021S051248111713,48111713,665
48111714,2021S051248111714,48111714,451
48111715,2021S051248111715,48111715,583
48111716,2021S051248111716,48111716,833
48111717,2021S051248111717,48111717,468
48111718,2021S051248111718,48111718,401
48111719,2021S051248111719,48111719,583
48111720,2021S051248111720,48111720,720
48111721,2021S051248111721,48111721,305
48111722,2021S051248111722,48111722,722
48111723,2021S051248111723,48111723,497
48111724,2021S051248111724,48111724,746
48111725,2021S051248111725,48111725,601
48111726,2021S051248111726,48111726,4400
48111727,2021S051248111727,48111727,620
48111728,2021S051248111728,48111728,509
48111729,2021S051248111729,48111729,348
48111730,2021S051248111730,48111730,5140
48111731,2021S051248111731,48111731,495
48111732,2021S051248111732,48111732,456
48111734,2021S051248111734,48111734,558
48111735,2021S051248111735,48111735,468
48112302,2021S051248112302,48112302,1975
48112303,2021S051248112303,48112303,321
48112371,2021S051248112371,48112371,2351
48112372,2021S051248112372,48112372,2583
48112373,2021S051248112373,48112373,2181
48112374,2021S051248112374,48112374,805
48112375,2021S051248112375,48112375,2706
48112376,2021S051248112376,48112376,603
48111802,2021S051248111802,48111802,613
48111803,2021S051248111803,48111803,541
48111804,2021S051248111804,48111804,475
48111805,2021S051248111805,48111805,411
48111806,2021S051248111806,48111806,431
48111807,2021S051248111807,48111807,585
48111808,2021S051248111808,48111808,488
48111809,2021S051248111809,48111809,521
48111810,2021S051248111810,48111810,343
48112344,2021S051248112344,48112344,0
48112345,2021S051248112345,48112345,1682
48112428,2021S051248112428,48112428,455
48111792,2021S051248111792,48111792,530
48111793,2021S051248111793,48111793,439
48111794,2021S051248111794,48111794,733
48111796,2021S051248111796,48111796,481
48111787,2021S051248111787,48111787,42
48111789,2021S051248111789,48111789,967
48111785,2021S051248111785,48111785,30
48111784,2021S051248111784,48111784,248
48112054,2021S051248112054,48112054,676
48112052,2021S051248112052,48112052,567
48112037,2021S051248112037,48112037,498
48112038,2021S051248112038,48112038,560
48112039,2021S051248112039,48112039,391
48112040,2021S051248112040,48112040,1690
48112042,2021S051248112042,48112042,468
48112043,2021S051248112043,48112043,717
48112357,2021S051248112357,48112357,943
48112358,2021S051248112358,48112358,742
48112359,2021S051248112359,48112359,678
48112362,2021S051248112362,48112362,604
48112034,2021S051248112034,48112034,1112
48112048,2021S051248112048,48112048,819
48112049,2021S051248112049,48112049,803
48112050,2021S051248112050,48112050,1252
48112051,2021S051248112051,48112051,857
48112350,2021S051248112350,48112350,557
48112352,2021S051248112352,48112352,536
48112354,2021S051248112354,48112354,602
48112360,2021S051248112360,48112360,641
48111811,2021S051248111811,48111811,598
48111812,2021S051248111812,48111812,566
48111813,2021S051248111813,48111813,643
48111814,2021S051248111814,48111814,651
48111815,2021S051248111815,48111815,447
48111816,2021S051248111816,48111816,422
48111817,2021S051248111817,48111817,558
48111818,2021S051248111818,48111818,715
48111819,2021S051248111819,48111819,515
48111820,2021S051248111820,48111820,469
48111821,2021S051248111821,48111821,570
48111822,2021S051248111822,48111822,409
48111840,2021S051248111840,48111840,617
48111841,2021S051248111841,48111841,470
48111843,2021S051248111843,48111843,641
48111844,2021S051248111844,48111844,629
48111845,2021S051248111845,48111845,657
48111846,2021S051248111846,48111846,593
48111847,2021S051248111847,48111847,804
48111848,2021S051248111848,48111848,857
48111849,2021S051248111849,48111849,1021
48111850,2021S051248111850,48111850,1127
48111851,2021S051248111851,48111851,656
48111854,2021S051248111854,48111854,1213
48111855,2021S051248111855,48111855,1404
48111856,2021S051248111856,48111856,384
48111886,2021S051248111886,48111886,1794
48112014,2021S051248112014,48112014,650
48112015,2021S051248112015,48112015,861
48112023,2021S051248112023,48112023,644
48112025,2021S051248112025,48112025,771
48112026,2021S051248112026,48112026,623
48112028,2021S051248112028,48112028,734
48112031,2021S051248112031,48112031,882
48112032,2021S051248112032,48112032,554
48112033,2021S051248112033,48112033,775
48112057,2021S051248112057,48112057,762
48112058,2021S051248112058,48112058,630
48112059,2021S051248112059,48112059,914
48112180,2021S051248112180,48112180,635
48112275,2021S051248112275,48112275,574
48112276,2021S051248112276,48112276,43
48112277,2021S051248112277,48112277,557
48112419,2021S051248112419,48112419,670
48112420,2021S051248112420,48112420,486
48112843,2021S051248112843,48112843,529
48112846,2021S051248112846,48112846,481
48112030,2021S051248112030,48112030,229
48112029,2021S051248112029,48112029,27
48112022,2021S051248112022,48112022,18
48112024,2021S051248112024,48112024,29
48112019,2021S051248112019,48112019,24
48111842,2021S051248111842,48111842,711
48111825,2021S051248111825,48111825,1585
48111826,2021S051248111826,48111826,363
48111827,2021S051248111827,48111827,514
48111828,2021S051248111828,48111828,395
48111829,2021S051248111829,48111829,409
48111830,2021S051248111830,48111830,405
48111831,2021S051248111831,48111831,577
48111833,2021S051248111833,48111833,467
48111835,2021S051248111835,48111835,612
48111836,2021S051248111836,48111836,517
48111837,2021S051248111837,48111837,1879
48111838,2021S051248111838,48111838,640
48111839,2021S051248111839,48111839,457
48112256,2021S051248112256,48112256,1334
48112257,2021S051248112257,48112257,411
48112258,2021S051248112258,48112258,2096
48112259,2021S051248112259,48112259,540
48112260,2021S051248112260,48112260,1121
48112261,2021S051248112261,48112261,94
48112262,2021S051248112262,48112262,3577
48111858,2021S051248111858,48111858,684
48111859,2021S051248111859,48111859,421
48111860,2021S051248111860,48111860,665
48111861,2021S051248111861,48111861,511
48111862,2021S051248111862,48111862,650
48111863,2021S051248111863,48111863,864
48111865,2021S051248111865,48111865,369
48111868,2021S051248111868,48111868,397
48111869,2021S051248111869,48111869,587
48111870,2021S051248111870,48111870,301
48111871,2021S051248111871,48111871,2210
48111872,2021S051248111872,48111872,1218
48111873,2021S051248111873,48111873,405
48111874,2021S051248111874,48111874,670
48111875,2021S051248111875,48111875,479
48111876,2021S051248111876,48111876,542
48111877,2021S051248111877,48111877,777
48111878,2021S051248111878,48111878,1683
48111880,2021S051248111880,48111880,847
48111882,2021S051248111882,48111882,424
48111883,2021S051248111883,48111883,532
48111884,2021S051248111884,48111884,534
48112182,2021S051248112182,48112182,454
48112183,2021S051248112183,48112183,313
48112185,2021S051248112185,48112185,2039
48112811,2021S051248112811,48112811,1239
48112812,2021S051248112812,48112812,1516
48112813,2021S051248112813,48112813,2013
48112814,2021S051248112814,48112814,1312
48112815,2021S051248112815,48112815,1442
48112816,2021S051248112816,48112816,1330
48112817,2021S051248112817,48112817,1949
48112818,2021S051248112818,48112818,2097
