perturbation_idx,majority_eg_pct,minority_eg_pct,asymmetry_pp,majority_mm_pp,minority_mm_pp,majority_declination,minority_declination,majority_seats_at_50_ndp,minority_seats_at_50_ndp,majority_ndp_seats,minority_ndp_seats,majority_conservation_pass,minority_conservation_pass,majority_coverage_frac,minority_coverage_frac
114,-5.3520376443064785,2.1639168749909974,7.515954519297477,-1.483172496543922,-1.7409616410483941,-0.05874556768314231,-0.01273857153706017,49,46,41,34,True,True,0.9166811348386544,0.894970940225876
115,-5.507229315355793,0.515617904153645,6.022847219509438,-1.3476187022001096,-1.4779043323785934,-0.05862450858181482,-0.024523360888691854,49,43,41,35,True,True,0.9168165344231523,0.8950193730868553
116,-5.60758340007086,0.7384968963313935,6.346080296402254,-1.361347109283656,-1.7780253319419126,-0.05837929765888782,-0.025953622966920095,49,45,41,35,True,True,0.9168123808338539,0.8948766659929042
117,-2.4999086488846936,0.8300978098420934,3.3300064587267872,-1.5404299046989367,-1.949297983239251,-0.04537585798831551,-0.022320035189405868,48,46,40,35,True,True,0.9166452676588535,0.8948493957649281
118,-2.4144282174239673,0.6178264166498073,3.032254634073775,-1.3134196117645713,-1.503424975926082,-0.04631092536311859,-0.027208680771862764,49,44,40,35,True,True,0.9167643612604731,0.8951222079568019
119,-5.611840567403432,0.8704192747989683,6.482259842202401,-1.37855224341088,-1.4687840693266119,-0.058388926774430215,-0.013724899913070474,49,44,41,34,True,True,0.9167952608596297,0.8949274263733829
120,-2.3557962399054952,0.6379287052471052,2.9937249451526005,-1.4254386048905665,-1.6532776506756997,-0.046019840409144204,-0.025959088223036792,49,45,40,35,True,True,0.9167654255730957,0.8956647527860059
121,-2.425892112440315,0.820838106872027,3.2467302193123424,-1.5577780272765407,-1.9534227202596122,-0.045950530022152596,-0.02259535710184455,49,46,40,35,True,True,0.9166750558496121,0.8946807689609795
122,-2.2647818751330964,0.9062277792936162,3.1710096544267126,-1.6518162970140582,-1.9853970241433205,-0.04483530629455981,-0.026259747916011947,49,46,40,35,True,True,0.9167155427754943,0.8956333885179363
123,-2.3428879530404148,0.675377922817208,3.018265875857623,-1.3307150106326437,-1.229173801068828,-0.045925779216843564,-0.01155053691607533,49,44,40,34,True,True,0.9167714930569376,0.8950976669197019
124,-2.2984785881316805,0.9238681979147796,3.2223467860464603,-1.7134093703360997,-1.5877941984150545,-0.046408876375051734,-0.013149802999028187,49,44,40,34,True,True,0.9167716854459421,0.8953216981238369
125,-5.473737854523112,0.6683450186925144,6.142082873215626,-1.3833016113766583,-1.6536018418679688,-0.04564864238263053,-0.004532210495827686,49,44,40,33,True,True,0.9167890521106394,0.8954433289898723
126,-5.515313502008956,0.5996591409996609,6.114972643008617,-1.421639352990478,-2.0600631542948777,-0.05892992694379678,-0.025016583591846747,49,45,41,35,True,True,0.9167310646456545,0.8954223131663335
127,-5.6089666421555755,0.7028637161304784,6.311830358286054,-1.6097219505081029,-1.9936761316522944,-0.058516169046165994,-0.023827713806563317,49,46,41,35,True,True,0.9167615337001359,0.8951062274270519
128,-2.2237003898900927,0.7716686773346585,2.9953690672247513,-1.9798010643833241,-1.8444200650106934,-0.0462602115337235,-0.013088773380367546,49,45,40,34,True,True,0.916787848798533,0.8952875572693322
129,-2.3389950866975586,0.49287817474904566,2.831873261446604,-1.457275403017294,-1.5552855756462036,-0.04550506061545676,-0.025074858964975737,49,44,40,35,True,True,0.916735658684996,0.8943199683418754
130,-2.364670054590585,0.8067727728965517,3.1714428274871365,-1.3119183367543863,-1.5034662386599729,-0.04610345458932841,-0.012753122938018259,49,44,40,34,True,True,0.9167112682606657,0.8947662784796917
131,-5.519064292256012,0.8390646459471627,6.358128938203174,-1.4757111518153843,-1.462196425458201,-0.05911432301790748,-0.01348285267204353,49,44,41,34,True,True,0.9168177159434925,0.8952405790583073
132,-2.250010158498438,0.8938032155971668,3.1438133740956054,-1.363205264027073,-1.8837652485204692,-0.04487381602941913,-0.023341315437326364,49,46,40,35,True,True,0.9166587610851876,0.8952819256920899
133,-2.432452810214434,0.716066419814116,3.14851923002855,-1.3865758148734364,-1.6525299458826803,-0.04587954638392238,-0.02486659427152125,49,45,40,35,True,True,0.9169695720050435,0.8950386123520552
134,-2.149328038969789,0.7522688658501961,2.901596904819985,-1.3429243457889095,-2.0492252064625625,-0.045286083856987264,-0.012579413897683788,49,47,40,34,True,True,0.916793170292437,0.8947427926551949
