map,name,tier,confidence,area_km2,perimeter_km,polsby_popper,reock
majority_2026_approx,Spruce Grove,A,high,68.47327197135337,45.36557048938801,0.41809809779487644,0.39274801920802926
majority_2026_approx,St. Albert,A,high,38.86205754699153,35.858886956330586,0.379788704758234,0.5140984187733536
majority_2026_approx,St. Albert-Sturgeon,C,low,,,,
majority_2026_approx,Stony Plain-Drayton Valley,C,low,,,,
majority_2026_approx,Strathcona-Sherwood Park,A,high,642.6042363172512,124.55081992236148,0.5205473819657017,0.5835103184155356
majority_2026_approx,Sylvan Lake-Innisfail,C,low,,,,
majority_2026_approx,Taber-Cardston,C,low,,,,
majority_2026_approx,West Yellowhead,A,high,48312.78558996547,1570.3429383423907,0.24619709872483342,0.5179007071093541
majority_2026_approx,Wetaskiwin-Ponoka-Maskwacis,A,high,4219.521190295812,359.4883311680612,0.41030181714838615,0.5058703241892352
minority_2026_approx,Airdrie East,A,high,714.2497346856494,144.00105764508152,0.43284119562997914,0.33459145290931014
minority_2026_approx,Barrhead-Westlock-Athabasca,C,low,,,,
minority_2026_approx,Medicine Hat-Brooks,A,high,13741.637276091753,753.6070934004484,0.3040593686976302,0.40080277637018824
minority_2026_approx,Calgary-Acadia,A,high,40.01907229345469,37.73056787500512,0.35325652898000537,0.3106941292415585
minority_2026_approx,Calgary-Beddington,A,high,27.63926399550034,27.18773344822112,0.4698836474464151,0.5301177829135779
minority_2026_approx,Calgary-Bow-Springbank,C,low,,,,
minority_2026_approx,Calgary-Buffalo,A,high,10.555415893432473,21.444322366873138,0.2884433687967345,0.28880831367852194
minority_2026_approx,Calgary-Cross,A,high,15.797321777851666,19.62944099128248,0.5152019102930326,0.419185403691037
minority_2026_approx,Calgary-Currie,A,high,15.929957553319134,21.40937001266997,0.4367337015645022,0.5720876782578662
minority_2026_approx,Calgary-East,A,high,25.151641050995398,31.958504514602065,0.30945912517495017,0.27780475748414424
minority_2026_approx,Calgary-Edgemont,A,high,19.16584124233419,19.26628830434078,0.6488460135361873,0.6090599757695948
minority_2026_approx,Calgary-Elbow,A,high,19.042863596009674,28.29736535204806,0.2988478367093223,0.3928288992727916
minority_2026_approx,Calgary-Falconridge,A,high,15.10121512180346,19.514793347811004,0.49830339370453064,0.4040588161597004
minority_2026_approx,Calgary-Fish Creek,A,high,28.177906637294715,23.03346526663239,0.6674212489556202,0.6223332608677912
minority_2026_approx,Calgary-Foothills-Airdrie West,C,low,,,,
minority_2026_approx,Calgary-Glenmore,A,high,29.208237450220945,31.116544776513535,0.379081405279447,0.41994122380212046
minority_2026_approx,Calgary-Hays,A,high,24.01215878914781,28.12134282609988,0.38156537755779635,0.25295069937980325
minority_2026_approx,Calgary-Klein,A,high,37.41797659363021,34.309646166679386,0.3994456394604435,0.4135532712820061
minority_2026_approx,Calgary-Lougheed,A,high,33.12296373358274,33.98793947761039,0.3603208394678235,0.3695322439868244
minority_2026_approx,Calgary-McCall-Bhullar,C,low,,,,
minority_2026_approx,Calgary-Mountain View,A,high,17.842436590439924,25.561745139293755,0.3431492271846526,0.3243977604730564
minority_2026_approx,Calgary-North,A,high,21.197383564875107,22.002539342481306,0.5502328435516436,0.43848256231255106
