perturbation_idx,majority_eg_pct,minority_eg_pct,asymmetry_pp,majority_mm_pp,minority_mm_pp,majority_declination,minority_declination,majority_seats_at_50_ndp,minority_seats_at_50_ndp,majority_ndp_seats,minority_ndp_seats,majority_conservation_pass,minority_conservation_pass,majority_coverage_frac,minority_coverage_frac
57,-2.3896366307497314,-0.8259714692317609,1.5636651615179706,-2.015594140497684,-1.1864501190621213,-0.04427858669179166,-0.03495874566468446,49,43,40,36,True,True,0.9155040235160327,0.8949436405809708
58,-5.955037108647694,2.1826143127674036,8.137651421415098,-1.1297511519729297,-1.5089439678162953,-0.04504682455142361,-0.02005019410058985,49,45,40,35,True,True,0.9155514872153828,0.8951132499782879
59,-2.438311138142356,2.1729794849733803,4.611290623115736,-1.2575104131884174,-1.1992184845899423,-0.04591860650296422,-0.007609449540549078,48,44,40,34,True,True,0.9152326963555271,0.8955223032158746
60,-2.117854674167078,0.6548160474389634,2.7726707216060418,-1.4545522855503756,-2.214955307851141,-0.029192712766072104,-0.024000637453222368,49,46,39,35,True,True,0.915560304761868,0.8953617293581427
61,-5.767963691554334,0.6222285958413927,6.390192287395727,-1.3505509249617964,-1.5648842383361394,-0.056856282250885626,-0.01987881509842331,49,46,41,35,True,True,0.9151875133634209,0.8955699750880398
62,-2.1834909928159383,0.7676838799582874,2.9511748727742257,-1.6095347807291882,-1.6676519495290532,-0.04269799165056158,-0.01727737897359044,49,46,40,35,True,True,0.9156617259910683,0.894808280155527
63,-2.608075425716092,2.1735573507738337,4.781632776489926,-1.427584276415017,-1.9299483296512043,-0.05611873586964193,-0.0021870351907775478,49,46,41,33,True,True,0.9153757851146442,0.8942598615045926
64,-5.151897650032631,0.5816762645267018,5.733573914559333,-1.5116556788972724,-1.3451775749752481,-0.056195508786190555,-0.02288103167241979,49,43,41,35,True,True,0.9152204245979038,0.895350968360612
65,-5.442994324158535,2.2200570246877454,7.663051348846281,-1.1608769074912595,-2.1827625991094832,-0.05694210723934269,-0.011399228353618925,49,47,41,34,True,True,0.9156415785241253,0.8954239699993637
66,-5.280303658019983,0.8149724698265183,6.095276127846502,-1.681926322294408,-1.2802419548583244,-0.04427689572779162,-0.03462453909247869,49,44,40,36,True,True,0.9154644199193642,0.8954319423555265
