OBJECTID,VA_NUMBER,parent_ed_2019,va_ndp,va_ucp,va_other,ed_2026_maj,ed_2026_min
2590,030,Calgary-Varsity,143.25,112.5,3.25,Calgary-Varsity,Calgary-Klein
2591,030,Athabasca-Barrhead-Westlock,92.0,269.0,0.0,Barrhead-Westlock-Athabasca,Barrhead-Westlock-Athabasca
2592,021,Calgary-Edgemont,105.33333333333333,136.33333333333334,5.0,Calgary-Edgemont,Calgary-Edgemont
2593,030,Calgary-Hays,93.6,147.4,5.6,Calgary-Hays,Calgary-Hays
2594,029,Edmonton-McClung,70.6,50.8,6.0,Edmonton-McClung,Edmonton-McClung
2595,010,St. Albert,142.75,110.75,7.0,St. Albert,St Albert
2596,022,St. Albert,140.0,106.0,7.333333333333333,St. Albert,St Albert
2597,002,Calgary-West,99.6,122.4,5.0,Calgary-West-Elbow Valley,Calgary-Bow-Springbank
2598,037,Calgary-Bow,115.5,154.5,7.0,Calgary-Bow,Calgary-Bow-Springbank
2599,022,Edmonton-McClung,140.8,104.0,6.0,Edmonton-McClung,Edmonton-McClung
2600,052,Livingstone-Macleod,30.125,113.125,8.0,Livingstone-Macleod,Lethbridge-Fort Macleod-Crowsnest Pass
2601,042,Calgary-Currie,113.4,101.8,13.0,Calgary-Currie,Calgary-Currie
2602,022,Fort McMurray-Lac La Biche,23.0,123.66666666666667,4.0,Fort McMurray-Lac La Biche,Fort McMurray-Lac La Biche
2603,024,Edmonton-Highlands-Norwood,209.66666666666666,53.666666666666664,9.666666666666666,Edmonton-Highlands-Norwood,Edmonton-Highlands-Norwood
2604,001,St. Albert,114.5,83.25,5.0,St. Albert,St Albert
2605,029,Grande Prairie,28.666666666666668,76.0,7.333333333333333,Grande Prairie,Grande Prairie
2606,027,Innisfail-Sylvan Lake,48.0,297.0,30.0,Sylvan Lake-Innisfail,Red Deer-Innisfail
2607,039,Leduc-Beaumont,55.888888888888886,98.55555555555556,5.222222222222222,Leduc-Devon,Leduc
2608,003,Edmonton-West Henday,84.75,66.0,8.75,Edmonton-North West,Edmonton-North West
2609,044,Calgary-Currie,113.4,101.8,13.0,Calgary-Currie,Calgary-Currie
2610,010,Lethbridge-West,100.2,116.6,5.6,Lethbridge-West,Lethbridge-Cardston
2611,034,Taber-Warner,39.833333333333336,123.0,17.333333333333332,Livingstone-Macleod,Lethbridge-Little Bow
2612,001,Athabasca-Barrhead-Westlock,22.0,107.5,0.0,Lesser Slave Lake,Lesser Slave Lake
2613,028,West Yellowhead,29.923076923076923,133.07692307692307,0.0,West Yellowhead,West Yellowhead
2614,044,Lac Ste. Anne-Parkland,45.5,115.25,11.25,Spruce Grove,Lac Ste Anne-Parkland
2615,045,Banff-Kananaskis,95.33333333333333,42.666666666666664,5.0,Canmore-Banff,Canmore-Kananaskis
2616,021,Athabasca-Barrhead-Westlock,56.166666666666664,148.0,0.0,Barrhead-Westlock-Athabasca,Barrhead-Westlock-Athabasca
2617,038,Edmonton-North West,122.66666666666667,103.0,4.0,Edmonton-North West,Edmonton-North West
2618,040,Athabasca-Barrhead-Westlock,43.5,206.0,0.0,Barrhead-Westlock-Athabasca,Barrhead-Westlock-Athabasca
2619,038,Calgary-Hays,90.16666666666667,140.83333333333334,7.166666666666667,Calgary-Hays,Calgary-Hays
2620,027,Grande Prairie-Wapiti,17.4,88.8,4.6,Grande Prairie-Wapiti,Grande Prairie-Wapiti
2621,037,Drumheller-Stettler,12.0,204.0,8.0,Drumheller-Stettler,Drumheller-Stettler
2622,002,Lethbridge-West,109.0,121.8,11.4,Lethbridge-West,Lethbridge-Little Bow
2623,048,Highwood,51.1578947368421,115.84210526315789,4.368421052631579,Okotoks-Diamond Valley,Highwood
2624,026,Edmonton-Glenora,163.75,54.0,5.0,Edmonton-Glenora-Riverview,Edmonton-Glenora-Riverview
2625,040,Edmonton-McClung,101.75,84.25,4.75,Edmonton-McClung,Edmonton-McClung
2626,032,Edmonton-Riverview,185.0,91.75,5.25,Edmonton-McClung,Edmonton-McClung
2627,044,Fort Saskatchewan-Vegreville,81.25,89.25,11.5,Fort Saskatchewan-Vegreville,Fort Saskatchewan-Vegreville
2628,064,Livingstone-Macleod,180.0,344.0,42.0,Livingstone-Macleod,Lethbridge-Fort Macleod-Crowsnest Pass
2629,032,Airdrie-Cochrane,69.2,112.26666666666667,7.066666666666666,Cochrane-Springbank,Calgary-Nolan Hill-Cochrane
2630,016,Calgary-Klein,111.83333333333333,112.83333333333333,5.666666666666667,Calgary-Klein,Calgary-Klein
2631,015,Calgary-Klein,125.0,126.5,7.0,Calgary-Klein,Calgary-Klein
2632,028,Highwood,45.875,159.875,4.75,Okotoks-Diamond Valley,Highwood
2633,034,Calgary-Varsity,172.66666666666666,122.0,4.0,Calgary-Varsity,Calgary-Klein
2634,007,Fort Saskatchewan-Vegreville,14.0,70.0,8.0,Fort Saskatchewan-Vegreville,Fort Saskatchewan-Vegreville
2635,032,Banff-Kananaskis,59.0,36.5,3.5,Canmore-Banff,Canmore-Kananaskis
2636,053,Drayton Valley-Devon,92.0,19.0,3.0,Edmonton-Enoch,Edmonton-Enoch-Devon
2637,059,Peace River,5.5,4.0,1.0,Peace River,Peace River
2638,031,Calgary-Varsity,143.25,112.5,3.25,Calgary-Varsity,Calgary-Klein
2639,055,Calgary-Shaw,82.9090909090909,104.54545454545455,1.5454545454545454,Calgary-Shaw,Calgary-South
2640,021,Edmonton-Whitemud,97.66666666666667,93.0,4.333333333333333,Edmonton-Whitemud,Edmonton-Whitemud
2641,048,Edmonton-West Henday,104.88888888888889,75.22222222222223,6.888888888888889,Edmonton-West Henday,Edmonton-West Henday
2642,004,Calgary-North,108.0,102.5,0.0,Calgary-North,Calgary-North
2643,053,Airdrie-Cochrane,45.833333333333336,117.33333333333333,5.333333333333333,Cochrane-Springbank,Calgary-North West-Bearspaw
2644,051,Calgary-Foothills,81.57142857142857,87.0,2.4285714285714284,Calgary-Symons Valley,Calgary-Nolan Hill-Cochrane
2645,020,Banff-Kananaskis,85.25,181.5,2.25,Cochrane-Springbank,Calgary-Bow-Springbank
2646,036,Rimbey-Rocky Mountain House-Sundre,14.625,114.875,23.875,Lacombe-Clearwater,Rocky Mountain House-Banff Park
2647,047,Lethbridge-West,104.8,113.4,8.6,Lethbridge-West,Lethbridge-Fort Macleod-Crowsnest Pass
2648,026,Calgary-Lougheed,85.0,126.0,9.0,Calgary-Lougheed,Calgary-Lougheed
2649,016,Calgary-North East,83.33333333333333,101.33333333333333,0.0,Calgary-Nose Creek,Calgary-Airdrie
2650,045,Central Peace-Notley,21.0,138.0,7.0,Central Peace-Notley,Central Peace-Notley
2651,045,Fort Saskatchewan-Vegreville,81.25,89.25,11.5,Fort Saskatchewan-Vegreville,Fort Saskatchewan-Vegreville
2652,025,Edmonton-West Henday,164.0,94.0,13.0,Edmonton-West Henday,Edmonton-West Henday
2653,014,Lesser Slave Lake,67.0,219.0,4.0,Lesser Slave Lake,Lesser Slave Lake
2654,011,Edmonton-Glenora,113.33333333333333,75.66666666666667,8.666666666666666,Edmonton-Glenora-Riverview,Edmonton-Glenora-Riverview
2655,052,Cardston-Siksika,8.142857142857142,104.71428571428571,21.571428571428573,Taber-Cardston,Lethbridge-Cardston
2656,036,Maskwacis-Wetaskiwin,32.666666666666664,148.33333333333334,13.333333333333334,Camrose,Leduc
2657,047,Central Peace-Notley,7.0,120.0,2.0,Central Peace-Notley,Central Peace-Notley
2658,011,Calgary-North West,75.0,89.83333333333333,7.0,Calgary-North West,Calgary-North West-Bearspaw
2659,006,Calgary-Foothills,73.75,77.5,3.5,Calgary-Edgemont,Calgary-Edgemont
2660,025,Calgary-North East,66.125,59.25,0.0,Calgary-Nose Creek,Calgary-Airdrie
2661,005,Calgary-West,99.6,122.4,5.0,Calgary-West-Elbow Valley,Calgary-Bow-Springbank
2662,008,Cypress-Medicine Hat,99.75,138.75,10.0,Medicine Hat-Cypress,Medicine Hat-Cypress
2663,064,Rimbey-Rocky Mountain House-Sundre,24.7,115.6,30.5,Mountain View-Kneehill,Rocky Mountain House-Banff Park
2664,028,Calgary-Falconridge,69.5,55.75,6.5,Calgary-Falconridge-Conrich,Calgary-Falconridge
2665,023,Calgary-Currie,124.83333333333333,95.5,11.666666666666666,Calgary-Currie,Calgary-Currie
2666,019,Central Peace-Notley,31.5,87.0,6.5,Central Peace-Notley,Central Peace-Notley
2667,015,Fort McMurray-Lac La Biche,32.666666666666664,80.16666666666667,2.6666666666666665,Fort McMurray-Lac La Biche,Fort McMurray-Lac La Biche
2668,074,Livingstone-Macleod,21.75,62.583333333333336,4.416666666666667,Livingstone-Macleod,Lethbridge-Cardston
2669,026,Calgary-Currie,124.5,103.5,10.166666666666666,Calgary-Currie,Calgary-Currie
2670,005,Calgary-Acadia,131.66666666666666,120.83333333333333,8.833333333333334,Calgary-Acadia,Calgary-Acadia
2671,051,Bonnyville-Cold Lake-St. Paul,44.833333333333336,116.33333333333333,0.0,Cold Lake-Bonnyville-St. Paul,Cold Lake-Bonnyville-St. Paul
2672,042,Highwood,51.1578947368421,115.84210526315789,4.368421052631579,Okotoks-Diamond Valley,Highwood
2673,018,Athabasca-Barrhead-Westlock,41.0,171.0,0.0,Barrhead-Westlock-Athabasca,Barrhead-Westlock-Athabasca
2674,047,Edmonton-Mill Woods,91.5,95.5,0.0,Edmonton-Ellerslie,Edmonton-Ellerslie
2675,004,Calgary-North West,79.33333333333333,87.5,12.166666666666666,Calgary-North West,Calgary-North West-Bearspaw
2676,007,Calgary-West,55.4,94.2,3.0,Calgary-West-Elbow Valley,Calgary-West-Tsuut'ina
2677,017,Calgary-Foothills,111.75,98.5,3.5,Calgary-Symons Valley,Calgary-Edgemont
2678,010,Calgary-Fish Creek,121.33333333333333,160.5,8.0,Calgary-Fish Creek,Calgary-Fish Creek
2679,021,St. Albert,126.8,100.0,5.0,St. Albert,St Albert
2680,020,Sherwood Park,126.0,139.66666666666666,18.333333333333332,Sherwood Park,Sherwood Park
2681,044,Cardston-Siksika,41.0,192.25,26.5,Taber-Cardston,Lethbridge-Cardston
2682,032,Leduc-Beaumont,55.888888888888886,98.55555555555556,5.222222222222222,Leduc-Devon,Leduc
2683,026,Calgary-Fish Creek,116.0,156.4,5.8,Calgary-Fish Creek,Calgary-Fish Creek
2684,055,Calgary-Mountain View,90.0,50.25,3.125,Calgary-Mountain View,Calgary-Mountainview
2685,062,Calgary-Shaw,82.6,110.3,2.3,Calgary-Shaw,Calgary-De Winton
2686,056,Calgary-Shaw,82.9090909090909,104.54545454545455,1.5454545454545454,Calgary-Shaw,Calgary-South
2687,015,Edmonton-Manning,113.0,62.6,2.8,Edmonton-Beverly-Clareview,Edmonton-Beverly-Clareview
2688,037,Edmonton-Mill Woods,131.75,93.25,0.0,Edmonton-Ellerslie,Edmonton-Ellerslie
2689,067,Brooks-Medicine Hat,5.5,54.5,3.0,Medicine Hat-Brooks,Medicine Hat-Brooks
2690,037,Calgary-East,65.875,63.25,4.75,Calgary-East,Calgary-Cross
2691,032,Edmonton-Glenora,164.5,75.5,7.5,Edmonton-Glenora-Riverview,Edmonton-Glenora-Riverview
2692,009,Livingstone-Macleod,40.77777777777778,118.16666666666667,10.38888888888889,High River-Vulcan-Siksika,Highwood
2693,041,Vermilion-Lloydminster-Wainwright,37.833333333333336,138.5,19.0,Lloydminster-Wainwright,Lloydminster-Wainwright
2694,029,Calgary-North East,147.0,117.25,0.0,Calgary-Nose Creek,Calgary-Airdrie
2695,058,Edmonton-South West,67.28571428571429,67.57142857142857,1.0,Edmonton-Windermere,Edmonton-Windermere
2696,001,Peace River,15.0,45.0,6.0,Peace River,Peace River
2697,008,Grande Prairie,45.666666666666664,153.16666666666666,7.166666666666667,Grande Prairie,Grande Prairie
2698,009,Calgary-Fish Creek,121.33333333333333,160.5,8.0,Calgary-Fish Creek,Calgary-Fish Creek
2699,008,Calgary-Fish Creek,121.33333333333333,160.5,8.0,Calgary-Fish Creek,Calgary-Fish Creek
2700,011,Calgary-Klein,111.83333333333333,112.83333333333333,5.666666666666667,Calgary-Klein,Calgary-Klein
2701,018,Calgary-Beddington,117.5,98.83333333333333,7.166666666666667,Calgary-Beddington,Calgary-Beddington
2702,014,Edmonton-North West,117.6,67.4,5.6,Edmonton-North West,Edmonton-North West
2703,047,Lac Ste. Anne-Parkland,56.57142857142857,128.85714285714286,6.428571428571429,Spruce Grove,Lac Ste Anne-Parkland
2704,024,Calgary-South East,56.4,88.6,3.4,Calgary-South East,Calgary-South East
2705,023,Calgary-South East,56.4,88.6,3.4,Calgary-South East,Calgary-South East
2706,035,Calgary-Lougheed,52.666666666666664,82.5,4.666666666666667,Calgary-Fish Creek,Calgary-Lougheed
2707,048,Chestermere-Strathmore,49.166666666666664,81.5,1.6666666666666667,Chestermere-Strathmore,Chestermere-Strathmore
2708,029,Olds-Didsbury-Three Hills,28.25,199.5,12.5,Mountain View-Kneehill,Olds-Three Hills-Didsbury
2709,028,Olds-Didsbury-Three Hills,28.25,199.5,12.5,Mountain View-Kneehill,Olds-Three Hills-Didsbury
2710,037,Peace River,2.0,31.0,2.0,Peace River,Peace River
2711,036,Peace River,2.0,31.0,2.0,Peace River,Peace River
2712,022,West Yellowhead,50.916666666666664,119.25,0.0,West Yellowhead,West Yellowhead
2713,009,Calgary-Shaw,84.2,122.4,2.4,Calgary-Lougheed,Calgary-Lougheed
2714,062,Edmonton-South West,67.28571428571429,67.57142857142857,1.0,Edmonton-Windermere,Edmonton-Windermere
2715,034,Calgary-North West,77.4,88.6,6.4,Calgary-North West,Calgary-North West-Bearspaw
2716,031,Calgary-North West,77.4,88.6,6.4,Calgary-North West,Calgary-North West-Bearspaw
2717,014,Edmonton-Highlands-Norwood,107.66666666666667,44.666666666666664,8.333333333333334,Edmonton-Highlands-Norwood,Edmonton-Highlands-Norwood
2718,018,Highwood,57.0,168.33333333333334,4.666666666666667,Okotoks-Diamond Valley,Calgary-De Winton
2719,020,Calgary-Lougheed,95.2,140.6,7.0,Calgary-Lougheed,Calgary-Lougheed
2720,016,Calgary-Elbow,110.6,122.0,12.8,Calgary-Elbow,Calgary-Elbow
2721,010,Calgary-Foothills,73.75,77.5,3.5,Calgary-Edgemont,Calgary-Edgemont
2722,032,Calgary-North East,147.0,117.25,0.0,Calgary-Nose Creek,Calgary-Airdrie
2723,038,Camrose,33.666666666666664,124.5,24.166666666666668,Camrose,Camrose
2724,026,Highwood,45.875,159.875,4.75,Okotoks-Diamond Valley,Highwood
2725,014,Red Deer-North,54.75,126.25,10.0,Red Deer-North,Red Deer-Lacombe
2726,023,Edmonton-Rutherford,91.0,52.666666666666664,6.333333333333333,Edmonton-Rutherford,Edmonton-Rutherford
2727,050,Calgary-Fish Creek,87.8,127.6,5.4,Calgary-Fish Creek,Calgary-Fish Creek
2728,052,Calgary-Fish Creek,87.8,127.6,5.4,Calgary-Fish Creek,Calgary-Fish Creek
2729,044,Morinville-St. Albert,160.0,101.33333333333333,6.666666666666667,St. Albert,St Albert
2730,011,Cardston-Siksika,28.166666666666668,98.66666666666667,10.666666666666666,High River-Vulcan-Siksika,Lethbridge-Little Bow
2731,020,Edmonton-Gold Bar,161.2,75.8,6.2,Edmonton-Gold Bar,Edmonton-Gold Bar
2732,012,Brooks-Medicine Hat,24.555555555555557,91.44444444444444,9.333333333333334,Medicine Hat-Brooks,Medicine Hat-Brooks
2733,010,Calgary-South East,84.5,135.33333333333334,6.166666666666667,Calgary-McKenzie,Calgary-South
2734,002,Calgary-Falconridge,88.0,86.2,10.2,Calgary-Cross,Calgary-Falconridge
2735,021,Airdrie-East,53.7,103.0,5.4,Airdrie-East,Airdrie-East
2736,027,Edmonton-Castle Downs,99.0,87.5,8.0,Edmonton-Castle Downs,Edmonton-Castledowns
2737,016,Lacombe-Ponoka,35.0,186.0,21.5,Wetaskiwin-Ponoka-Maskwacis,Red Deer-Blackfalds
2738,044,Athabasca-Barrhead-Westlock,70.0,278.5,0.0,Barrhead-Westlock-Athabasca,Barrhead-Westlock-Athabasca
2739,006,Calgary-Peigan,105.66666666666667,146.16666666666666,5.166666666666667,Calgary-McKenzie,Calgary-Peigan-Chestermere
2740,004,Calgary-Peigan,105.66666666666667,146.16666666666666,5.166666666666667,Calgary-McKenzie,Calgary-Peigan-Chestermere
2741,058,Camrose,23.0,169.0,25.5,Lloydminster-Wainwright,Camrose
2742,039,Brooks-Medicine Hat,73.83333333333333,175.16666666666666,12.333333333333334,Medicine Hat-Brooks,Medicine Hat-Brooks
2743,020,Calgary-Edgemont,105.33333333333333,136.33333333333334,5.0,Calgary-Edgemont,Calgary-Edgemont
2744,004,Athabasca-Barrhead-Westlock,44.0,186.5,0.0,Barrhead-Westlock-Athabasca,Lac Ste Anne-Parkland
2745,049,Edmonton-West Henday,104.88888888888889,75.22222222222223,6.888888888888889,Edmonton-West Henday,Edmonton-West Henday
2746,050,Edmonton-West Henday,99.4,83.8,6.4,Edmonton-Enoch,Edmonton-West Henday
2747,005,Edmonton-Rutherford,142.42857142857142,70.42857142857143,10.857142857142858,Edmonton-Rutherford,Edmonton-Rutherford
2748,005,Calgary-Falconridge,88.0,86.2,10.2,Calgary-Cross,Calgary-Falconridge
2749,010,Calgary-Cross,76.0,106.25,8.5,Calgary-East,Calgary-Cross
2750,002,Calgary-Varsity,159.8,120.4,4.4,Calgary-Varsity,Calgary-Varsity
2751,042,Edmonton-Glenora,145.5,54.25,8.25,Edmonton-Glenora-Riverview,Edmonton-Glenora-Riverview
2752,025,Drayton Valley-Devon,28.0,279.0,7.0,Stony Plain-Drayton Valley,Lac Ste Anne-Parkland
2753,044,Calgary-Peigan,113.28571428571429,151.14285714285714,7.142857142857143,Calgary-Confluence,Calgary-East
2754,010,Maskwacis-Wetaskiwin,52.5,108.5,4.5,Wetaskiwin-Ponoka-Maskwacis,Wetaskiwin-Ponoka-Maskwacis
2755,006,Calgary-Falconridge,74.5,85.66666666666667,8.666666666666666,Calgary-Cross,Calgary-Falconridge
2756,015,Sherwood Park,128.75,125.25,27.75,Sherwood Park,Sherwood Park
2757,014,Sherwood Park,128.75,125.25,27.75,Sherwood Park,Sherwood Park
2758,047,Calgary-Fish Creek,87.8,127.6,5.4,Calgary-Fish Creek,Calgary-Fish Creek
2759,061,Airdrie-East,63.142857142857146,130.14285714285714,4.428571428571429,Airdrie-East,Calgary-Airdrie
2760,043,Edmonton-Whitemud,107.25,73.75,4.75,Edmonton-Whitemud,Edmonton-Whitemud
2761,021,Edmonton-Beverly-Clareview,77.66666666666667,45.166666666666664,5.833333333333333,Edmonton-Beverly-Clareview,Edmonton-Beverly-Clareview
2762,036,Calgary-Klein,105.0,134.5,9.0,Calgary-Klein,Calgary-McCall-Bhullar
2763,014,Morinville-St. Albert,80.66666666666667,122.66666666666667,11.666666666666666,St. Albert-Sturgeon,St Albert-Sturgeon
2764,035,Calgary-Bhullar-McCall,105.2,84.6,0.0,Calgary-Bhullar-McCall,Calgary-McCall-Bhullar
2765,039,Cardston-Siksika,68.0,2.5,0.5,Taber-Cardston,Lethbridge-Cardston
2766,015,Peace River,56.75,177.25,11.5,Peace River,Peace River
2767,039,Edmonton-West Henday,124.16666666666667,104.83333333333333,8.0,Edmonton-West Henday,Edmonton-West Henday
2768,009,West Yellowhead,212.33333333333334,61.333333333333336,0.0,West Yellowhead,West Yellowhead
2769,040,Camrose,46.666666666666664,129.66666666666666,20.333333333333332,Camrose,Camrose
2770,016,Edmonton-West Henday,161.2,151.6,6.0,Edmonton-West Henday,Edmonton-Spruce Grove
2771,036,Calgary-North,116.71428571428571,122.42857142857143,0.0,Calgary-Nose Creek,Calgary-North
2772,065,Calgary-East,67.8,76.6,9.0,Calgary-East,Calgary-Cross
2773,020,Athabasca-Barrhead-Westlock,35.5,156.5,0.0,Barrhead-Westlock-Athabasca,Barrhead-Westlock-Athabasca
2774,023,Sherwood Park,114.25,130.5,15.25,Sherwood Park,Sherwood Park
2775,033,Sherwood Park,123.0,97.0,13.0,Sherwood Park,Sherwood Park
2776,032,Sherwood Park,123.0,97.0,13.0,Sherwood Park,Sherwood Park
2777,053,Taber-Warner,7.0,156.33333333333334,10.0,Taber-Cardston,Medicine Hat-Cypress
2778,023,Brooks-Medicine Hat,28.7,92.9,14.0,Medicine Hat-Brooks,Medicine Hat-Brooks
2779,026,Edmonton-Ellerslie,122.4,68.8,2.2,Edmonton-Ellerslie,Edmonton-Ellerslie
2780,031,Edmonton-Mill Woods,66.0,46.0,0.0,Edmonton-Mill Woods,Edmonton-Mill Woods
2781,001,Camrose,63.333333333333336,147.0,20.5,Camrose,Sherwood Park-Strathcona
2782,011,Grande Prairie,51.666666666666664,139.66666666666666,9.333333333333334,Grande Prairie,Grande Prairie
2783,045,Edmonton-Riverview,159.0,48.666666666666664,8.666666666666666,Edmonton-Strathcona,Edmonton-Strathcona
2784,025,Lac Ste. Anne-Parkland,35.5,129.5,10.0,Barrhead-Westlock-Athabasca,Lac Ste Anne-Parkland
2785,040,Rimbey-Rocky Mountain House-Sundre,14.625,114.875,23.875,Lacombe-Clearwater,Rocky Mountain House-Banff Park
2786,039,Edmonton-Decore,82.0,72.5,6.0,Edmonton-Decore,Edmonton-Decore
2787,014,Calgary-Bhullar-McCall,131.75,76.0,0.0,Calgary-Bhullar-McCall,Calgary-McCall-Bhullar
2788,056,Cardston-Siksika,8.142857142857142,104.71428571428571,21.571428571428573,Taber-Cardston,Lethbridge-Cardston
2789,035,Calgary-Fish Creek,116.0,156.4,5.8,Calgary-Fish Creek,Calgary-Fish Creek
2790,041,Edmonton-Riverview,210.25,44.0,11.25,Edmonton-Strathcona,Edmonton-Strathcona
2791,030,Drayton Valley-Devon,55.0,145.0,4.0,Leduc-Devon,Stony Plain-Drayton Valley
2792,006,Edmonton-City Centre,45.8,20.3,2.4,Edmonton-City Centre,Edmonton-City Centre
2793,010,Red Deer-North,49.0,80.5,8.25,Red Deer-North,Red Deer-Lacombe
2794,009,Calgary-Buffalo,94.44444444444444,52.111111111111114,3.5555555555555554,Calgary-Buffalo,Calgary-Buffalo
2795,023,Peace River,13.5,88.25,3.75,Peace River,Peace River
2796,020,Calgary-East,43.125,61.75,5.125,Calgary-Confluence,Calgary-East
2797,007,Central Peace-Notley,24.2,83.6,3.6,Central Peace-Notley,Central Peace-Notley
2798,033,Lethbridge-West,97.75,101.5,8.25,Lethbridge-West,Lethbridge-Fort Macleod-Crowsnest Pass
2799,037,St. Albert,122.5,108.16666666666667,2.8333333333333335,St. Albert,St Albert
2800,016,Calgary-Shaw,120.6,153.4,4.2,Calgary-Lougheed,Calgary-Fish Creek
2801,023,Leduc-Beaumont,54.0,100.4,5.2,Leduc-Devon,Leduc
2802,029,Athabasca-Barrhead-Westlock,93.0,205.0,0.0,Barrhead-Westlock-Athabasca,Barrhead-Westlock-Athabasca
2803,056,Rimbey-Rocky Mountain House-Sundre,15.125,138.0,36.875,Lacombe-Clearwater,Rocky Mountain House-Banff Park
2804,039,Edmonton-South West,72.125,63.375,1.625,Edmonton-Enoch,Edmonton-Enoch-Devon
2805,040,Edmonton-South West,72.125,63.375,1.625,Edmonton-Enoch,Edmonton-Enoch-Devon
2806,006,Calgary-Hays,86.5,152.25,7.0,Calgary-McKenzie,Calgary-South
2807,016,Calgary-North,88.4,104.8,0.0,Calgary-North,Calgary-North
2808,070,Rimbey-Rocky Mountain House-Sundre,80.0,268.5,39.5,Mountain View-Kneehill,Rocky Mountain House-Banff Park
2809,007,Edmonton-South West,93.8,70.8,4.2,Edmonton-Enoch,Edmonton-Enoch-Devon
2810,010,Edmonton-Beverly-Clareview,119.0,97.33333333333333,8.333333333333334,Edmonton-Beverly-Clareview,Edmonton-Beverly-Clareview
2811,035,Edmonton-Rutherford,91.0,52.666666666666664,6.333333333333333,Edmonton-Rutherford,Edmonton-Rutherford
2812,007,Grande Prairie,45.666666666666664,153.16666666666666,7.166666666666667,Grande Prairie,Grande Prairie
2813,060,Brooks-Medicine Hat,78.33333333333333,111.16666666666667,9.833333333333334,Medicine Hat-Brooks,Medicine Hat-Brooks
2814,027,Athabasca-Barrhead-Westlock,42.5,170.5,0.0,Barrhead-Westlock-Athabasca,Barrhead-Westlock-Athabasca
2815,030,Edmonton-Glenora,164.5,75.5,7.5,Edmonton-Glenora-Riverview,Edmonton-Glenora-Riverview
2816,040,Morinville-St. Albert,122.0,115.8,8.0,St. Albert,St Albert
2817,029,Calgary-Elbow,95.2,75.2,13.0,Calgary-Elbow,Calgary-Elbow
2818,052,St. Albert,110.6,93.0,3.4,St. Albert,St Albert
2819,025,Edmonton-South West,160.0,97.0,5.0,Edmonton-McClung,Edmonton-McClung
2820,026,Lesser Slave Lake,41.166666666666664,73.16666666666667,2.5,Lesser Slave Lake,Lesser Slave Lake
2821,049,Calgary-Buffalo,95.33333333333333,43.111111111111114,2.7777777777777777,Calgary-Buffalo,Calgary-Buffalo
2822,048,Calgary-Buffalo,95.33333333333333,43.111111111111114,2.7777777777777777,Calgary-Buffalo,Calgary-Buffalo
2823,038,Vermilion-Lloydminster-Wainwright,30.357142857142858,157.71428571428572,13.357142857142858,Lloydminster-Wainwright,Lloydminster-Wainwright
2824,030,Edmonton-Strathcona,195.75,69.5,9.0,Edmonton-Gold Bar,Edmonton-Gold Bar
2825,061,Fort Saskatchewan-Vegreville,75.0,98.0,8.2,Fort Saskatchewan-Vegreville,Fort Saskatchewan-Vegreville
2826,062,Fort Saskatchewan-Vegreville,75.0,98.0,8.2,Fort Saskatchewan-Vegreville,Fort Saskatchewan-Vegreville
2827,043,Athabasca-Barrhead-Westlock,70.0,278.5,0.0,Barrhead-Westlock-Athabasca,Barrhead-Westlock-Athabasca
2828,006,Edmonton-North West,117.5,89.5,3.75,Edmonton-North West,Edmonton-North West
2829,013,Edmonton-Strathcona,161.5,33.75,8.5,Edmonton-Strathcona,Edmonton-Strathcona
2830,022,Calgary-Edgemont,105.33333333333333,136.33333333333334,5.0,Calgary-Edgemont,Calgary-Edgemont
2831,032,Morinville-St. Albert,90.5,138.5,12.5,St. Albert-Sturgeon,St Albert-Sturgeon
2832,019,Calgary-Bhullar-McCall,104.25,77.5,0.0,Calgary-Bhullar-McCall,Calgary-North East
2833,033,Edmonton-Meadows,78.8,56.4,3.2,Edmonton-Meadows,Edmonton-Meadows
2834,026,Fort McMurray-Lac La Biche,31.0,155.0,3.0,Fort McMurray-Lac La Biche,Fort McMurray-Lac La Biche
2835,005,Calgary-East,60.0,78.5,4.5,Calgary-Confluence,Calgary-Peigan-Chestermere
2836,007,Edmonton-McClung,112.0,67.66666666666667,8.666666666666666,Edmonton-McClung,Edmonton-McClung
2837,014,Red Deer-South,77.66666666666667,83.0,9.333333333333334,Red Deer-South,Red Deer-Sylvan Lake
2838,058,Lethbridge-East,56.666666666666664,95.33333333333333,5.333333333333333,Lethbridge-East,Lethbridge-Taber-Warner
2839,035,Calgary-Edgemont,65.0,87.0,4.25,Calgary-Edgemont,Calgary-Edgemont
2840,021,Edmonton-Highlands-Norwood,55.25,17.25,3.5,Edmonton-Highlands-Norwood,Edmonton-Highlands-Norwood
2841,015,Edmonton-City Centre,45.8,20.3,2.4,Edmonton-City Centre,Edmonton-City Centre
2842,055,Innisfail-Sylvan Lake,37.3,128.9,5.25,Sylvan Lake-Innisfail,Red Deer-Sylvan Lake
2843,069,Fort Saskatchewan-Vegreville,75.0,98.0,8.2,Fort Saskatchewan-Vegreville,Fort Saskatchewan-Vegreville
2844,059,Livingstone-Macleod,27.0,94.66666666666667,6.333333333333333,Livingstone-Macleod,Lethbridge-Fort Macleod-Crowsnest Pass
2845,019,Edmonton-Gold Bar,161.2,75.8,6.2,Edmonton-Gold Bar,Edmonton-Gold Bar
