map,name,perimeter_km_total,perimeter_km_anchored,anchored_pct
enacted_2019,Lethbridge-West,49.489844360752926,35.236814875682036,71.20009232364042
enacted_2019,Lethbridge-East,39.65477875752593,21.662668683386993,54.62814158123557
enacted_2019,Cardston-Siksika,1048.148754449829,702.0094623431306,66.97612904302059
enacted_2019,Livingstone-Macleod,772.18404469753,290.25496012779803,37.58883159020632
enacted_2019,Taber-Warner,652.0904724559155,289.4475533218369,44.38763722949578
enacted_2019,Highwood,208.07123269968235,116.071596018054,55.784547682083875
enacted_2019,Brooks-Medicine Hat,751.5400677600045,467.11622913588286,62.154534292248925
enacted_2019,Chestermere-Strathmore,190.1466110550251,123.9792862475036,65.20194367893633
enacted_2019,Airdrie-East,143.82406200983417,87.93984085936445,61.14403920350369
enacted_2019,Airdrie-Cochrane,148.62686776399661,62.529368160605465,42.07137585641335
enacted_2019,Olds-Didsbury-Three Hills,585.2493639909542,313.43124908589596,53.55516269997014
enacted_2019,Red Deer-South,28.00647133582573,20.18095507268849,72.05818551969138
enacted_2019,Banff-Kananaskis,1075.4027427072558,189.92579329298033,17.660899098588366
enacted_2019,Drumheller-Stettler,1087.202078198417,623.4617498377318,57.34552594590868
enacted_2019,Red Deer-North,46.041204250961016,29.353401242216517,63.75463396269402
enacted_2019,Innisfail-Sylvan Lake,414.85076023977206,231.4130021595718,55.78222925898017
enacted_2019,Lacombe-Ponoka,318.4802716408323,171.34630997841097,53.80123204982933
enacted_2019,Maskwacis-Wetaskiwin,357.9998455705814,200.2686802498941,55.940996267946765
enacted_2019,Rimbey-Rocky Mountain House-Sundre,852.644401330636,293.4629842290264,34.41798055215614
enacted_2019,Leduc-Beaumont,65.88046895223464,39.23668338354772,59.55738325420168
enacted_2019,Camrose,717.0963784096627,402.4193061977944,56.11788293928606
enacted_2019,Sherwood Park,43.780690898125656,36.95283851193059,84.4044206563963
enacted_2019,Strathcona-Sherwood Park,123.70716989630017,46.535664159034354,37.617596617919354
enacted_2019,Drayton Valley-Devon,530.7808842305067,269.5167797856631,50.77740886927227
enacted_2019,St. Albert,34.75427285729541,19.59901642595964,56.393113176141526
enacted_2019,Vermilion-Lloydminster-Wainwright,527.5979190865195,113.63942822865988,21.53902131104206
enacted_2019,Spruce Grove-Stony Plain,44.98639807745016,19.82993580644046,44.07984780710949
enacted_2019,Fort Saskatchewan-Vegreville,558.4468930501652,262.6063366327909,47.02440642089865
enacted_2019,Lac Ste. Anne-Parkland,450.6656797676412,233.00481401626806,51.70236485201248
enacted_2019,West Yellowhead,1565.3011325982106,453.223784165779,28.954414887152243
enacted_2019,Morinville-St. Albert,186.19694942490077,118.6248406731002,63.70933629121857
enacted_2019,Athabasca-Barrhead-Westlock,1061.150728328499,270.9280149109646,25.531529845691608
enacted_2019,Grande Prairie,58.89783501163996,24.277921517709725,41.22039717234375
enacted_2019,Bonnyville-Cold Lake-St. Paul,706.7163990000346,110.90124753611761,15.692468392276854
enacted_2019,Lesser Slave Lake,1195.0436321826592,290.8132841332716,24.33495115171005
enacted_2019,Central Peace-Notley,1502.9483215029895,501.88993856077855,33.39369234325202
enacted_2019,Fort McMurray-Wood Buffalo,1517.785453487066,311.53001443420965,20.52529978584779
enacted_2019,Fort McMurray-Lac La Biche,1044.753761949331,500.3015344391127,47.88702875839719
enacted_2019,Peace River,1693.3094126673025,125.36473224054988,7.403533654435621
enacted_2019,Edmonton-South,55.333786767335084,37.607170309462134,67.96420868065834
enacted_2019,Edmonton-Ellerslie,44.88869466188304,24.19591245093052,53.90201838833228
enacted_2019,Edmonton-Rutherford,27.958133415278635,23.823618160174565,85.21176219566709
enacted_2019,Edmonton-Mill Woods,21.91701132210225,21.91701132210225,100.00000000000001
enacted_2019,Edmonton-Meadows,21.409499405761718,20.52423630151173,95.86509199737876
enacted_2019,Edmonton-Whitemud,30.819362047915185,28.71240891974678,93.16354074788211
enacted_2019,Edmonton-South West,63.57687194874569,42.512726691224096,66.86822642909665
enacted_2019,Edmonton-McClung,23.174647378348297,22.677593795388837,97.85518383583326
enacted_2019,Edmonton-Strathcona,26.396543854210428,24.440909128327007,92.59132280087688
enacted_2019,Edmonton-Riverview,28.987317415260506,26.1224237115889,90.11673394046677
enacted_2019,Edmonton-Gold Bar,40.7590013400427,38.54985981529664,94.57999103973204
enacted_2019,Edmonton-City Centre,18.53873913269505,18.53873913269505,100.0
enacted_2019,Edmonton-Glenora,23.531796285056334,23.531796285056334,99.99999999999999
enacted_2019,Edmonton-Highlands-Norwood,19.95842221513751,19.95842221513751,100.0
enacted_2019,Edmonton-West Henday,44.20419196308969,33.78578026707644,76.43116810117787
enacted_2019,Edmonton-Beverly-Clareview,34.4865882074936,32.14622669469415,93.21370528531754
enacted_2019,Edmonton-Decore,17.541072348075446,17.541072348075446,100.0
enacted_2019,Edmonton-North West,33.19413735687359,30.502120326580375,91.89008287412003
enacted_2019,Edmonton-Castle Downs,21.32856699448437,20.629718003322825,96.7234132919372
enacted_2019,Edmonton-Manning,50.340606731407526,42.79461310520815,85.01012578878706
enacted_2019,Calgary-South East,31.904767430750592,27.30671133665743,85.58818488781259
enacted_2019,Calgary-Shaw,30.108930166850445,22.86104994997582,75.92780554901798
enacted_2019,Calgary-Hays,27.96412966275761,22.456554423667058,80.30485731002207
enacted_2019,Calgary-Lougheed,33.641898676360064,26.367104586065437,78.37579216238895
enacted_2019,Calgary-Fish Creek,22.78497407933309,22.78497407933309,99.99999999999999
enacted_2019,Calgary-Glenmore,30.892507665783402,29.01699526081048,93.9289085066725
enacted_2019,Calgary-Elbow,27.94929496025371,26.625296373008048,95.26285514848048
enacted_2019,Calgary-Acadia,37.32111982332712,35.57299150989742,95.31598108067205
enacted_2019,Calgary-Peigan,59.92701953656645,42.033636891878366,70.1413773235129
enacted_2019,Calgary-Buffalo,21.15475968729846,20.106855532208094,95.04648518546142
enacted_2019,Calgary-West,19.72233439818538,19.72233439818538,100.0
enacted_2019,Calgary-East,31.780625344264525,25.58750066453205,80.51289232780891
enacted_2019,Calgary-Currie,21.171848079242114,20.28285870966889,95.80107808139417
enacted_2019,Calgary-Mountain View,25.211985730327132,22.774456323583735,90.33186265922987
