ed_2019,sheet_num,poll_letter,poll_name,ballot_type,ndp_votes,ucp_votes,other_votes,valid_votes,voting_areas,lat,lon,ed_2026_majority,ed_2026_minority
Bonnyville-Cold Lake-St. Paul,51,,"Elk Point Community Heritage Lodge, St. Paul, Parkview, St. Theresa, Sunnyside, J.P. Decosse",Mobile,47,102,0,149,,,,,
Bonnyville-Cold Lake-St. Paul,51,,Returning Office,Special Ballot,22,94,0,116,,,,,
Bonnyville-Cold Lake-St. Paul,51,,Centralized,Special Ballot,19,29,0,48,,,,,
Brooks-Medicine Hat,52,A,Rainier Community Hall,Election Day,14,142,13,169,009,,,,
Brooks-Medicine Hat,52,B,Heritage Inn & Suites,Election Day,221,823,84,1128,"012,013,014,015,016,017,018,019,020",,,,
Brooks-Medicine Hat,52,C,JBS Canada Centre,Election Day,287,929,140,1356,"021,022,023,024,025,026,027,028,029,030",,,,
Brooks-Medicine Hat,52,D,Cassils Community Center,Election Day,9,126,4,139,008,,,,
Brooks-Medicine Hat,52,E,Bassano Community Hall,Election Day,40,232,29,301,"002,003",,,,
Brooks-Medicine Hat,52,F,Gem Community Hall,Election Day,7,56,9,72,001,,,,
Brooks-Medicine Hat,52,G,Rosemary Rec Complex,Election Day,20,321,28,369,004,,,,
Brooks-Medicine Hat,52,H,Patricia Community Hall,Election Day,13,133,10,156,031,,,,
Brooks-Medicine Hat,52,I,Duchess Community Hall,Election Day,44,540,27,611,"005,006,007",,,,
Brooks-Medicine Hat,52,J,Suffield Community Hall,Election Day,32,117,9,158,"032,033",,,,
Brooks-Medicine Hat,52,K,Tilley Community Centre,Election Day,14,184,11,209,011,,,,
Brooks-Medicine Hat,52,L,Hilda Community Centre,Election Day,11,109,6,126,"066,067",,,,
Brooks-Medicine Hat,52,M,Medicine Hat Elks Lodge 412,Election Day,331,455,32,818,"053,061,062,063,064,065",,,,
Brooks-Medicine Hat,52,N,Big Marble Go Centre,Election Day,542,848,58,1448,"045,046,047,048,049,050,051",,,,
Brooks-Medicine Hat,52,O,Rolling Hills Community Hall,Election Day,15,104,14,133,010,,,,
Brooks-Medicine Hat,52,P,Royal Canadian Legion,Election Day,443,1051,74,1568,"034,035,036,037,038,039",,,,
Brooks-Medicine Hat,52,Q,Crescent Heights High School,Election Day,519,772,97,1388,"040,042,043,044,055,056,057",,,,
Brooks-Medicine Hat,52,R,St. Patrick's Roman Catholic Church,Election Day,470,667,59,1196,"041,052,054,058,059,060",,,,
Brooks-Medicine Hat,52,,Hampton Inn & Suites,Advance,1317,1961,110,3388,,,,,
Brooks-Medicine Hat,52,,Heritage Inn & Suites,Advance,446,2365,247,3058,,,,,
Brooks-Medicine Hat,52,,"Medicine Hat Regional Hospital, Hilda, Rolling Hills, Suffield",Advance,133,123,21,277,,,,,
Brooks-Medicine Hat,52,,Pioneer Damsiters Drop In Center,Advance,62,314,52,428,,,,,
Brooks-Medicine Hat,52,,Vote Anywhere (Out of ED),Advance,264,460,35,759,,,,,
Brooks-Medicine Hat,52,,"Agecare Sunrise Gardens, Orchard Manor",Mobile,9,13,8,30,,,,,
Brooks-Medicine Hat,52,,"Bassano Health Centre, Playfair Lodge",Mobile,0,18,3,21,,,,,
Brooks-Medicine Hat,52,,"Brooks Health Centre, Newbrook Lodge",Mobile,14,92,18,124,,,,,
Brooks-Medicine Hat,52,,"CypressView Foundation, Medicine Hat Hospital, St. Joseph's Home",Mobile,75,57,11,143,,,,,
Brooks-Medicine Hat,52,,"Valleyview Supportive Living, Riverview CC, River Ridge",Mobile,33,49,10,92,,,,,
Brooks-Medicine Hat,52,,Returning Office,Special Ballot,26,192,8,226,,,,,
Brooks-Medicine Hat,52,,Centralized,Special Ballot,66,62,6,134,,,,,
Camrose,53,A,Royal Canadian Legion Br. 38,Election Day,103,507,74,684,"033,034,035",,,,
Camrose,53,B,Jack Stuart School,Election Day,494,737,163,1394,"024,025,026,027,028",,,,
Camrose,53,C,Rose City Baptist Church,Election Day,315,465,94,874,"018,019,020,021",,,,
Camrose,53,D,Citylights Church,Election Day,376,568,102,1046,"012,013,014,022,023,029",,,,
Camrose,53,E,Mirror Lake Centre,Election Day,296,444,105,845,"010,011,015,016,017",,,,
Camrose,53,F,Tofield Community Hall,Election Day,380,882,123,1385,"001,002,003,004,005,006",,,,
Camrose,53,G,Camrose Regional Exhibition Grounds,Election Day,202,747,145,1094,"007,008,009,030,037,038",,,,
Camrose,53,H,Royal Canadian Legion Br. 192,Election Day,140,389,61,590,"039,040,041",,,,
Camrose,53,I,Viking Community Hall,Election Day,87,520,83,690,"042,050,051,052,053",,,,
Camrose,53,J,Daysland Community Hall,Election Day,125,566,96,787,"043,044,047",,,,
Camrose,53,K,Killam Community Centre,Election Day,130,660,81,871,"048,049,054,055,056",,,,
Camrose,53,L,New Norway Community Hall,Election Day,77,353,45,475,"031,032,036",,,,
Camrose,53,M,Forestburg School,Election Day,132,539,90,761,"045,046,059",,,,
Camrose,53,N,Hardisty Community Hall,Election Day,46,338,51,435,"057,058",,,,
Camrose,53,,"Bashaw, Big Knife, Hardisty, Killam",Advance,199,781,81,1061,,,,,
Camrose,53,,Returning Office,Advance,1822,3003,401,5226,,,,,
Camrose,53,,"Ryley, Tofield, Viking",Advance,268,772,65,1105,,,,,
Camrose,53,,Vote Anywhere (Out of ED),Advance,110,264,16,390,,,,,
Camrose,53,,"Bashaw Meadows, Daysland Health Centre, Galahad CC, Hardisty Health CC, Killam Health, Providence Place",Mobile,19,48,7,74,,,,,
Camrose,53,,"Bethany Meadows, Camrose Woman's Shelter, Deer Meadows, Faith House, Rosealta Lodge, Rosehaven CC, Louise Jensen CC, Seasons Sunrise Villa, St. Mary's Hospital, Viewpoint",Mobile,59,149,29,237,,,,,
Camrose,53,,"Holden Lodge, Sunshine Villa, Tofield Health Centre, Tofield Lodge, Vialta Lodge, Viking Extendicare, Viking Health",Mobile,29,73,8,110,,,,,
Camrose,53,,Returning Office,Special Ballot,128,155,20,303,,,,,
Camrose,53,,Centralized,Special Ballot,42,72,5,119,,,,,
Cardston-Siksika,54,A,Hill Spring Community Centre,Election Day,17,128,34,179,047,,,,
Cardston-Siksika,54,B,Mountain View Senior Centre,Election Day,9,217,81,307,"057,058",,,,
Cardston-Siksika,54,C,Tanner Centennial Seniors Centre,Election Day,57,733,151,941,"049,051,052,053,054,055,056",,,,
Cardston-Siksika,54,D,Kainai Multi Purpose Bldg,Election Day,136,5,1,142,"039,045",,,,
Cardston-Siksika,54,E,Monarch Community Hall,Election Day,43,224,13,280,033,,,,
Cardston-Siksika,54,F,Moses Lake Gym,Election Day,50,7,2,59,048,,,,
Cardston-Siksika,54,G,Glenwood Community Center,Election Day,21,153,27,201,046,,,,
Cardston-Siksika,54,H,Royal Canadian Legion Br. 21,Election Day,169,592,64,825,"007,008,009,010,011,012",,,,
Cardston-Siksika,54,I,Mossleigh Community Hall,Election Day,37,264,18,319,"005,006",,,,
Cardston-Siksika,54,J,Namaka Community Centre,Election Day,24,134,7,165,001,,,,
Cardston-Siksika,54,K,Champion Pioneer Club,Election Day,39,205,20,264,013,,,,
Cardston-Siksika,54,L,Carmangay Community Centre,Election Day,38,121,18,177,014,,,,
Cardston-Siksika,54,M,Barons Community Hall,Election Day,33,127,21,181,024,,,,
Cardston-Siksika,54,N,Nobleford Senior Center,Election Day,87,458,34,579,"025,026",,,,
Cardston-Siksika,54,O,Milo Community Hall,Election Day,17,160,9,186,004,,,,
Cardston-Siksika,54,P,Siksika Memorial Arbor,Election Day,121,31,4,156,003,,,,
Cardston-Siksika,54,Q,Gleichen Community Center,Election Day,74,140,16,230,002,,,,
Cardston-Siksika,54,R,Lomond Community Multipurpose Facility,Election Day,19,198,13,230,015,,,,
Cardston-Siksika,54,S,Enchant Community Hall,Election Day,9,169,5,183,016,,,,
Cardston-Siksika,54,T,Hays Civic Centre,Election Day,9,140,21,170,017,,,,
Cardston-Siksika,54,U,Vauxhall Rec Complex,Election Day,38,325,26,389,"018,019,020,021",,,,
Cardston-Siksika,54,V,Turin Community Centre,Election Day,18,228,13,259,"022,023",,,,
Cardston-Siksika,54,W,Picture Butte Community Centre,Election Day,99,600,47,746,"027,028,029,030",,,,
Cardston-Siksika,54,X,Shaughnessy Community Hall,Election Day,66,418,20,504,"031,032",,,,
Cardston-Siksika,54,Y,Coalhurst Community Centre,Election Day,250,533,43,826,"034,035,036,037,038",,,,
Cardston-Siksika,54,Z,Magrath Senior Centre,Election Day,164,769,106,1039,"041,042,043,044",,,,
Cardston-Siksika,54,AA,The Church of Jesus Christ of Latter Day Saints - Welling,Election Day,23,128,13,164,040,,,,
Cardston-Siksika,54,AB,The Church of Jesus Christ of Latter Day Saints - Del Bonita,Election Day,2,81,3,86,050,,,,
Cardston-Siksika,54,,Aspen Crossing,Advance,10,133,8,151,,,,,
Cardston-Siksika,54,,Coalhurst Community Centre,Advance,321,830,48,1199,,,,,
Cardston-Siksika,54,,Royal Canadian Legion Br. 21,Advance,168,637,52,857,,,,,
Cardston-Siksika,54,,Tanner Centennial Seniors,Advance,102,807,149,1058,,,,,
Cardston-Siksika,54,,Vauxhall Rec Complex,Advance,25,230,14,269,,,,,
Cardston-Siksika,54,,Vote Anywhere (Out of ED),Advance,170,392,24,586,,,,,
Cardston-Siksika,54,,"Cardston Health Centre LTC, Chinook Lodge, Diamond Willow Lodge, Good Samaritan - Lee Crest, Good Samaritans Garden Vista",Mobile,3,73,18,94,,,,,
Cardston-Siksika,54,,"Peter Dawson, Pyami Lodge, Pyami Manor, Pyami Place, Siksika Elders Lodge, Vulcan Extendicare, Vulcan Hospital LTC",Mobile,21,40,5,66,,,,,
Cardston-Siksika,54,,Returning Office,Special Ballot,12,73,4,89,,,,,
Cardston-Siksika,54,,Centralized,Special Ballot,26,47,5,78,,,,,
Central Peace-Notley,55,A,Woking Community Hall,Election Day,38,186,4,228,028,,,,
Central Peace-Notley,55,B,Goodwin Community Hall,Election Day,6,80,0,86,014,,,,
Central Peace-Notley,55,C,Ridgevalley Community Arena,Election Day,18,90,3,111,012,,,,
Central Peace-Notley,55,D,Birch Hills Senior Centre,Election Day,31,174,8,213,025,,,,
Central Peace-Notley,55,E,Spirit River Centennial Hall,Election Day,78,385,9,472,"029,030",,,,
Central Peace-Notley,55,F,Rycroft Ag. Society,Election Day,45,211,18,274,"026,027",,,,
Central Peace-Notley,55,G,Gordondale Community Hall,Election Day,9,89,0,98,031,,,,
Central Peace-Notley,55,H,Bonanza Community Hall,Election Day,17,229,6,252,032,,,,
Central Peace-Notley,55,I,Blueberry Mountain Hall,Election Day,10,101,4,115,034,,,,
Central Peace-Notley,55,J,Savanna Rec Complex,Election Day,25,157,7,189,033,,,,
Central Peace-Notley,55,K,Menno Simons Community School,Election Day,4,115,3,122,049,,,,
Central Peace-Notley,55,L,Worsley Pioneer Club,Election Day,12,128,5,145,048,,,,
Central Peace-Notley,55,M,Eureka River Hall,Election Day,7,120,2,129,047,,,,
Central Peace-Notley,55,N,David Thompson Hall,Election Day,21,138,7,166,045,,,,
Central Peace-Notley,55,O,Hines Creek Senior Centre,Election Day,38,263,19,320,046,,,,
Central Peace-Notley,55,P,Fairview Legion Hall,Election Day,165,683,41,889,"035,036,037,038,039,040",,,,
Central Peace-Notley,55,Q,Whitelaw Ag Hall,Election Day,19,96,7,122,041,,,,
Central Peace-Notley,55,R,Eaglesham Senior Social Centre,Election Day,31,134,5,170,024,,,,
Central Peace-Notley,55,S,Tangent Community Hall,Election Day,9,95,11,115,023,,,,
Central Peace-Notley,55,T,Brownvale Community Hall,Election Day,35,134,11,180,"042,043",,,,
Central Peace-Notley,55,U,Berwyn Legion Hall,Election Day,64,207,9,280,044,,,,
Central Peace-Notley,55,V,Jean Cote Community Centre,Election Day,26,74,3,103,022,,,,
Central Peace-Notley,55,W,Club Des Pionniers,Election Day,74,133,5,212,018,,,,
Central Peace-Notley,55,X,Falher Regional Rec Complex,Election Day,63,174,13,250,"019,020",,,,
Central Peace-Notley,55,Y,Club Étoile,Election Day,36,162,8,206,021,,,,
Central Peace-Notley,55,Z,McLennan Town Centre,Election Day,119,164,10,293,017,,,,
Central Peace-Notley,55,AA,New Fish Creek Hall,Election Day,8,98,2,108,006,,,,
Central Peace-Notley,55,AB,Guy Community Centre,Election Day,23,124,4,151,016,,,,
Central Peace-Notley,55,AC,Debolt Pioneer Centre,Election Day,43,233,12,288,"013,015",,,,
Central Peace-Notley,55,AD,Sturgeon Heights Community Hall,Election Day,17,89,3,109,011,,,,
Central Peace-Notley,55,AE,Valleyview Memorial Hall,Election Day,121,418,18,557,"004,007,008,009,010",,,,
Central Peace-Notley,55,AF,Sunset House Community Centre,Election Day,11,74,2,87,005,,,,
Central Peace-Notley,55,AG,Little Smoky Community Centre,Election Day,12,145,2,159,003,,,,
Central Peace-Notley,55,AH,Fox Creek Greenview Multiplex,Election Day,52,286,16,354,"001,002",,,,
Central Peace-Notley,55,,Fairview Legion Hall,Advance,271,772,46,1089,,,,,
Central Peace-Notley,55,,Falher Regional Rec Complex,Advance,181,368,25,574,,,,,
Central Peace-Notley,55,,Fox Creek Scout Hall,Advance,19,164,9,192,,,,,
Central Peace-Notley,55,,Rycroft Ag. Society,Advance,101,468,14,583,,,,,
Central Peace-Notley,55,,Valleyview Memorial Hall,Advance,174,879,22,1075,,,,,
Central Peace-Notley,55,,"Worsley, Cherry Canyon, Polytechnic",Advance,24,120,2,146,,,,,
Central Peace-Notley,55,,Vote Anywhere (Out of ED),Advance,91,348,8,447,,,,,
Central Peace-Notley,55,,"Fairview Health Complex & LTC, Garrison Manor, Harvest Lodge",Mobile,23,47,13,83,,,,,
Central Peace-Notley,55,,"Manoir Du Lac, Red Willow Lodge, Sacred Heart Community Health Centre, Shepherd's Village, South Valley Residence, Valleyview Health Complex & LTC, Villa Beausejour",Mobile,21,64,8,93,,,,,
Central Peace-Notley,55,,"Central Peace Health Complex & LTC, Homesteader Lodge, Pleasant View Lodge",Mobile,2,8,25,35,,,,,
Central Peace-Notley,55,,Returning Office,Special Ballot,11,25,0,36,,,,,
Central Peace-Notley,55,,Centralized,Special Ballot,11,28,1,40,,,,,
Chestermere-Strathmore,56,A,Camp Chestermere,Election Day,262,501,11,774,"030,031,032,033,054",,,,
Chestermere-Strathmore,56,B,Our Lady of Wisdom School,Election Day,295,489,10,794,"048,049,050,051,052,053",,,,
Chestermere-Strathmore,56,C,Prairie Waters School,Election Day,384,574,24,982,"001,002,038,039,040,041",,,,
Chestermere-Strathmore,56,D,Chestermere Rec Centre,Election Day,347,682,26,1055,"003,034,035,036,037,042",,,,
Chestermere-Strathmore,56,E,Rainbow Creek School,Election Day,254,471,19,744,"043,044,045,046,047",,,,
Chestermere-Strathmore,56,F,Strathmore Civic Center,Election Day,387,1114,67,1568,"004,005,006,007,010,011,012",,,,
Chestermere-Strathmore,56,G,Wheatland School,Election Day,248,627,31,906,"008,009,013,014,015",,,,
Chestermere-Strathmore,56,H,Westmount School,Election Day,248,749,33,1030,"016,017,018,019,020",,,,
Chestermere-Strathmore,56,I,Sarah Thompson School,Election Day,185,728,25,938,"023,024,025,029",,,,
Chestermere-Strathmore,56,J,Langdon School,Election Day,191,581,36,808,"022,026,027,028",,,,
Chestermere-Strathmore,56,K,Carseland Community Centre,Election Day,58,321,23,402,021,,,,
Chestermere-Strathmore,56,,Carseland Community Centre,Advance,38,128,10,176,,,,,
Chestermere-Strathmore,56,,Chestermere Rec Centre,Advance,1527,3431,91,5049,,,,,
Chestermere-Strathmore,56,,Langdon Field House,Advance,357,1363,38,1758,,,,,
Chestermere-Strathmore,56,,Strathmore Curling Club,Advance,923,2658,101,3682,,,,,
Chestermere-Strathmore,56,,Vote Anywhere (Out of ED),Advance,226,408,7,641,,,,,
Chestermere-Strathmore,56,,"Agecare Sagewood, Lakeshore Manor, Lambert Village, Prince of Peace Manor, Strathmore Regional Hospital, Wheatland Lodge",Mobile,40,175,13,228,,,,,
Chestermere-Strathmore,56,,Returning Office,Special Ballot,89,275,2,366,,,,,
Chestermere-Strathmore,56,,Centralized,Special Ballot,60,87,0,147,,,,,
Cypress-Medicine Hat,57,A,Seven Persons Community Hall,Election Day,65,285,8,358,051,,,,
Cypress-Medicine Hat,57,B,Notre Dame Academy,Election Day,479,829,20,1328,"032,033,034,035,036",,,,
Cypress-Medicine Hat,57,C,The Church of Jesus Christ of Latter Day Saints,Election Day,353,734,24,1111,"040,041,042,043",,,,
Cypress-Medicine Hat,57,D,South Country Village,Election Day,199,734,16,949,"044,045,046,052",,,,
Cypress-Medicine Hat,57,E,Medicine Hat High School,Election Day,682,675,38,1395,"001,002,003,004,009",,,,
Cypress-Medicine Hat,57,F,Crestwood School,Election Day,437,681,28,1146,"010,011,013,014,018",,,,
Cypress-Medicine Hat,57,G,George Davison School,Election Day,317,553,15,885,"037,038,039",,,,
Cypress-Medicine Hat,57,H,Chinook Village,Election Day,201,388,25,614,"012,019,020,021",,,,
Cypress-Medicine Hat,57,I,Strathcona Centre,Election Day,399,555,40,994,"005,006,007,008",,,,
Cypress-Medicine Hat,57,J,Victory Lutheran Church,Election Day,312,452,23,787,"015,016,017",,,,
Cypress-Medicine Hat,57,K,Ross Glen School,Election Day,713,1329,150,2192,"022,023,024,025,026,027,028",,,,
Cypress-Medicine Hat,57,L,Irvine Sports Complex,Election Day,36,255,9,300,049,,,,
Cypress-Medicine Hat,57,M,Holy Family Parish Hall,Election Day,364,593,28,985,"029,030,031",,,,
Cypress-Medicine Hat,57,N,Prairie Rose Regional Division,Election Day,108,531,14,653,"047,048",,,,
Cypress-Medicine Hat,57,O,Elkwater Community Hall,Election Day,11,87,1,99,050,,,,
Cypress-Medicine Hat,57,,Chinook Village,Advance,2229,3335,102,5666,,,,,
Cypress-Medicine Hat,57,,"Dunmore, Elkwater, Irvine, Seven Persons, South Country",Advance,144,450,18,612,,,,,
Cypress-Medicine Hat,57,,Vote Anywhere (Out of ED),Advance,285,517,16,818,,,,,
Cypress-Medicine Hat,57,,"Good Samaritan, Masterpiece Southlands Meadows, Meadow Ridge Seniors Village, Mustard Seed Community Centre, Sunnyside CC, Wellington",Mobile,85,135,27,247,,,,,
Cypress-Medicine Hat,57,,Returning Office,Special Ballot,217,329,4,550,,,,,
Cypress-Medicine Hat,57,,Centralized,Special Ballot,61,42,3,106,,,,,
Drayton Valley-Devon,58,A,Lodgepole Community Hall,Election Day,11,42,3,56,012,,,,
Drayton Valley-Devon,58,B,Violet Grove Community Hall,Election Day,19,269,18,306,011,,,,
Drayton Valley-Devon,58,C,Breton Community Centre,Election Day,52,325,31,408,009,,,,
Drayton Valley-Devon,58,D,Lindale Community Hall,Election Day,40,344,10,394,028,,,,
Drayton Valley-Devon,58,E,Buck Creek Community Hall,Election Day,31,316,21,368,010,,,,
Drayton Valley-Devon,58,F,Clean Energy Technology Centre,Election Day,207,1425,83,1715,"015,016,017,018,019,020,021,022,023",,,,
Drayton Valley-Devon,58,G,Easyford Community Centre,Election Day,28,295,6,329,"013,014",,,,
Drayton Valley-Devon,58,H,Moon Lake Community Hall,Election Day,28,279,7,314,025,,,,
Drayton Valley-Devon,58,I,Whitby Community Hall,Election Day,22,180,13,215,024,,,,
Drayton Valley-Devon,58,J,Seba Beach School,Election Day,36,132,8,176,026,,,,
Drayton Valley-Devon,58,K,Tomahawk & District Sports & Agra Centre,Election Day,24,212,13,249,027,,,,
Drayton Valley-Devon,58,L,Keephills Community Center,Election Day,55,145,4,204,030,,,,
Drayton Valley-Devon,58,M,Genesse Community Hall,Election Day,22,192,11,225,029,,,,
Drayton Valley-Devon,58,N,Holborn Hall,Election Day,147,468,17,632,"047,048",,,,
Drayton Valley-Devon,58,O,Spring Lake Office,Election Day,128,252,16,396,055,,,,
Drayton Valley-Devon,58,P,Blueberry Community Hall,Election Day,163,393,15,571,"056,057",,,,
Drayton Valley-Devon,58,Q,Clymont Community Hall,Election Day,252,576,32,860,"042,043,052,054",,,,
Drayton Valley-Devon,58,R,Enoch Community Centre,Election Day,92,19,3,114,053,,,,
Drayton Valley-Devon,58,S,Garden Valley Community Hall,Election Day,319,805,37,1161,"046,049,050,051",,,,
Drayton Valley-Devon,58,T,Graminia Hall,Election Day,181,441,30,652,"044,045",,,,
Drayton Valley-Devon,58,U,Devon Community Centre,Election Day,571,1001,79,1651,"033,034,035,036,037,038,039,040,041",,,,
Drayton Valley-Devon,58,V,Wilton Park Hall,Election Day,31,184,8,223,032,,,,
Drayton Valley-Devon,58,W,Strawberry Community Hall,Election Day,30,159,7,196,031,,,,
Drayton Valley-Devon,58,X,Thorsby Community Centre,Election Day,157,515,41,713,"005,006",,,,
Drayton Valley-Devon,58,Y,Warburg Rec Centre,Election Day,40,372,26,438,"007,008",,,,
Drayton Valley-Devon,58,Z,Calmar Legion,Election Day,204,700,60,964,"002,003,004",,,,
Drayton Valley-Devon,58,AA,Glen Park Community Hall,Election Day,27,205,14,246,001,,,,
Drayton Valley-Devon,58,,Clean Energy Technology Centre,Advance,402,2470,80,2952,,,,,
Drayton Valley-Devon,58,,Clymont Community Hall,Advance,391,735,42,1168,,,,,
Drayton Valley-Devon,58,,"Easyford, Lodgepole, Tomahawk, Warburg",Advance,79,513,23,615,,,,,
Drayton Valley-Devon,58,,Enoch Community Centre,Advance,6,9,0,15,,,,,
Drayton Valley-Devon,58,,Returning Office,Advance,614,1082,71,1767,,,,,
Drayton Valley-Devon,58,,Vote Anywhere (Out of ED),Advance,462,1156,39,1657,,,,,
Drayton Valley-Devon,58,,"Breton Health CC, Cloverleaf Manor Lodge",Mobile,7,12,6,25,,,,,
Drayton Valley-Devon,58,,"Devon Hospital, Discovery Place",Mobile,13,30,4,47,,,,,
Drayton Valley-Devon,58,,"Drayton Valley Hospital, Life Church-Soup Kitchen, Seasons Supportive Living, Shangri-la Lodge",Mobile,22,65,7,94,,,,,
Drayton Valley-Devon,58,,Returning Office,Special Ballot,59,158,4,221,,,,,
Drayton Valley-Devon,58,,Centralized,Special Ballot,37,56,1,94,,,,,
Drumheller-Stettler,59,A,Munson Community Hall,Election Day,35,202,10,247,038,,,,
Drumheller-Stettler,59,B,Drumheller Badlands Community Facility,Election Day,391,1143,67,1601,"049,050,051,052,053,054,055",,,,
Drumheller-Stettler,59,C,East Coulee Community Hall,Election Day,25,61,9,95,048,,,,
Drumheller-Stettler,59,D,Craigmyle Civic Centre,Election Day,23,106,6,135,040,,,,
Drumheller-Stettler,59,E,Delia Community Centre,Election Day,28,199,5,232,039,,,,
Drumheller-Stettler,59,F,Byemoor Community Centre,Election Day,17,191,3,211,034,,,,
Drumheller-Stettler,59,G,Morrin Community Hall,Election Day,12,204,8,224,037,,,,
Drumheller-Stettler,59,H,Rumsey Community Hall,Election Day,13,137,8,158,036,,,,
Drumheller-Stettler,59,I,Big Valley Community Hall,Election Day,26,211,9,246,035,,,,
Drumheller-Stettler,59,J,Erskine Waverly Club Rooms,Election Day,48,480,16,544,"004,005",,,,
Drumheller-Stettler,59,K,Rochon Sands Community Hall,Election Day,50,185,5,240,003,,,,
Drumheller-Stettler,59,L,Stettler Community Hall,Election Day,241,1033,46,1320,"006,007,008,009,010,011,012",,,,
Drumheller-Stettler,59,M,Donalda Coulee Friendship Centre,Election Day,13,124,7,144,001,,,,
Drumheller-Stettler,59,N,Red Willow Community Hall,Election Day,18,148,5,171,002,,,,
Drumheller-Stettler,59,O,Gadsby Community Hall,Election Day,15,183,9,207,014,,,,
Drumheller-Stettler,59,P,Botha Seniors Activities Club,Election Day,30,266,11,307,013,,,,
Drumheller-Stettler,59,Q,Castor Community Hall,Election Day,59,418,27,504,"016,017",,,,
Drumheller-Stettler,59,R,Coronation Golden Age Centre,Election Day,60,556,17,633,"018,019,020",,,,
Drumheller-Stettler,59,S,Halkirk Community Hall,Election Day,24,156,5,185,015,,,,
Drumheller-Stettler,59,T,Amisk Community Hall,Election Day,15,198,12,225,021,,,,
Drumheller-Stettler,59,U,Hughenden Community Hall,Election Day,33,196,14,243,022,,,,
Drumheller-Stettler,59,V,Metiskow Hall,Election Day,4,211,11,226,023,,,,
Drumheller-Stettler,59,W,Provost Rec & Cultural Centre,Election Day,73,387,13,473,"024,025",,,,
Drumheller-Stettler,59,X,Altario Community Hall,Election Day,2,122,3,127,026,,,,
Drumheller-Stettler,59,Y,Oyen Senior Centre,Election Day,31,329,13,373,"043,044",,,,
Drumheller-Stettler,59,Z,Consort Sportex,Election Day,29,432,16,477,"027,028",,,,
Drumheller-Stettler,59,AA,Veteran Community Hall,Election Day,15,201,10,226,029,,,,
Drumheller-Stettler,59,AB,Hanna Community Centre,Election Day,95,815,41,951,"030,031,032,033",,,,
Drumheller-Stettler,59,AC,Youngstown Community Hall,Election Day,9,170,3,182,041,,,,
Drumheller-Stettler,59,AD,Pollockville Hardgrass Community Centre,Election Day,5,199,3,207,047,,,,
Drumheller-Stettler,59,AE,Cereal Golden Centre,Election Day,12,184,7,203,042,,,,
Drumheller-Stettler,59,AF,Acadia Valley Community Hall,Election Day,6,161,2,169,045,,,,
Drumheller-Stettler,59,AG,Buffalo Community Hall,Election Day,8,107,2,117,046,,,,
Drumheller-Stettler,59,,"Amisk, Czar, Provost",Advance,57,749,27,833,,,,,
Drumheller-Stettler,59,,"Castor, Consort, Coronation",Advance,66,469,13,548,,,,,
Drumheller-Stettler,59,,Drumheller Canalta Conference Centre,Advance,413,1029,40,1482,,,,,
Drumheller-Stettler,59,,Hanna Community Centre,Advance,93,639,24,756,,,,,
Drumheller-Stettler,59,,Oyen Royal Canadian Legion,Advance,46,374,9,429,,,,,
Drumheller-Stettler,59,,Stettler Community Hall,Advance,389,1578,47,2014,,,,,
Drumheller-Stettler,59,,Vote Anywhere (Out of ED),Advance,54,175,3,232,,,,,
Drumheller-Stettler,59,,"Castor Our Lady of the Rosary, Castor Paintearth Lodge, Coronation Hospital",Mobile,7,38,5,50,,,,,
Drumheller-Stettler,59,,"Consort Hospital, Consort Lodge",Mobile,2,17,1,20,,,,,
Drumheller-Stettler,59,,"Drumheller Health, Drumheller Hillview Seniors Lodge, Drumheller Sunshine Lodge, Villas",Mobile,14,60,9,83,,,,,
Drumheller-Stettler,59,,"Hanna Health, Hanna Lodge",Mobile,3,38,5,46,,,,,
Drumheller-Stettler,59,,"Oyen Big Country Hospital & LTC, Oyen Lodge",Mobile,6,38,1,45,,,,,
Drumheller-Stettler,59,,"Provost Health Centre, Provost Hillcrest",Mobile,8,28,1,37,,,,,
Drumheller-Stettler,59,,"Stettler Heart Haven Lodge, Stettler Paragon Place, Stettler Willow Creek Lodge",Mobile,12,58,6,76,,,,,
Drumheller-Stettler,59,,"Stettler Hospital, Stettler Points",Mobile,6,31,5,42,,,,,
Drumheller-Stettler,59,,Returning Office,Special Ballot,23,182,14,219,,,,,
Drumheller-Stettler,59,,Centralized,Special Ballot,20,52,3,75,,,,,
Fort McMurray-Lac La Biche,60,A,Kikino Community Centre,Election Day,32,65,1,98,044,,,,
Fort McMurray-Lac La Biche,60,B,Whitefish Lake First Nation No.128 Rec Hall,Election Day,75,27,6,108,046,,,,
Fort McMurray-Lac La Biche,60,C,Craigend Hall,Election Day,12,117,2,131,045,,,,
Fort McMurray-Lac La Biche,60,D,Hylo Community Hall,Election Day,29,148,4,181,042,,,,
Fort McMurray-Lac La Biche,60,E,Buffalo Lake Senior Drop In Centre,Election Day,41,66,4,111,043,,,,
Fort McMurray-Lac La Biche,60,F,Plamondon Festival Centre,Election Day,90,420,4,514,"031,032,033",,,,
Fort McMurray-Lac La Biche,60,G,Wandering River Senior Centre,Election Day,8,95,0,103,030,,,,
Fort McMurray-Lac La Biche,60,H,Centerfire Place,Election Day,335,1100,37,1472,"001,002,003,004,005,006,007,008,009",,,,
