ed_2019,sheet_num,poll_letter,poll_name,ballot_type,ndp_votes,ucp_votes,other_votes,valid_votes,voting_areas,lat,lon,ed_2026_majority,ed_2026_minority
Calgary-Acadia,01,A,Woodgreen Presbyterian Church,Election Day,301,288,21,610,"001,002,003",,,,
Calgary-Acadia,01,B,Robert Warren School,Election Day,790,725,53,1568,"004,005,006,007,008,009",,,,
Calgary-Acadia,01,C,Southwood United Church,Election Day,418,365,32,815,"012,013,014,034",,,,
Calgary-Acadia,01,D,Haysboro School,Election Day,541,482,31,1054,"035,036,037,038",,,,
Calgary-Acadia,01,E,St. Augustine School,Election Day,541,443,42,1026,"047,048,049,050",,,,
Calgary-Acadia,01,F,St. Stephen School,Election Day,401,477,34,912,"010,011,015,033",,,,
Calgary-Acadia,01,G,Le Roi Daniels School,Election Day,468,536,51,1055,"044,045,046,051",,,,
Calgary-Acadia,01,H,Manchester Neighbour Centre - Mustard Seed,Election Day,106,63,10,179,"052,053",,,,
Calgary-Acadia,01,I,Acadia School,Election Day,578,642,56,1276,"026,027,028,029,043",,,,
Calgary-Acadia,01,J,Lord Beaverbrook School,Election Day,624,631,69,1324,"025,030,031,032,039,040,041,042",,,,
Calgary-Acadia,01,K,Willow Park School,Election Day,421,469,23,913,"016,017,020,023,024",,,,
Calgary-Acadia,01,L,R.T. Alderman School,Election Day,386,530,28,944,"018,019,021,022",,,,
Calgary-Acadia,01,,"Haysboro Community Association, Lutheran Church",Advance,1808,1827,78,3713,,,,,
Calgary-Acadia,01,,Southcentre Mall,Advance,2172,2261,78,4511,,,,,
Calgary-Acadia,01,,Vote Anywhere (Out of ED),Advance,788,566,31,1385,,,,,
Calgary-Acadia,01,,"Southwood CC, Trico LivingWell, Calgary Dream Centre",Mobile,46,76,12,134,,,,,
Calgary-Acadia,01,,Returning Office,Special Ballot,378,428,13,819,,,,,
Calgary-Acadia,01,,Centralized,Special Ballot,192,128,4,324,,,,,
Calgary-Beddington,02,A,Simons Valley School,Election Day,632,696,43,1371,"010,011,022,023,024,025",,,,
Calgary-Beddington,02,B,Monsignor Neville Anderson School,Election Day,613,656,43,1312,"013,019,020,021,026,027",,,,
Calgary-Beddington,02,C,Valley Creek School,Election Day,605,593,38,1236,"001,002,007,008,009",,,,
Calgary-Beddington,02,D,St. Elizabeth Seton School,Election Day,475,521,33,1029,"003,004,005,006,012",,,,
Calgary-Beddington,02,E,Beddington Heights School,Election Day,705,593,43,1341,"018,028,029,030,038,039",,,,
Calgary-Beddington,02,F,Harvest Hills Alliance Church,Election Day,390,487,33,910,"014,015,016,017",,,,
Calgary-Beddington,02,G,Alex Munro School,Election Day,480,574,56,1110,"031,032,033,034,035,036",,,,
Calgary-Beddington,02,H,Dr. J.K. Mulloy School,Election Day,506,490,58,1054,"037,040,041,042,043,049",,,,
Calgary-Beddington,02,I,St. Hubert School,Election Day,525,499,45,1069,"044,045,046,047,048",,,,
Calgary-Beddington,02,,Huntington Hills Community Hall & Sportsplex,Advance,3468,3109,177,6754,,,,,
Calgary-Beddington,02,,Vote Anywhere (Out of ED),Advance,1384,1097,83,2564,,,,,
Calgary-Beddington,02,,Manor Village - Life Centres,Mobile,35,31,8,74,,,,,
Calgary-Beddington,02,,Returning Office,Special Ballot,324,295,12,631,,,,,
Calgary-Beddington,02,,Centralized,Special Ballot,127,85,11,223,,,,,
Calgary-Bow,03,A,West Springs School,Election Day,296,424,9,729,"027,028,029",,,,
Calgary-Bow,03,B,Bethel United Reformed Church,Election Day,355,450,20,825,"024,025,026,030",,,,
Calgary-Bow,03,C,Crestmont Community Center,Election Day,344,456,50,850,"032,033",,,,
Calgary-Bow,03,D,Valley Ridge Golf Course,Election Day,693,927,42,1662,"034,035,036,037,038,039",,,,
Calgary-Bow,03,E,Bowness High School,Election Day,784,546,63,1393,"042,043,044,045,047,048",,,,
Calgary-Bow,03,F,RockPointe Church - Bowridge,Election Day,148,160,21,329,"031,040,041",,,,
Calgary-Bow,03,G,West Springs Church,Election Day,415,463,21,899,"012,013,014,020,021,022,023",,,,
Calgary-Bow,03,H,Our Lady of the Assumption School,Election Day,715,615,61,1391,"046,049,050,051,052,053",,,,
Calgary-Bow,03,I,Montgomery Community Centre,Election Day,494,299,36,829,"054,055,056,057,058,059",,,,
Calgary-Bow,03,J,Badminton Alberta,Election Day,445,535,31,1011,"004,005,009,010,011",,,,
Calgary-Bow,03,K,St. Joan of Arc,Election Day,707,967,32,1706,"006,007,008,015,016,017,018,019",,,,
Calgary-Bow,03,L,Wildwood School,Election Day,373,380,32,785,"001,002,003",,,,
Calgary-Bow,03,,Montgomery Community Centre,Advance,2223,1919,103,4245,,,,,
Calgary-Bow,03,,West Springs Church,Advance,2395,3092,112,5599,,,,,
Calgary-Bow,03,,Vote Anywhere (Out of ED),Advance,1489,1195,59,2743,,,,,
Calgary-Bow,03,,"Bow View Manor, Lodge at Valley Ridge, Prominence Way",Mobile,69,143,20,232,,,,,
Calgary-Bow,03,,"James Shouldice Lodge, Rivera Bow Care Home, Simon House",Mobile,18,49,12,79,,,,,
Calgary-Bow,03,,Returning Office,Special Ballot,408,424,24,856,,,,,
Calgary-Bow,03,,Centralized,Special Ballot,181,131,11,323,,,,,
Calgary-Buffalo,04,A,St. Mary's Hall,Election Day,654,366,27,1047,"002,004,005,006,007,008,030",,,,
Calgary-Buffalo,04,B,Western Canada School,Election Day,850,469,32,1351,"001,003,009,010,011,012,013,014,015",,,,
Calgary-Buffalo,04,C,Connaught School,Election Day,858,388,25,1271,"016,017,018,019,020,021,048,049,050",,,,
Calgary-Buffalo,04,D,Kerby Centre,Election Day,610,525,34,1169,"051,052,053,054,055,056,057,058,059",,,,
Calgary-Buffalo,04,E,Danish Canadian Club,Election Day,441,268,9,718,"022,023,045,046,047",,,,
Calgary-Buffalo,04,F,Memorial Park Library,Election Day,457,325,24,806,"024,025,026,044",,,,
Calgary-Buffalo,04,G,Calgary Chinese Cultural Centre,Election Day,384,374,30,788,"060,061,062,063,065,066",,,,
Calgary-Buffalo,04,H,Calgary Drop In Centre,Election Day,11,7,3,21,064,,,,
Calgary-Buffalo,04,I,Decidedly Jazz Danceworks,Election Day,331,235,8,574,"027,028,029,042,043",,,,
Calgary-Buffalo,04,J,Central Library,Election Day,322,211,8,541,"031,032,067,068,069,070",,,,
Calgary-Buffalo,04,K,Calgary Bridge Centre,Election Day,539,281,29,849,"033,034,035,041",,,,
Calgary-Buffalo,04,L,Colonel Walker School,Election Day,601,292,21,914,"036,037,038,039,040",,,,
Calgary-Buffalo,04,,Central Library,Advance,1408,602,30,2040,,,,,
Calgary-Buffalo,04,,Danish Canadian Club,Advance,1310,584,30,1924,,,,,
Calgary-Buffalo,04,,Holy Cross Centre,Advance,1248,646,40,1934,,,,,
Calgary-Buffalo,04,,Kerby Centre,Advance,1112,613,42,1767,,,,,
Calgary-Buffalo,04,,Vote Anywhere (Out of ED),Advance,1130,538,27,1695,,,,,
Calgary-Buffalo,04,,"Alex Walker Tower, Eau Claire",Mobile,55,33,15,103,,,,,
Calgary-Buffalo,04,,"Aventa, Wai Kwan Manor",Mobile,28,33,4,65,,,,,
Calgary-Buffalo,04,,"Clover Living, Way Ying Mansion",Mobile,23,81,3,107,,,,,
Calgary-Buffalo,04,,"Grace Gardens, Grace Manor",Mobile,50,25,0,75,,,,,
Calgary-Buffalo,04,,Murdoch Manor,Mobile,62,38,10,110,,,,,
Calgary-Buffalo,04,,Mustard Seed,Mobile,28,34,5,67,,,,,
Calgary-Buffalo,04,,"Sheriff King Home, Fountains of Mission",Mobile,15,11,0,26,,,,,
Calgary-Buffalo,04,,Returning Office,Special Ballot,385,189,8,582,,,,,
Calgary-Buffalo,04,,Centralized,Special Ballot,309,124,10,443,,,,,
Calgary-Cross,05,A,Marlborough School,Election Day,304,425,34,763,"009,010,011,012",,,,
Calgary-Cross,05,B,Chris Akkerman School,Election Day,345,470,30,845,"013,014,015,016",,,,
Calgary-Cross,05,C,Rundle School,Election Day,379,359,19,757,"019,020,021,022",,,,
Calgary-Cross,05,D,Lester B. Pearson School,Election Day,403,362,26,791,"026,031,032,033,034",,,,
Calgary-Cross,05,E,Dr. Gordon Higgins School,Election Day,506,526,43,1075,"017,018,023,024,025",,,,
Calgary-Cross,05,F,Monterey Park School,Election Day,587,469,33,1089,"039,040,041,042,043,044",,,,
Calgary-Cross,05,G,Northeast Calgary Evangelical Free Church,Election Day,452,316,13,781,"035,036,037,038",,,,
Calgary-Cross,05,H,Douglas Harkness School,Election Day,224,289,26,539,"027,028,029,030",,,,
Calgary-Cross,05,I,Cappy Smart School,Election Day,321,448,40,809,"003,004,005,006",,,,
Calgary-Cross,05,J,Roland Michener School,Election Day,257,434,34,725,"001,002,007,008",,,,
Calgary-Cross,05,,Marlborough Park Community Centre,Advance,784,1217,43,2044,,,,,
Calgary-Cross,05,,Pineridge Community Centre,Advance,1759,1599,76,3434,,,,,
Calgary-Cross,05,,Vote Anywhere (Out of ED),Advance,415,355,19,789,,,,,
Calgary-Cross,05,,"Gilchrist Commons, Monterey Seniors Village",Mobile,30,29,8,67,,,,,
Calgary-Cross,05,,Returning Office,Special Ballot,172,199,11,382,,,,,
Calgary-Cross,05,,Centralized,Special Ballot,81,36,1,118,,,,,
Calgary-Currie,06,A,A.E. Cross School,Election Day,626,605,76,1307,"040,045,047,048,049",,,,
Calgary-Currie,06,B,Glenbrook School,Election Day,567,509,65,1141,"041,042,043,044,046",,,,
Calgary-Currie,06,C,Westgate School,Election Day,563,540,65,1168,"001,002,014,015,016,017",,,,
Calgary-Currie,06,D,Spruce Cliff Community Association,Election Day,433,426,36,895,"003,004,005,006",,,,
Calgary-Currie,06,E,Glendale School,Election Day,282,312,37,631,"018,019,020",,,,
Calgary-Currie,06,F,Alex Ferguson School,Election Day,531,460,37,1028,"007,012,013,024,027",,,,
Calgary-Currie,06,G,Sacred Heart School,Election Day,631,306,48,985,"008,009,010,011",,,,
Calgary-Currie,06,H,18th Scout Hall,Election Day,496,287,46,829,"029,030,031,032,033",,,,
Calgary-Currie,06,I,Killarney School,Election Day,749,573,70,1392,"021,022,023,025,038,039",,,,
Calgary-Currie,06,J,Richmond School,Election Day,747,621,61,1429,"026,028,034,035,036,037",,,,
Calgary-Currie,06,,18th Scout Hall,Advance,684,363,32,1079,,,,,
Calgary-Currie,06,,Rosscarrock Community Hall,Advance,2017,1489,119,3625,,,,,
Calgary-Currie,06,,Vote Anywhere (Out of ED),Advance,3328,2318,185,5831,,,,,
Calgary-Currie,06,,"Carewest Sarcee, Shalem Manor",Mobile,37,86,24,147,,,,,
Calgary-Currie,06,,Extendicare Cedars Villa,Mobile,33,10,16,59,,,,,
Calgary-Currie,06,,Returning Office,Special Ballot,295,188,4,487,,,,,
Calgary-Currie,06,,Centralized,Special Ballot,242,88,9,339,,,,,
Calgary-East,07,A,Erin Woods School,Election Day,392,394,48,834,"001,002,003,007,008,009",,,,
Calgary-East,07,B,Ian Bazalgette School,Election Day,333,484,56,873,"010,012,013,014,015,016,017,018",,,,
Calgary-East,07,C,Southview Community Centre,Election Day,345,494,41,880,"019,020,021,022,023,024,025,026",,,,
Calgary-East,07,D,Keeler School,Election Day,347,398,42,787,"049,050,051,052,053,054,055",,,,
Calgary-East,07,E,Ernest Morrow School,Election Day,354,346,41,741,"027,028,045,046,047,048",,,,
Calgary-East,07,F,Abbeydale School,Election Day,354,382,41,777,"061,062,063,064",,,,
Calgary-East,07,G,St. Kateri Tekakwitha School,Election Day,339,383,45,767,"065,066,067,068,069",,,,
Calgary-East,07,H,Penbrooke Meadows School,Election Day,284,349,50,683,"029,030,031,034,043,044,070",,,,
Calgary-East,07,I,James Short Memorial School,Election Day,416,411,39,866,"041,042,056,057,058,059,060",,,,
Calgary-East,07,J,Erin Woods Community Centre,Election Day,240,314,18,572,"004,005,006,011",,,,
Calgary-East,07,K,Eastside City Church,Election Day,527,506,38,1071,"032,033,035,036,037,038,039,040",,,,
Calgary-East,07,,Penbrooke Meadows Community Association,Advance,1103,1107,68,2278,,,,,
Calgary-East,07,,Returning Office - Clayburn Center,Advance,573,904,40,1517,,,,,
Calgary-East,07,,Vote Anywhere (Out of ED),Advance,615,458,42,1115,,,,,
Calgary-East,07,,Clifton House,Mobile,13,19,13,45,,,,,
Calgary-East,07,,The Alex Community Food Centre,Mobile,47,13,5,65,,,,,
Calgary-East,07,,Returning Office,Special Ballot,93,107,3,203,,,,,
Calgary-East,07,,Centralized,Special Ballot,50,54,3,107,,,,,
Calgary-Edgemont,08,A,Dalhousie Community Centre,Election Day,430,355,36,821,"006,007,008",,,,
Calgary-Edgemont,08,B,Ranchlands Community Centre,Election Day,386,385,37,808,"009,012,013,014",,,,
Calgary-Edgemont,08,C,Westview Baptist Church,Election Day,381,280,31,692,"010,011,015,016",,,,
Calgary-Edgemont,08,D,Hawkwood Baptist Church,Election Day,267,285,32,584,"017,018,019",,,,
Calgary-Edgemont,08,E,St. Maria Goretti School,Election Day,469,482,43,994,"023,024,025,026",,,,
Calgary-Edgemont,08,F,St. Thomas United Church,Election Day,316,409,15,740,"020,021,022",,,,
Calgary-Edgemont,08,G,Foothills Alliance Church,Election Day,557,698,43,1298,"043,044,045,046,047,048,049,050,051",,,,
Calgary-Edgemont,08,H,Edgemont Community Centre,Election Day,256,245,18,519,"038,040,041,042",,,,
Calgary-Edgemont,08,I,Edgemont School,Election Day,260,348,17,625,"035,036,037,039",,,,
Calgary-Edgemont,08,J,Tom Baines School,Election Day,388,355,16,759,"027,028,029,034",,,,
Calgary-Edgemont,08,K,St. Dominic School,Election Day,546,487,42,1075,"001,002,003,004,005",,,,
Calgary-Edgemont,08,L,Mother Mary Greene School,Election Day,469,460,24,953,"030,031,032,033",,,,
Calgary-Edgemont,08,,Foothills Alliance Church,Advance,3252,4078,148,7478,,,,,
Calgary-Edgemont,08,,Ranchlands Community Centre,Advance,1821,1353,63,3237,,,,,
Calgary-Edgemont,08,,Vote Anywhere (Out of ED),Advance,1374,771,43,2188,,,,,
Calgary-Edgemont,08,,Edgemont Retirement,Mobile,11,29,4,44,,,,,
Calgary-Edgemont,08,,Returning Office,Special Ballot,293,249,3,545,,,,,
Calgary-Edgemont,08,,Centralized,Special Ballot,205,128,3,336,,,,,
Calgary-Elbow,09,A,St. James School,Election Day,455,576,63,1094,"012,013,014,015",,,,
Calgary-Elbow,09,B,Calgary First Church of the Nazarene,Election Day,311,323,43,677,"008,009,010,011",,,,
Calgary-Elbow,09,C,St. Stephen Protomartyr Church,Election Day,257,265,52,574,"005,006,007",,,,
Calgary-Elbow,09,D,Glamorgan Community Association,Election Day,417,334,53,804,"001,002,003,004",,,,
Calgary-Elbow,09,E,Marda Loop Communities Association,Election Day,476,376,65,917,"025,026,027,028,029",,,,
Calgary-Elbow,09,F,The Military Museums,Election Day,474,330,45,849,"018,019,020,024",,,,
Calgary-Elbow,09,G,Earl Grey School,Election Day,640,613,47,1300,"030,031,032,033,034,035",,,,
Calgary-Elbow,09,H,Rideau Park School,Election Day,349,308,37,694,"050,051,052",,,,
Calgary-Elbow,09,I,Elbow Park School,Election Day,380,602,72,1054,"036,037,038,039",,,,
Calgary-Elbow,09,J,River Park Church,Election Day,553,610,64,1227,"016,017,021,022,023",,,,
Calgary-Elbow,09,K,Windsor Park Community Association,Election Day,363,444,46,853,"041,042,043,044,045",,,,
Calgary-Elbow,09,L,Elboya School,Election Day,520,577,65,1162,"040,046,047,048,049",,,,
Calgary-Elbow,09,,Glamorgan Community Association,Advance,897,716,79,1692,,,,,
Calgary-Elbow,09,,Marda Loop Communities Association,Advance,2657,2212,209,5078,,,,,
Calgary-Elbow,09,,Mount Royal University - Wyckham House,Advance,174,76,14,264,,,,,
Calgary-Elbow,09,,Windsor Park Community Association,Advance,1092,1355,94,2541,,,,,
Calgary-Elbow,09,,Vote Anywhere (Out of ED),Advance,1356,1034,81,2471,,,,,
Calgary-Elbow,09,,"Amica Britannia, Carewest Royal Park, Chartwell Royal Park, Glamorgan Care, Mount Royal Care, The Edward",Mobile,52,85,23,160,,,,,
Calgary-Elbow,09,,"Carewest Garrison, Manor Village, Staywell Manor, United Active Living, Westview Lodge",Mobile,126,166,32,324,,,,,
Calgary-Elbow,09,,Returning Office,Special Ballot,339,293,34,666,,,,,
Calgary-Elbow,09,,Centralized,Special Ballot,301,151,17,469,,,,,
Calgary-Falconridge,10,A,Colonel J. Fred Scott School,Election Day,348,325,31,704,"015,016,017,018,019",,,,
Calgary-Falconridge,10,B,Guy Weadick School,Election Day,447,514,52,1013,"004,006,007,009,010,011",,,,
Calgary-Falconridge,10,C,Annie Gale School,Election Day,458,352,40,850,"012,013,014,020,021,022",,,,
Calgary-Falconridge,10,D,O.S. Geiger School,Election Day,464,368,36,868,"023,024,025,026,027",,,,
Calgary-Falconridge,10,E,Ted Harrison School,Election Day,514,260,23,797,"041,042,043,044,045",,,,
Calgary-Falconridge,10,F,Monsignor A.J. Hetherington School,Election Day,581,315,23,919,"036,037,038,039,040,046",,,,
Calgary-Falconridge,10,G,Falconridge Castleridge Community Centre,Election Day,278,223,26,527,"028,029,032,033",,,,
Calgary-Falconridge,10,H,Falconridge School,Election Day,367,281,36,684,"030,031,034,035",,,,
Calgary-Falconridge,10,I,Father Scollen School,Election Day,440,431,51,922,"001,002,003,005,008",,,,
Calgary-Falconridge,10,,Falconridge Castleridge Community Centre,Advance,1821,957,90,2868,,,,,
Calgary-Falconridge,10,,Whitehorn Community Centre,Advance,1270,977,91,2338,,,,,
Calgary-Falconridge,10,,Vote Anywhere (Out of ED),Advance,602,351,30,983,,,,,
Calgary-Falconridge,10,,"Templemont Gardens, Whitehorn Village Retirement Community",Mobile,22,43,7,72,,,,,
Calgary-Falconridge,10,,Returning Office,Special Ballot,110,51,5,166,,,,,
Calgary-Falconridge,10,,Centralized,Special Ballot,64,28,5,97,,,,,
Calgary-Fish Creek,11,A,Centennial High School,Election Day,439,638,27,1104,"047,048,049,050,052",,,,
Calgary-Fish Creek,11,B,St. Teresa of Calcutta School,Election Day,378,552,29,959,"036,037,038,043",,,,
Calgary-Fish Creek,11,C,Midnapore School,Election Day,328,416,25,769,"039,040,041,042",,,,
Calgary-Fish Creek,11,D,The Gateway South Centre,Election Day,125,106,10,241,001,,,,
Calgary-Fish Creek,11,E,Lake Bonavista Village Retirement Community,Election Day,79,166,18,263,002,,,,
Calgary-Fish Creek,11,F,Nickle School,Election Day,669,985,35,1689,"003,013,014,015,016,017",,,,
Calgary-Fish Creek,11,G,St. Boniface,Election Day,758,923,41,1722,"004,005,006,011,012,018",,,,
Calgary-Fish Creek,11,H,Wilma Hansen School,Election Day,728,963,48,1739,"007,008,009,010,019,020",,,,
Calgary-Fish Creek,11,I,Don Bosco School,Election Day,641,707,33,1381,"021,022,023,024,025",,,,
Calgary-Fish Creek,11,J,St. Philip School,Election Day,580,782,29,1391,"026,027,028,034,035",,,,
Calgary-Fish Creek,11,K,Midsun School,Election Day,588,896,36,1520,"044,045,046,051,053,054",,,,
Calgary-Fish Creek,11,L,Deer Run School,Election Day,674,824,39,1537,"029,030,031,032,033",,,,
Calgary-Fish Creek,11,,Returning Office,Advance,1145,1566,44,2755,,,,,
Calgary-Fish Creek,11,,St Mary's University - McGivney Hall,Advance,1093,950,30,2073,,,,,
Calgary-Fish Creek,11,,Vote Anywhere (Out of ED),Advance,2463,2550,84,5097,,,,,
Calgary-Fish Creek,11,,"Age Care Midnapore, Providence CC",Mobile,35,65,12,112,,,,,
Calgary-Fish Creek,11,,"Canyon Meadows, Father Lacombe CC",Mobile,24,39,9,72,,,,,
Calgary-Fish Creek,11,,"Sundance on the Green, United Active Living Fish Creek North",Mobile,55,74,7,136,,,,,
Calgary-Fish Creek,11,,United Active Living Fish Creek West,Mobile,26,50,1,77,,,,,
Calgary-Fish Creek,11,,Returning Office,Special Ballot,243,349,4,596,,,,,
Calgary-Fish Creek,11,,Centralized,Special Ballot,183,142,3,328,,,,,
Calgary-Foothills,12,A,Watergrove Mobile Home Park Commons,Election Day,259,309,22,590,"001,002,003",,,,
Calgary-Foothills,12,B,St. Ambrose School,Election Day,251,365,12,628,"004,008,009,011",,,,
Calgary-Foothills,12,C,Arbour Lake School,Election Day,295,310,14,619,"005,006,007,010",,,,
Calgary-Foothills,12,D,St. Brigid School,Election Day,447,394,14,855,"014,015,016,017",,,,
Calgary-Foothills,12,E,Westside Calgary Chinese Alliance Church,Election Day,438,439,18,895,"012,013,020,021,022",,,,
Calgary-Foothills,12,F,Bearspaw Christian School,Election Day,571,609,17,1197,"048,049,050,051,053,054,055",,,,
Calgary-Foothills,12,G,Our Lady of Grace School,Election Day,561,605,11,1177,"040,041,042,043,044",,,,
Calgary-Foothills,12,H,Shane Homes YMCA at Rocky Ridge,Election Day,470,500,11,981,"037,038,039,045,046,047,052",,,,
Calgary-Foothills,12,I,Symons Valley United Church,Election Day,486,484,14,984,"030,031,032,033,035,036",,,,
Calgary-Foothills,12,J,Citadel Park School,Election Day,430,462,15,907,"018,019,023,024",,,,
Calgary-Foothills,12,K,Blessed Marie-Rose School,Election Day,650,650,10,1310,"025,026,027,028,029,034",,,,
Calgary-Foothills,12,,Arbour Lake Residents Association,Advance,1492,1573,33,3098,,,,,
Calgary-Foothills,12,,Returning Office,Advance,381,361,7,749,,,,,
Calgary-Foothills,12,,Shane Homes YMCA at Rocky Ridge,Advance,527,483,4,1014,,,,,
Calgary-Foothills,12,,Symons Valley United Church,Advance,2332,1970,50,4352,,,,,
Calgary-Foothills,12,,Vote Anywhere (Out of ED),Advance,1057,892,29,1978,,,,,
Calgary-Foothills,12,,"Arbour Lake, Sage Hill",Mobile,53,87,8,148,,,,,
Calgary-Foothills,12,,Returning Office,Special Ballot,210,196,5,411,,,,,
Calgary-Foothills,12,,Centralized,Special Ballot,144,104,1,249,,,,,
Calgary-Glenmore,13,A,St. Jude School,Election Day,456,513,31,1000,"036,037,038,039",,,,
Calgary-Glenmore,13,B,Cedarbrae School,Election Day,625,747,41,1413,"023,024,030,031,032,033",,,,
Calgary-Glenmore,13,C,Bishop Pinkham School,Election Day,551,617,13,1181,"001,002,003,004,005,006",,,,
Calgary-Glenmore,13,D,John Ware School,Election Day,603,741,25,1369,"011,012,013,019,020,021",,,,
Calgary-Glenmore,13,E,Louis Riel School,Election Day,865,801,24,1690,"014,015,016,017,018,022",,,,
Calgary-Glenmore,13,F,Braeside School,Election Day,834,836,46,1716,"025,026,027,028,029,034",,,,
Calgary-Glenmore,13,G,Henry Wise Wood School,Election Day,488,519,8,1015,"007,008,009,010",,,,
Calgary-Glenmore,13,H,Hull Services Gymnasium,Election Day,320,384,16,720,"035,040,042",,,,
Calgary-Glenmore,13,I,Woodbine School,Election Day,654,728,20,1402,"043,044,045,046,047",,,,
Calgary-Glenmore,13,J,Woodlands School,Election Day,389,375,13,777,"041,048,049",,,,
Calgary-Glenmore,13,,Cedarbrae Community Centre,Advance,3805,3648,100,7553,,,,,
Calgary-Glenmore,13,,Lakeview Community Centre,Advance,1048,903,28,1979,,,,,
Calgary-Glenmore,13,,Vote Anywhere (Out of ED),Advance,1092,718,22,1832,,,,,
Calgary-Glenmore,13,,"Agecare Glenmore, Mayfair Nursing Home",Mobile,14,25,4,43,,,,,
Calgary-Glenmore,13,,Bertha Gold Senior Residence,Mobile,14,28,0,42,,,,,
Calgary-Glenmore,13,,Carewest Glenmore Park,Mobile,25,34,2,61,,,,,
Calgary-Glenmore,13,,Chinook CC,Mobile,19,29,2,50,,,,,
Calgary-Glenmore,13,,Revera Chateau Renoir,Mobile,24,23,0,47,,,,,
Calgary-Glenmore,13,,Rockyview General Hospital,Mobile,85,113,14,212,,,,,
Calgary-Glenmore,13,,Trinity Lodge Retirement,Mobile,26,53,7,86,,,,,
Calgary-Glenmore,13,,Returning Office,Special Ballot,476,648,4,1128,,,,,
Calgary-Glenmore,13,,Centralized,Special Ballot,274,156,2,432,,,,,
Calgary-Hays,14,A,St. John Henry Newman School,Election Day,382,733,25,1140,"001,002,003,004,005",,,,
Calgary-Hays,14,B,McKenzie Lake School,Election Day,346,609,28,983,"006,007,008,009",,,,
Calgary-Hays,14,C,McKenzie Towne School,Election Day,427,616,19,1062,"022,023,024,025,026",,,,
Calgary-Hays,14,D,St. Albert the Great School,Election Day,364,472,30,866,"015,018,019,020,021",,,,
Calgary-Hays,14,E,St. Marguerite School,Election Day,468,737,28,1233,"028,029,030,031,032",,,,
Calgary-Hays,14,F,Copperfield School,Election Day,555,702,37,1294,"043,044,045,046,047,048",,,,
Calgary-Hays,14,G,Dr. Martha Cohen School,Election Day,561,766,37,1364,"027,033,034,035,036,037",,,,
Calgary-Hays,14,H,McKenzie Highlands School,Election Day,680,827,39,1546,"010,011,012,013,014,016,017",,,,
Calgary-Hays,14,I,St. Isabella School,Election Day,541,845,43,1429,"038,039,040,041,042,049",,,,
Calgary-Hays,14,,McKenzie Towne Church,Advance,3612,4364,119,8095,,,,,
Calgary-Hays,14,,Vote Anywhere (Out of ED),Advance,755,775,21,1551,,,,,
