parent_ed_2019,VA_NUMBER,election_day_ndp,election_day_ucp,apportioned_advance_ndp,apportioned_advance_ucp,full_ndp,full_ucp,pct_advance_ndp
Vermilion-Lloydminster-Wainwright,35,37.833333333333336,138.5,23.661567176615677,82.07495917074961,61.49490050994901,220.5749591707496,38.48
Calgary-Bow,38,115.5,154.5,119.20440330247686,129.65223917938454,234.70440330247686,284.15223917938454,50.79
Calgary-Peigan,30,100.66666666666667,129.5,58.905019670482446,73.01853166503979,159.57168633714912,202.5185316650398,36.91
Calgary-Hays,44,92.5,117.0,77.01307496942904,93.11330072429686,169.51307496942906,210.11330072429686,45.43
Edmonton-Highlands-Norwood,9,100.6,36.2,64.97900552486189,17.76132596685083,165.57900552486188,53.961325966850836,39.24
Bonnyville-Cold Lake-St. Paul,8,31.0,158.33333333333334,36.31689677843525,99.85746219592376,67.31689677843525,258.1907955292571,53.95
Calgary-Shaw,39,87.28571428571429,153.28571428571428,53.82140535185394,70.83501718248522,141.10711963756825,224.1207314681995,38.14
Calgary-Shaw,35,87.28571428571429,153.28571428571428,53.82140535185394,70.83501718248522,141.10711963756825,224.1207314681995,38.14
Brooks-Medicine Hat,53,55.166666666666664,75.83333333333333,26.850014096419507,64.5828399586505,82.01668076308617,140.41617329198382,32.74
Drayton Valley-Devon,54,63.0,144.0,25.633214312846615,80.67385854288536,88.63321431284662,224.67385854288534,28.92
Chestermere-Strathmore,27,47.75,145.25,60.39212046204621,161.56982260726073,108.14212046204621,306.81982260726073,55.85
Edmonton-West Henday,4,84.75,66.0,32.30091335472723,20.529190323376945,117.05091335472723,86.52919032337695,27.6
Edmonton-West Henday,1,84.75,66.0,32.30091335472723,20.529190323376945,117.05091335472723,86.52919032337695,27.6
Calgary-South East,12,61.5,126.25,72.67104917170656,102.5886142519064,134.17104917170656,228.8386142519064,54.16
Edmonton-Riverview,38,159.0,48.666666666666664,64.93930653765042,21.272887979158913,223.93930653765042,69.93955464582558,29.0
Grande Prairie,42,52.5,161.75,43.302093636663365,63.26956258929553,95.80209363666336,225.01956258929553,45.2
Innisfail-Sylvan Lake,56,37.3,128.9,37.992278997137156,89.19174112952197,75.29227899713715,218.09174112952198,50.46
Highwood,58,56.40909090909091,125.81818181818181,53.98344903581267,116.4192984389348,110.39253994490358,242.2374802571166,48.9
Peace River,33,2.0,31.0,5.989826878457968,23.700160628234876,7.989826878457968,54.700160628234876,74.97
West Yellowhead,37,31.692307692307693,139.69230769230768,50.56924566237246,105.1866855313128,82.26155335468016,244.87899322362048,61.47
Spruce Grove-Stony Plain,56,71.5,114.0,86.16448983169704,117.72615708274894,157.66448983169704,231.72615708274895,54.65
Lethbridge-East,15,71.375,88.625,69.02527075812273,64.11552346570397,140.40027075812273,152.74052346570397,49.16
Banff-Kananaskis,52,57.0,224.0,198.97617567847524,139.0155376009944,255.97617567847524,363.01553760099443,77.73
Edmonton-Decore,43,76.8,65.8,47.16416711301554,35.36357793251205,123.96416711301553,101.16357793251206,38.05
Bonnyville-Cold Lake-St. Paul,45,27.615384615384617,144.15384615384616,32.94784554695798,90.59387042937338,60.56323016234259,234.74771658321953,54.4
Red Deer-South,52,99.0,167.4,65.62295969235151,74.46375160233585,164.62295969235151,241.86375160233587,39.86
Edmonton-South West,46,106.66666666666667,98.0,94.25617591669437,69.46355378309516,200.92284258336105,167.46355378309516,46.91
Highwood,40,51.1578947368421,115.84210526315789,49.47248484848485,106.6910707070707,100.63037958532695,222.53317597022857,49.16
Rimbey-Rocky Mountain House-Sundre,28,21.9,129.2,18.222972718720598,78.80511759172153,40.1229727187206,208.0051175917215,45.42
Cardston-Siksika,32,33.0,209.0,18.588366640616275,77.54158758512892,51.58836664061627,286.5415875851289,36.03
Edmonton-City Centre,52,105.5,31.333333333333332,111.41688323530754,29.59013814799618,216.91688323530752,60.923471481329514,51.36
Edmonton-Ellerslie,6,125.2,90.8,67.77036048064086,33.87408852829414,192.97036048064086,124.67408852829413,35.12
Edmonton-City Centre,16,79.44444444444444,26.77777777777778,86.49170960044985,22.970501071444858,165.9361540448943,49.748278849222636,52.12
Edmonton-Meadows,51,78.8,56.4,56.736949846468775,29.295639713408388,135.53694984646876,85.69563971340838,41.86
Calgary-North West,42,82.0,93.42857142857143,102.87441845694596,101.2170406008352,184.87441845694596,194.64561202940664,55.65
Calgary-Buffalo,44,114.25,81.25,120.3644759669354,60.11240942953362,234.6144759669354,141.3624094295336,51.3
Calgary-East,18,41.625,60.5,22.866167183031457,26.8211987607245,64.49116718303145,87.3211987607245,35.46
Red Deer-North,47,121.0,182.0,95.10448691316991,123.99459908599916,216.10448691316992,305.99459908599914,44.01
Calgary-Beddington,35,80.0,95.66666666666667,69.18187250996017,61.58831341301462,149.18187250996016,157.25498007968127,46.37
Calgary-Mountain View,58,123.0,71.5,90.98861494974874,43.49371859296482,213.98861494974875,114.99371859296483,42.52
Calgary-Mountain View,57,123.0,71.5,90.98861494974874,43.49371859296482,213.98861494974875,114.99371859296483,42.52
Fort Saskatchewan-Vegreville,22,51.0,130.0,53.56761432009628,66.15974729241877,104.56761432009628,196.15974729241879,51.23
Fort Saskatchewan-Vegreville,20,51.0,130.0,53.56761432009628,66.15974729241877,104.56761432009628,196.15974729241879,51.23
Strathcona-Sherwood Park,23,91.25,166.5,64.33003408019724,76.25407874700892,155.58003408019724,242.75407874700892,41.35
Peace River,29,3.0,1.0,0.7260396216312689,2.8727467428163482,3.726039621631269,3.8727467428163482,19.49
Airdrie-East,39,60.333333333333336,112.0,51.490088368760446,84.88387336464719,111.82342170209378,196.88387336464717,46.05
Rimbey-Rocky Mountain House-Sundre,52,15.125,138.0,18.46719190968956,79.86124176857952,33.59219190968956,217.86124176857953,54.97
Edmonton-Highlands-Norwood,18,114.0,36.75,71.6051541145682,19.572513812154693,185.6051541145682,56.322513812154696,38.58
Edmonton-Highlands-Norwood,33,109.66666666666667,43.666666666666664,72.8322186682175,19.90791896869245,182.49888533488416,63.574585635359114,39.91
Calgary-Currie,45,125.2,121.0,79.34816835541697,53.346531566640685,204.54816835541698,174.3465315666407,38.79
Camrose,50,17.4,104.0,29.33814277641741,57.773045771331695,46.738142776417405,161.77304577133168,62.77
Calgary-Fish Creek,25,128.2,141.4,54.209996414485474,62.542560057368235,182.40999641448548,203.94256005736824,29.72
Edmonton-Decore,23,86.2,77.0,53.9775040171398,40.47220139260846,140.1775040171398,117.47220139260847,38.51
Cypress-Medicine Hat,3,136.4,135.0,55.59260312944523,87.18854533203564,191.99260312944523,222.18854533203563,28.96
Cypress-Medicine Hat,9,136.4,135.0,55.59260312944523,87.18854533203564,191.99260312944523,222.18854533203563,28.96
Innisfail-Sylvan Lake,59,38.25,159.25,45.14726294786155,105.98898238917324,83.39726294786155,265.23898238917326,54.14
Calgary-Mountain View,22,121.25,65.75,87.48005653266333,41.81658291457288,208.73005653266333,107.56658291457288,41.91
Calgary-East,58,59.42857142857143,58.714285714285715,26.452624948930954,31.02798583685142,85.88119637750239,89.74227155113714,30.8
St. Albert,14,132.0,91.8,113.2810414841946,66.9315072856119,245.2810414841946,158.73150728561188,46.18
Calgary-Beddington,4,95.0,104.2,78.44988047808766,69.83904382470119,173.44988047808766,174.0390438247012,45.23
Edmonton-South West,2,97.4,72.8,78.38306746427385,57.76561980724494,175.78306746427387,130.56561980724493,44.59
Calgary-Mountain View,9,132.2,78.0,98.3331972361809,47.004522613065326,230.53319723618088,125.00452261306532,42.65
Grande Prairie-Wapiti,45,38.5,159.5,18.362514211466625,58.448107844729584,56.862514211466625,217.94810784472958,32.29
Edmonton-South,56,70.25,55.0,39.96108804637318,23.311452295159018,110.21108804637318,78.31145229515901,36.26
Cardston-Siksika,57,4.5,108.5,8.679691861114213,36.20743552528748,13.179691861114213,144.70743552528748,65.86
Peace River,53,19.454545454545453,38.72727272727273,10.560576314636638,41.785407168237796,30.01512176918209,80.51267989551053,35.18
Calgary-East,8,65.33333333333333,65.66666666666667,29.331387035271682,34.40467111534795,94.664720368605,100.07133778201462,30.98
Edmonton-Beverly-Clareview,2,105.25,79.75,67.80034046692607,38.75911964980544,173.05034046692606,118.50911964980544,39.18
Rimbey-Rocky Mountain House-Sundre,22,29.571428571428573,164.71428571428572,23.43125923934955,101.32831608654752,53.00268781077813,266.04260180083327,44.21
Fort Saskatchewan-Vegreville,68,78.0,112.0,56.231197352587245,69.44945848375451,134.23119735258723,181.4494584837545,41.89
Edmonton-Whitemud,19,117.66666666666667,87.5,149.45330459770116,82.13299209770116,267.11997126436785,169.63299209770116,55.95
Edmonton-South West,13,100.66666666666667,79.5,82.97306691037998,61.148291237398915,183.63973357704666,140.64829123739892,45.18
Edmonton-Glenora,29,163.75,54.0,86.84519746465139,25.352852267186737,250.5951974646514,79.35285226718673,34.66
Edmonton-Castle Downs,37,91.66666666666667,81.66666666666667,77.54439609549571,49.73930769532322,169.21106276216238,131.40597436198988,45.83
Edmonton-Rutherford,27,97.25,47.25,95.04855034264628,39.274749604638906,192.29855034264628,86.52474960463891,49.43
Rimbey-Rocky Mountain House-Sundre,60,24.7,115.6,16.920470366886168,73.17245531514581,41.62047036688617,188.7724553151458,40.65
Edmonton-Highlands-Norwood,15,114.0,36.75,71.6051541145682,19.572513812154693,185.6051541145682,56.322513812154696,38.58
Grande Prairie,33,51.666666666666664,157.0,42.173645455544566,61.620764186540654,93.84031212221123,218.62076418654067,44.94
Calgary-Falconridge,33,69.5,55.75,59.1008828596038,36.96726959517657,128.60088285960381,92.71726959517656,45.96
Strathcona-Sherwood Park,41,122.0,114.66666666666667,59.067991201991646,70.01667754332536,181.06799120199165,184.68334420999201,32.62
Olds-Didsbury-Three Hills,9,39.61538461538461,141.30769230769232,24.06378932618632,79.27972331268559,63.67917394157094,220.5874156203779,37.79
Edmonton-Decore,42,65.2,52.6,38.961703267273705,29.21339046598822,104.16170326727371,81.81339046598822,37.41
Edmonton-Decore,48,89.75,78.0,55.48239153722549,41.600562399571515,145.23239153722548,119.60056239957152,38.2
Grande Prairie-Wapiti,32,44.666666666666664,158.0,18.795300741703212,59.82567267608684,63.46196740836987,217.82567267608684,29.62
Lethbridge-West,29,100.2,116.6,126.01204064191437,80.30925838002089,226.21204064191437,196.9092583800209,55.71
Lethbridge-West,28,100.2,116.6,126.01204064191437,80.30925838002089,226.21204064191437,196.9092583800209,55.71
Edmonton-Beverly-Clareview,34,111.5,76.75,68.99142752918289,39.44002310311284,180.4914275291829,116.19002310311285,38.22
Calgary-Falconridge,35,91.75,70.25,76.44186046511628,47.81395348837209,168.1918604651163,118.06395348837209,45.45
West Yellowhead,1,33.0,104.0,40.42362052274928,84.0832526621491,73.42362052274927,188.0832526621491,55.06
Brooks-Medicine Hat,24,28.7,92.9,24.92337186354666,59.9486514425336,53.62337186354666,152.8486514425336,46.48
Calgary-North East,21,83.5,94.33333333333333,96.34477529638818,72.05633098979872,179.84477529638818,166.38966432313205,53.57
Calgary-Mountain View,13,115.8,59.4,81.95992462311557,39.177889447236176,197.75992462311558,98.57788944723617,41.44
Bonnyville-Cold Lake-St. Paul,57,38.45454545454545,120.54545454545455,30.49852071005917,83.85917159763315,68.95306616460462,204.40462614308768,44.23
Edmonton-South West,43,106.66666666666667,98.0,94.25617591669437,69.46355378309516,200.92284258336105,167.46355378309516,46.91
Olds-Didsbury-Three Hills,51,36.5,208.0,32.519878560069394,107.13886077779382,69.0198785600694,315.1388607777938,47.12
Calgary-Foothills,33,81.0,80.66666666666667,83.2053079619429,77.29561008178935,164.2053079619429,157.96227674845602,50.67
Grande Prairie,16,56.2,128.6,37.34995054401583,54.572766238048146,93.54995054401584,183.17276623804815,39.93
Red Deer-South,56,99.0,167.4,65.62295969235151,74.46375160233585,164.62295969235151,241.86375160233587,39.86
Red Deer-South,55,99.0,167.4,65.62295969235151,74.46375160233585,164.62295969235151,241.86375160233587,39.86
Calgary-Peigan,25,110.6,125.0,60.29553642736711,74.74221315112256,170.89553642736712,199.74221315112254,35.28
Calgary-Acadia,29,115.6,128.4,99.89524318546232,102.59041510778549,215.4952431854623,230.9904151077855,46.36
Lethbridge-West,43,113.4,120.6,136.00930585889282,86.68065710758711,249.40930585889282,207.2806571075871,54.53
Edmonton-South,55,70.25,55.0,39.96108804637318,23.311452295159018,110.21108804637318,78.31145229515901,36.26
Edmonton-West Henday,54,99.4,83.8,39.25391261416934,24.948243232123758,138.65391261416934,108.74824323212376,28.31
Calgary-North,33,116.71428571428571,122.42857142857143,56.20710755471875,56.14144504589316,172.92139326900445,178.57001647446458,32.5
Calgary-Edgemont,13,96.5,96.25,113.08918435989067,118.25538679840234,209.58918435989068,214.50538679840236,53.96
Edmonton-South,42,104.875,68.875,55.43504229985899,32.338242205859316,160.310042299859,101.21324220585932,34.58
Highwood,34,56.40909090909091,125.81818181818181,53.98344903581267,116.4192984389348,110.39253994490358,242.2374802571166,48.9
Calgary-Acadia,42,78.0,78.875,64.22568145376805,65.95848922145021,142.22568145376806,144.8334892214502,45.16
Calgary-Acadia,41,78.0,78.875,64.22568145376805,65.95848922145021,142.22568145376806,144.8334892214502,45.16
Highwood,4,27.571428571428573,78.28571428571429,31.35937662337662,67.62881385281383,58.93080519480519,145.9145281385281,53.21
Edmonton-South,10,127.6,83.6,67.38348738837537,39.308412971956756,194.98348738837535,122.90841297195675,34.56
Brooks-Medicine Hat,50,77.42857142857143,121.14285714285714,40.69958516251157,97.8954716930471,118.128156591083,219.03832883590422,34.45
Airdrie-East,43,69.2,139.4,62.325913541915455,102.74724942281667,131.52591354191546,242.14724942281669,47.39
Drumheller-Stettler,3,50.0,185.0,24.48792486583184,113.08586762075132,74.48792486583184,298.0858676207513,32.88
Edmonton-Riverview,22,152.4,44.8,61.66628209899515,20.200707108299216,214.06628209899515,65.00070710829921,28.81
Bonnyville-Cold Lake-St. Paul,3,38.45454545454545,120.54545454545455,30.49852071005917,83.85917159763315,68.95306616460462,204.40462614308768,44.23
Edmonton-Strathcona,11,161.5,33.75,81.87756938799211,16.91516664731158,243.3775693879921,50.66516664731158,33.64
Rimbey-Rocky Mountain House-Sundre,14,23.666666666666668,117.33333333333333,17.00489181561618,73.53753527751648,40.67155848228285,190.8708686108498,41.81
Edmonton-North West,21,106.2,74.4,81.50862308762171,48.60375521557719,187.70862308762173,123.0037552155772,43.42
Grande Prairie-Wapiti,58,48.4,149.8,18.381062205619617,58.507146337502036,66.78106220561962,208.30714633750205,27.52
West Yellowhead,31,29.923076923076923,133.07692307692307,48.09525653436594,100.0406582768635,78.01833345744286,233.11758135378656,61.65
Edmonton-Beverly-Clareview,39,101.8,88.0,69.55948443579767,39.76476167315175,171.35948443579767,127.76476167315175,40.59
Grande Prairie,19,56.2,128.6,37.34995054401583,54.572766238048146,93.54995054401584,183.17276623804815,39.93
Cypress-Medicine Hat,35,95.8,165.8,53.58520625889048,84.04024855880813,149.3852062588905,249.84024855880813,35.87
Cypress-Medicine Hat,34,95.8,165.8,53.58520625889048,84.04024855880813,149.3852062588905,249.84024855880813,35.87
Calgary-Foothills,12,87.6,87.8,90.27347020530796,83.8617526289434,177.87347020530797,171.66175262894342,50.75
Olds-Didsbury-Three Hills,47,62.0,265.0,43.49284371837502,143.2900101199942,105.49284371837501,408.29001011999424,41.23
Peace River,43,19.454545454545453,38.72727272727273,10.560576314636638,41.785407168237796,30.01512176918209,80.51267989551053,35.18
Taber-Warner,19,38.81818181818182,116.9090909090909,23.222975383517657,92.37336619855348,62.04115720169948,209.2824571076444,37.43
Maskwacis-Wetaskiwin,1,24.0,128.5,25.676759151809268,55.11815592362064,49.676759151809264,183.61815592362063,51.69
Calgary-Shaw,32,72.625,100.75,38.78800657371958,51.04937513544752,111.41300657371957,151.79937513544752,34.81
Airdrie-East,14,81.25,131.75,63.640554096011456,104.9144972534034,144.89055409601144,236.6644972534034,43.92
Calgary-Cross,40,97.83333333333333,78.16666666666667,63.150837988826815,68.82681564245809,160.98417132216014,146.99348230912477,39.23
Cardston-Siksika,23,9.0,114.0,9.447806185106622,39.41163335938372,18.44780618510662,153.41163335938373,51.21
Calgary-Buffalo,50,95.33333333333333,43.111111111111114,85.23679287002072,42.568946944699576,180.57012620335405,85.68005805581069,47.2
Calgary-Beddington,33,80.0,95.66666666666667,69.18187250996017,61.58831341301462,149.18187250996016,157.25498007968127,46.37
Calgary-Hays,25,85.4,123.2,76.6822312106105,92.71329131784405,162.0822312106105,215.91329131784406,47.31
Edmonton-South West,20,89.25,84.125,79.8452662844799,58.84320995347292,169.09526628447992,142.96820995347292,47.22
Chestermere-Strathmore,26,47.75,145.25,60.39212046204621,161.56982260726073,108.14212046204621,306.81982260726073,55.85
Lacombe-Ponoka,33,54.0,141.57142857142858,49.62855201298073,111.63576351810504,103.62855201298072,253.20719208953363,47.89
Calgary-Acadia,3,100.33333333333333,96.0,80.3801888473187,82.54884494328641,180.71352218065203,178.5488449432864,44.48
Airdrie-East,37,60.333333333333336,112.0,51.490088368760446,84.88387336464719,111.82342170209378,196.88387336464717,46.05
Maskwacis-Wetaskiwin,44,49.6,162.4,35.69490452579386,76.62327249709885,85.29490452579387,239.02327249709884,41.85
Calgary-North,9,88.4,104.8,45.408896210873145,45.35584843492586,133.80889621087314,150.15584843492587,33.94
Calgary-East,66,67.8,76.6,32.331696854146806,37.92392755004766,100.13169685414681,114.52392755004766,32.29
Edmonton-Mill Woods,13,115.75,85.0,85.30492424242426,46.03977272727273,201.05492424242425,131.03977272727272,42.43
Calgary-Bow,48,130.66666666666666,91.0,97.86534345203347,106.44288772134658,228.53201011870013,197.44288772134658,42.82
Morinville-St. Albert,2,45.0,115.0,49.799369667153506,54.65754477669307,94.79936966715351,169.65754477669307,52.53
Morinville-St. Albert,3,45.0,115.0,49.799369667153506,54.65754477669307,94.79936966715351,169.65754477669307,52.53
Edmonton-Mill Woods,39,115.75,87.75,86.47348484848484,46.67045454545455,202.22348484848484,134.42045454545456,42.76
Rimbey-Rocky Mountain House-Sundre,50,14.625,114.875,15.61796801505174,67.53979303857007,30.24296801505174,182.41479303857005,51.64
Sherwood Park,47,117.4,130.6,106.21912444200798,75.31866238546479,223.619124442008,205.91866238546478,47.5
Spruce Grove-Stony Plain,15,112.625,147.125,120.65351069424965,164.84835203366063,233.27851069424963,311.9733520336606,51.72
Vermilion-Lloydminster-Wainwright,27,30.357142857142858,157.71428571428572,25.23666204808091,87.53849615038499,55.59380490522376,245.2527818646707,45.39
Vermilion-Lloydminster-Wainwright,28,30.357142857142858,157.71428571428572,25.23666204808091,87.53849615038499,55.59380490522376,245.2527818646707,45.39
Lacombe-Ponoka,10,56.57142857142857,118.14285714285714,44.3358065097702,99.73012328900107,100.90723508119876,217.8729804318582,43.94
Lacombe-Ponoka,11,56.57142857142857,118.14285714285714,44.3358065097702,99.73012328900107,100.90723508119876,217.8729804318582,43.94
Calgary-East,48,59.0,57.666666666666664,26.122100413091832,30.640292341912932,85.12210041309183,88.3069590085796,30.69
Lesser Slave Lake,7,30.11111111111111,95.0,29.46110360698384,60.55580569313123,59.572214718094955,155.55580569313122,49.45
Athabasca-Barrhead-Westlock,46,64.5,204.5,52.29650270575881,113.71827800662307,116.79650270575881,318.21827800662305,44.78
Calgary-Beddington,3,95.0,104.2,78.44988047808766,69.83904382470119,173.44988047808766,174.0390438247012,45.23
Edmonton-North West,19,98.8,69.6,76.00250347705143,45.32044506258691,174.80250347705143,114.92044506258691,43.48
Edmonton-North West,29,102.5,89.25,86.54085535465926,51.60448539638386,189.04085535465924,140.85448539638386,45.78
Calgary-North,17,86.5,80.75,39.30971993410214,39.26379736408567,125.80971993410213,120.01379736408566,31.25
Lesser Slave Lake,24,41.166666666666664,73.16666666666667,26.923157736755222,55.33918655260395,68.08982440342189,128.50585321927062,39.54
Edmonton-Meadows,9,88.33333333333333,79.0,70.2217673149096,36.25841009894234,158.55510064824293,115.25841009894233,44.29
Banff-Kananaskis,24,29.0,27.0,39.653615081831354,27.704164077066505,68.65361508183136,54.70416407706651,57.76
Calgary-Currie,21,124.83333333333333,95.5,71.01156144453104,47.7417511041829,195.84489477786437,143.2417511041829,36.26
Lethbridge-West,31,104.8,113.4,126.82577153166841,80.8278606020321,231.62577153166842,194.2278606020321,54.75
Strathcona-Sherwood Park,8,96.6,188.8,71.23100572837356,84.43419621492278,167.83100572837355,273.2341962149228,42.44
St. Albert,30,114.5,83.25,100.09529023011386,59.140775539453784,214.59529023011385,142.39077553945378,46.64
Livingstone-Macleod,35,26.0,95.83333333333333,40.090551181102356,88.8484251968504,66.09055118110236,184.68175853018374,60.66
Calgary-Cross,11,76.0,106.25,65.39341036058913,71.2709497206704,141.39341036058914,177.5209497206704,46.25
Cardston-Siksika,4,17.0,160.0,13.59562353466562,56.714301663503406,30.59562353466562,216.71430166350342,44.44
Vermilion-Lloydminster-Wainwright,2,24.5,145.0,22.744625537446254,78.8943605639436,47.244625537446254,223.8943605639436,48.14
Edmonton-Mill Woods,33,123.66666666666667,89.33333333333333,90.5103305785124,48.84917355371901,214.17699724517905,138.18250688705234,42.26
Fort McMurray-Lac La Biche,36,33.333333333333336,87.0,17.815634933462636,43.85835892462692,51.148968266795976,130.8583589246269,34.83
Chestermere-Strathmore,16,49.6,149.8,62.39476072607261,166.92757838283828,111.99476072607261,316.72757838283826,55.71
Chestermere-Strathmore,17,49.6,149.8,62.39476072607261,166.92757838283828,111.99476072607261,316.72757838283826,55.71
Calgary-Falconridge,11,74.5,85.66666666666667,75.57677768207485,47.272849076466656,150.07677768207486,132.9395157431333,50.36
Edmonton-South West,18,101.8,78.2,82.8963110667996,61.09172482552343,184.69631106679958,139.29172482552343,44.88
Red Deer-South,17,103.66666666666667,146.33333333333334,61.58310781939896,69.87964677396381,165.24977448606563,216.21298010729714,37.27
Calgary-South East,38,76.83333333333333,113.83333333333333,73.79998246997982,104.18231220965903,150.63331580331317,218.01564554299236,48.99
Edmonton-Castle Downs,14,90.0,85.0,78.29001528872165,50.21757026931672,168.29001528872163,135.21757026931672,46.52
Maskwacis-Wetaskiwin,26,66.0,128.75,32.790484228294126,70.38859584344338,98.79048422829413,199.1385958434434,33.19
Spruce Grove-Stony Plain,29,91.5,112.16666666666667,94.60288101916784,129.2554932211314,186.10288101916785,241.42215988779805,50.83
Calgary-Bhullar-McCall,24,117.75,88.25,59.81917243410396,42.498306582241206,177.56917243410396,130.7483065822412,33.69
Lac Ste. Anne-Parkland,16,38.0,88.0,17.409562122853163,36.64196193718088,55.40956212285316,124.64196193718088,31.42
Calgary-Bow,51,119.16666666666667,102.5,97.86534345203347,106.44288772134658,217.03201011870016,208.94288772134658,45.09
Lesser Slave Lake,49,15.0,26.0,9.65466006303467,19.84466456551103,24.65466006303467,45.84466456551103,39.16
Lesser Slave Lake,47,10.0,23.0,7.770823953174245,15.972534894191805,17.770823953174244,38.9725348941918,43.73
Camrose,23,62.666666666666664,94.66666666666667,38.021975262133495,74.87335970364792,100.68864192880017,169.5400263703146,37.76
Camrose,24,98.8,147.4,59.4979468826521,117.16411753625918,158.2979468826521,264.5641175362592,37.59
Strathcona-Sherwood Park,53,77.0,82.5,39.808498295990134,47.187296062649544,116.80849829599013,129.68729606264955,34.08
Calgary-Edgemont,4,109.2,97.4,121.21517763296195,126.7525961740593,230.41517763296196,224.1525961740593,52.61
Peace River,31,7.0,3.0,1.8150990540781724,7.1818668570408715,8.815099054078173,10.181866857040871,20.59
Grande Prairie,12,51.666666666666664,139.66666666666666,38.670403341026486,56.50210645858519,90.33707000769314,196.16877312525185,42.81
Olds-Didsbury-Three Hills,38,64.0,300.5,48.48055515396849,159.7223507300853,112.48055515396848,460.2223507300853,43.1
Edmonton-North West,20,106.2,74.4,81.50862308762171,48.60375521557719,187.70862308762173,123.0037552155772,43.42
Calgary-Cross,4,80.25,112.0,68.98152615540884,75.18156424581005,149.23152615540886,187.18156424581005,46.22
Airdrie-East,70,45.714285714285715,100.28571428571429,43.62216384045856,71.91322346946899,89.33644955474428,172.1989377551833,48.83
Calgary-South East,40,76.83333333333333,113.83333333333333,73.79998246997982,104.18231220965903,150.63331580331317,218.01564554299236,48.99
Drayton Valley-Devon,17,23.0,158.33333333333334,22.45486084732457,70.67081972194788,45.45486084732457,229.00415305528122,49.4
Calgary-Lougheed,41,53.166666666666664,88.5,39.049039098740884,61.249171636845595,92.21570576540755,149.7491716368456,42.35
Sherwood Park,42,116.75,116.5,99.90165635523535,70.83902419923251,216.65165635523533,187.3390241992325,46.11
Taber-Warner,28,39.833333333333336,123.0,24.282673326198125,96.5884964522139,64.11600665953146,219.58849645221392,37.87
Calgary-West,17,89.71428571428571,118.85714285714286,107.40920598729697,138.53604370549132,197.12349170158268,257.3931865626342,54.49
Calgary-Buffalo,22,88.2,53.6,87.30272476783345,43.600714358608016,175.50272476783346,97.20071435860802,49.74
Spruce Grove-Stony Plain,37,54.285714285714285,95.28571428571429,69.4757187938289,94.9243638549389,123.7614330795432,190.2100781406532,56.14
Calgary-Glenmore,11,100.5,123.5,108.0391831313299,105.24987547733689,208.5391831313299,228.7498754773369,51.81
Olds-Didsbury-Three Hills,35,54.0,236.0,38.57163510192281,127.07676738470434,92.57163510192281,363.07676738470434,41.67
Cypress-Medicine Hat,27,101.85714285714286,189.85714285714286,59.753708595813855,93.71460657333233,161.61085145295672,283.57174943047517,36.97
Edmonton-Whitemud,13,143.75,89.75,170.0926724137931,93.47548491379312,313.84267241379314,183.22548491379314,54.2
Calgary-Buffalo,35,134.75,70.25,126.21338912133889,63.03347280334728,260.9633891213389,133.28347280334728,48.36
Calgary-Currie,31,99.2,57.4,50.47084957131723,33.93203429462198,149.67084957131723,91.33203429462198,33.72
Edmonton-Whitemud,27,115.33333333333333,87.66666666666667,147.87499999999997,81.26562499999999,263.2083333333333,168.93229166666666,56.18
Edmonton-West Henday,27,140.5,105.5,52.70994816094792,33.500370278943464,193.20994816094793,139.00037027894348,27.28
Calgary-Fish Creek,6,126.33333333333333,153.83333333333334,56.33469582885143,64.99384486673837,182.66802916218475,218.82717820007173,30.84
Calgary-Glenmore,25,139.0,139.33333333333334,134.24511594443524,130.7792351541314,273.24511594443527,270.1125684874647,49.13
Calgary-Elbow,12,113.75,144.0,137.70439685397517,123.44058561546481,251.45439685397517,267.4405856154648,54.76
Calgary-Klein,42,87.0,107.83333333333333,57.91396426207808,46.47485109199206,144.91396426207808,154.30818442532538,39.96
Fort Saskatchewan-Vegreville,18,77.66666666666667,117.66666666666667,57.80961692739672,71.39891696750905,135.47628359406337,189.0655836341757,42.67
Rimbey-Rocky Mountain House-Sundre,12,13.833333333333334,92.16666666666667,12.78381937911571,55.283537158984,26.617152712449045,147.45020382565068,48.03
Taber-Warner,9,25.142857142857142,120.57142857142857,21.72977931807757,86.43392283777587,46.872636460934714,207.00535140920442,46.36
Calgary-Acadia,22,96.5,132.5,93.75414216996259,96.28362729378229,190.2541421699626,228.78362729378227,49.28
Drumheller-Stettler,28,14.5,216.0,24.019007155635062,110.92039355992844,38.519007155635066,326.92039355992847,62.36
Edmonton-Whitemud,36,122.75,77.75,146.05387931034483,80.26481681034483,268.8038793103448,158.01481681034483,54.33
Vermilion-Lloydminster-Wainwright,39,37.833333333333336,138.5,23.661567176615677,82.07495917074961,61.49490050994901,220.5749591707496,38.48
Edmonton-Gold Bar,5,160.8,91.4,158.44361420243774,49.11685214626392,319.24361420243775,140.51685214626394,49.63
Edmonton-South,12,127.6,83.6,67.38348738837537,39.308412971956756,194.98348738837535,122.90841297195675,34.56
Calgary-North West,8,79.33333333333333,87.5,97.83401874698974,96.25784520766182,177.16735208032307,183.75784520766183,55.22
Camrose,57,23.0,169.0,46.39969862497645,91.37087963834998,69.39969862497645,260.37087963834995,66.86
Calgary-Mountain View,23,91.8,65.2,73.44582286432161,35.108040201005025,165.2458228643216,100.30804020100503,44.45
