step,seats_at_50_50,polsby_popper_mean,polsby_popper_min
55,0.4597701149425287,0.23684899294272196,0.0990244058923603
56,0.4597701149425287,0.23686048766696177,0.0990244058923603
57,0.4597701149425287,0.23587629175196878,0.0990244058923603
58,0.4597701149425287,0.23587629175196878,0.0990244058923603
59,0.4597701149425287,0.23757388387614609,0.0990244058923603
60,0.4597701149425287,0.23814664683477813,0.0990244058923603
61,0.4597701149425287,0.2366563367423357,0.0990244058923603
62,0.4597701149425287,0.23699350944913783,0.0990244058923603
63,0.4597701149425287,0.23684069863337054,0.0990244058923603
64,0.4597701149425287,0.2376664691097703,0.0990244058923603
65,0.4597701149425287,0.2371618649526434,0.0990244058923603
66,0.4597701149425287,0.2377300284841461,0.0990244058923603
67,0.4597701149425287,0.2393377807294771,0.0990244058923603
68,0.4597701149425287,0.23956520526268973,0.0990244058923603
69,0.4597701149425287,0.24051813604397168,0.0990244058923603
70,0.4597701149425287,0.24067221705087272,0.0990244058923603
71,0.4597701149425287,0.23945821767616374,0.0990244058923603
72,0.4597701149425287,0.23916778872138003,0.0990244058923603
73,0.4597701149425287,0.23956379840222947,0.0990244058923603
74,0.4597701149425287,0.2400430269946213,0.0990244058923603
75,0.4597701149425287,0.23976710862921677,0.0990244058923603
76,0.4597701149425287,0.24096955427112918,0.0990244058923603
77,0.4597701149425287,0.2407361795737339,0.0990244058923603
78,0.4597701149425287,0.2413971393145968,0.0990244058923603
79,0.4597701149425287,0.2405097467464254,0.0990244058923603
80,0.4597701149425287,0.23932685832187486,0.0990244058923603
81,0.4597701149425287,0.24017079825907883,0.0990244058923603
82,0.4597701149425287,0.23954050654487527,0.0990244058923603
83,0.4597701149425287,0.24025994217329905,0.0990244058923603
84,0.4597701149425287,0.239651993552049,0.0990244058923603
85,0.4597701149425287,0.23917609264508022,0.0990244058923603
86,0.4597701149425287,0.23906010777782022,0.0990244058923603
87,0.4597701149425287,0.23921405733514575,0.0990244058923603
88,0.4597701149425287,0.24021295534969803,0.0990244058923603
89,0.4597701149425287,0.24039017283938535,0.0990244058923603
90,0.4597701149425287,0.24012126760177063,0.0990244058923603
91,0.4597701149425287,0.23965168022319577,0.0990244058923603
92,0.4597701149425287,0.237069912073941,0.0990244058923603
93,0.4597701149425287,0.23652735879890965,0.0990244058923603
94,0.4597701149425287,0.23636323022424427,0.0990244058923603
95,0.4597701149425287,0.23641931362365287,0.0990244058923603
96,0.4597701149425287,0.2366938208572111,0.0990244058923603
97,0.4597701149425287,0.23714877899812944,0.0990244058923603
98,0.4597701149425287,0.23821565871374792,0.0990244058923603
99,0.4597701149425287,0.23733356102287945,0.0990244058923603
100,0.4597701149425287,0.2370984996178374,0.0990244058923603
101,0.4597701149425287,0.23688070219118168,0.0990244058923603
102,0.4597701149425287,0.23696802106363177,0.0990244058923603
103,0.4712643678160919,0.23925503424913835,0.0990244058923603
104,0.4712643678160919,0.24279707500720227,0.0990244058923603
105,0.4712643678160919,0.2417131346608514,0.0990244058923603
106,0.4712643678160919,0.24166713377459695,0.0990244058923603
107,0.4712643678160919,0.24082525199639596,0.0990244058923603
108,0.4712643678160919,0.2406232042286945,0.0990244058923603
109,0.4712643678160919,0.239980078113856,0.0990244058923603
110,0.4597701149425287,0.24041773931965535,0.0990244058923603
111,0.4597701149425287,0.2373191345297188,0.0990244058923603
112,0.4597701149425287,0.2381014555598385,0.0990244058923603
113,0.4597701149425287,0.23849151482226996,0.0990244058923603
114,0.4597701149425287,0.23784116912942768,0.0990244058923603
115,0.4597701149425287,0.2396489178677485,0.10688631586018585
116,0.4597701149425287,0.23977675845959479,0.10688631586018585
117,0.4597701149425287,0.23732325858898046,0.10688631586018585
118,0.4597701149425287,0.23971400079971497,0.10688631586018585
119,0.4597701149425287,0.23970636275300164,0.10688631586018585
120,0.4597701149425287,0.23984904094411025,0.10688631586018585
121,0.4597701149425287,0.24072275131183157,0.11056266845306667
122,0.4597701149425287,0.2412863690521346,0.11056266845306667
123,0.4597701149425287,0.2411399301938975,0.11056266845306667
124,0.4597701149425287,0.24007314853283196,0.11056266845306667
125,0.4597701149425287,0.2411313677120746,0.11068871707239641
126,0.4597701149425287,0.24110801221995673,0.11068871707239641
127,0.4597701149425287,0.24110801221995673,0.11068871707239641
128,0.4597701149425287,0.24086287567082146,0.11068871707239641
129,0.4597701149425287,0.2422345911597361,0.11068871707239641
130,0.4597701149425287,0.24454175111520995,0.11068871707239641
131,0.4597701149425287,0.24293485856515684,0.11068871707239641
132,0.4597701149425287,0.24191736169791475,0.11068871707239641
133,0.4597701149425287,0.2440842333386965,0.11068871707239641
134,0.4597701149425287,0.2437281520916348,0.11068871707239641
135,0.4597701149425287,0.24325029232865217,0.10900607517383434
136,0.4482758620689655,0.24390884681616193,0.10900607517383434
137,0.4482758620689655,0.24447284238837005,0.10900607517383434
138,0.4482758620689655,0.24485975961187814,0.10900607517383434
139,0.4482758620689655,0.24437238172216444,0.10900607517383434
140,0.4482758620689655,0.24463189907181448,0.10900607517383434
141,0.4482758620689655,0.24385777140584564,0.10900607517383434
142,0.4367816091954023,0.24228417937704883,0.10820727802720266
143,0.4367816091954023,0.24351754535981632,0.10900607517383434
144,0.4367816091954023,0.24381278101571383,0.10900607517383434
145,0.4367816091954023,0.24304952272723046,0.10900607517383434
146,0.4367816091954023,0.24248577876239064,0.10900607517383434
147,0.4367816091954023,0.24408866713674146,0.10900607517383434
148,0.4367816091954023,0.2453057638437528,0.10900607517383434
149,0.4367816091954023,0.24673715670442703,0.10900607517383434
150,0.4367816091954023,0.24612430622081968,0.10900607517383434
151,0.4367816091954023,0.24675912126508096,0.10900607517383434
152,0.4367816091954023,0.24613805722341534,0.10900607517383434
153,0.4367816091954023,0.24646084814089075,0.10900607517383434
154,0.4367816091954023,0.2470113901006293,0.10900607517383434
155,0.4367816091954023,0.2479009978860417,0.10900607517383434
156,0.425287356321839,0.24887269578825985,0.10900607517383434
157,0.425287356321839,0.24921110393433002,0.10900607517383434
158,0.425287356321839,0.24813769643776926,0.10900607517383434
159,0.425287356321839,0.24760148595749668,0.10900607517383434
160,0.425287356321839,0.24681723510511092,0.10900607517383434
161,0.4367816091954023,0.24631204089167455,0.10900607517383434
162,0.4367816091954023,0.2456518338660633,0.10900607517383434
163,0.4367816091954023,0.24427926400227568,0.10900607517383434
164,0.4367816091954023,0.24423044251299453,0.10900607517383434
165,0.4367816091954023,0.24357150501390346,0.10900607517383434
166,0.4367816091954023,0.24390695255236616,0.10900607517383434
167,0.425287356321839,0.24483265659331013,0.10900607517383434
168,0.425287356321839,0.24459273744644353,0.10900607517383434
169,0.425287356321839,0.2448960835657078,0.10900607517383434
170,0.425287356321839,0.24589160134862637,0.10900607517383434
171,0.425287356321839,0.24726772927518084,0.10900607517383434
172,0.425287356321839,0.2476524532802235,0.10900607517383434
173,0.425287356321839,0.24682467564093338,0.10900607517383434
174,0.425287356321839,0.24632999465879243,0.10900607517383434
175,0.425287356321839,0.24604264772254283,0.10900607517383434
176,0.425287356321839,0.24716547049182666,0.10900607517383434
177,0.425287356321839,0.24689247085694305,0.10900607517383434
178,0.425287356321839,0.24736219822715752,0.10900607517383434
179,0.425287356321839,0.24720689270718318,0.10900607517383434
180,0.425287356321839,0.24789337721017363,0.10900607517383434
181,0.425287356321839,0.247361215561281,0.10900607517383434
182,0.425287356321839,0.24773865440440443,0.10900607517383434
183,0.425287356321839,0.24728482313724634,0.10900607517383434
184,0.425287356321839,0.246227179377331,0.10900607517383434
185,0.425287356321839,0.24663120498891788,0.10900607517383434
186,0.4137931034482758,0.2471120888678473,0.10900607517383434
187,0.4137931034482758,0.24753854920041846,0.10900607517383434
188,0.4137931034482758,0.24698029536053379,0.10900607517383434
189,0.4137931034482758,0.2449865051142917,0.10900607517383434
190,0.4137931034482758,0.2458106649219238,0.10900607517383434
191,0.4137931034482758,0.2453801261373367,0.10900607517383434
192,0.4137931034482758,0.24470753682484025,0.10900607517383434
193,0.4137931034482758,0.24522955977787556,0.10900607517383434
194,0.4137931034482758,0.24480769041166184,0.10900607517383434
195,0.4137931034482758,0.2450037632547063,0.10900607517383434
196,0.4137931034482758,0.24298604955004272,0.10900607517383434
197,0.4137931034482758,0.24266738881346958,0.10900607517383434
198,0.4137931034482758,0.24286412212587646,0.10900607517383434
199,0.4137931034482758,0.24327598187396143,0.10900607517383434
200,0.425287356321839,0.24261184925685694,0.10900607517383434
201,0.425287356321839,0.24370063457536312,0.10900607517383434
202,0.425287356321839,0.2414099881256713,0.10900607517383434
203,0.425287356321839,0.24131847081794297,0.10900607517383434
204,0.425287356321839,0.24087848107710222,0.10900607517383434
205,0.425287356321839,0.2404814644736457,0.10900607517383434
206,0.425287356321839,0.24038209308250916,0.10900607517383434
207,0.4367816091954023,0.24269221756243672,0.10900607517383434
208,0.4367816091954023,0.24349269902443021,0.10900607517383434
209,0.4367816091954023,0.24243846073372136,0.10900607517383434
210,0.4367816091954023,0.24280695802245028,0.10900607517383434
211,0.4367816091954023,0.24301131164493242,0.10900607517383434
212,0.4367816091954023,0.24378559113551004,0.10900607517383434
213,0.4367816091954023,0.24291492242353319,0.10900607517383434
214,0.4367816091954023,0.24171024962863621,0.10900607517383434
215,0.4367816091954023,0.24159479853339022,0.10900607517383434
216,0.4367816091954023,0.24158208594957342,0.10900607517383434
217,0.4367816091954023,0.24251351260487738,0.10900607517383434
218,0.4367816091954023,0.24519772387040248,0.10900607517383434
219,0.4367816091954023,0.24548120303460746,0.10900607517383434
220,0.4367816091954023,0.24521486677010346,0.10900607517383434
221,0.4367816091954023,0.2453251933410304,0.10900607517383434
222,0.4367816091954023,0.2449949507006391,0.10900607517383434
223,0.4367816091954023,0.24492861530999652,0.10900607517383434
224,0.4367816091954023,0.24404213026277455,0.10900607517383434
225,0.4367816091954023,0.24474042680151786,0.10900607517383434
226,0.4367816091954023,0.24554212910916315,0.10900607517383434
227,0.4367816091954023,0.24546570138184107,0.10900607517383434
228,0.4367816091954023,0.24562755787983234,0.10900607517383434
229,0.4367816091954023,0.2454977943377001,0.1015848144980616
230,0.4482758620689655,0.24453131435084674,0.1015848144980616
231,0.4482758620689655,0.2432830268686406,0.1015848144980616
232,0.4482758620689655,0.24326061314160952,0.1015848144980616
233,0.4482758620689655,0.24385037234924903,0.1015848144980616
234,0.4482758620689655,0.2432809188763976,0.1015848144980616
235,0.4482758620689655,0.2430921736291517,0.1015848144980616
236,0.4482758620689655,0.24400306580739337,0.1015848144980616
237,0.4482758620689655,0.2454373672667922,0.1015848144980616
238,0.4482758620689655,0.24460828588948844,0.1015848144980616
239,0.4482758620689655,0.24556200221057528,0.1015848144980616
240,0.4482758620689655,0.24449224169313782,0.1015848144980616
241,0.4482758620689655,0.24459687371527003,0.1015848144980616
242,0.4482758620689655,0.24302154253968528,0.1015848144980616
243,0.4482758620689655,0.24161093554928387,0.1015848144980616
244,0.4482758620689655,0.24203003583064037,0.11312493367573419
245,0.4482758620689655,0.242628723765932,0.11312493367573419
246,0.4482758620689655,0.2431266333399539,0.11312493367573419
247,0.4482758620689655,0.2437862904484225,0.11312493367573419
248,0.4482758620689655,0.2429330253085733,0.11312493367573419
249,0.4482758620689655,0.24296468261228635,0.11312493367573419
250,0.4482758620689655,0.24332020168334711,0.11312493367573419
251,0.4482758620689655,0.24320063614012885,0.11312493367573419
252,0.4482758620689655,0.2435068443810651,0.11312493367573419
253,0.4482758620689655,0.2442592641324983,0.11312493367573419
254,0.4482758620689655,0.24380709903388564,0.11312493367573419
255,0.4597701149425287,0.2435477187330034,0.11312493367573419
256,0.4597701149425287,0.24311517164495164,0.11312493367573419
257,0.4597701149425287,0.24308630332954909,0.11312493367573419
258,0.4482758620689655,0.24329111577430834,0.11312493367573419
259,0.4482758620689655,0.24255136323162477,0.11312493367573419
260,0.4482758620689655,0.24299015098327553,0.11312493367573419
261,0.4482758620689655,0.242092121255817,0.11312493367573419
262,0.4482758620689655,0.2409579718462124,0.11312493367573419
263,0.4482758620689655,0.24127579603010393,0.11312493367573419
264,0.4482758620689655,0.24374742225494517,0.11312493367573419
265,0.4597701149425287,0.24369146222631746,0.11312493367573419
266,0.4597701149425287,0.24319595006592612,0.11312493367573419
267,0.4597701149425287,0.24418270713353304,0.11312493367573419
268,0.4597701149425287,0.24354592270146383,0.11312493367573419
269,0.4597701149425287,0.2431117872712422,0.11312493367573419
270,0.4597701149425287,0.2431117872712422,0.11312493367573419
271,0.4597701149425287,0.24464468796279798,0.11312493367573419
272,0.4597701149425287,0.2452132977910057,0.11312493367573419
273,0.4597701149425287,0.24725017430257307,0.11312493367573419
274,0.4597701149425287,0.24638385436415206,0.11312493367573419
275,0.4597701149425287,0.24623101417590545,0.11312493367573419
276,0.4597701149425287,0.24548747425232417,0.11312493367573419
277,0.4597701149425287,0.2449790382557256,0.11312493367573419
278,0.4597701149425287,0.24549847860438168,0.11312493367573419
279,0.4597701149425287,0.24708723163233576,0.11312493367573419
280,0.4597701149425287,0.24740404318278872,0.11312493367573419
281,0.4597701149425287,0.2487656849127549,0.11312493367573419
282,0.4597701149425287,0.24847992477872102,0.11312493367573419
283,0.4597701149425287,0.24769041258619695,0.11312493367573419
284,0.4597701149425287,0.24630092831178493,0.11312493367573419
285,0.4597701149425287,0.246408342357579,0.11312493367573419
286,0.4482758620689655,0.24719319069958287,0.11312493367573419
287,0.4482758620689655,0.2473967263445368,0.11312493367573419
288,0.4482758620689655,0.2476269282863728,0.11312493367573419
289,0.4482758620689655,0.24797974061402972,0.11312493367573419
290,0.4482758620689655,0.24826246898446117,0.11312493367573419
291,0.4482758620689655,0.24949846060139594,0.12285416933828734
292,0.4482758620689655,0.2502016329287184,0.12285416933828734
293,0.4482758620689655,0.25123846108647213,0.12285416933828734
294,0.4482758620689655,0.25029256691978047,0.12285416933828734
295,0.4482758620689655,0.25029256691978047,0.12285416933828734
296,0.4482758620689655,0.2505827282037803,0.12285416933828734
297,0.4482758620689655,0.2533436099572542,0.12285416933828734
298,0.4482758620689655,0.25362746129757957,0.12285416933828734
299,0.4482758620689655,0.252610957374393,0.12285416933828734
300,0.4482758620689655,0.25317189275723856,0.12285416933828734
301,0.4482758620689655,0.2525697951280976,0.11779098069921518
302,0.4482758620689655,0.2525724174080878,0.11779098069921518
303,0.4482758620689655,0.25262045836213104,0.11779098069921518
304,0.4482758620689655,0.2536655039126343,0.11779098069921518
305,0.4482758620689655,0.2531350433914142,0.11779098069921518
306,0.4597701149425287,0.25331839440894954,0.11779098069921518
307,0.4597701149425287,0.2523548106818053,0.11779098069921518
308,0.4597701149425287,0.25130371247921657,0.11779098069921518
309,0.4597701149425287,0.25066268624568316,0.11779098069921518
310,0.4597701149425287,0.24834300635096057,0.11779098069921518
311,0.4597701149425287,0.24843134137467063,0.11779098069921518
312,0.4597701149425287,0.24637577845857217,0.11779098069921518
313,0.4597701149425287,0.24627073173502317,0.11346087220999294
314,0.4597701149425287,0.24571164734656104,0.11346087220999294
315,0.4597701149425287,0.2448504238456596,0.11346087220999294
316,0.4597701149425287,0.24548105576795407,0.11346087220999294
317,0.4597701149425287,0.24556729724882406,0.11346087220999294
318,0.4597701149425287,0.2455821014004185,0.11346087220999294
319,0.4482758620689655,0.24409317867227565,0.11346087220999294
320,0.4482758620689655,0.24358454642713964,0.11346087220999294
321,0.4482758620689655,0.24293538885310043,0.11822639611668051
322,0.4482758620689655,0.24300014093574093,0.11822639611668051
323,0.4482758620689655,0.2428814405845543,0.11822639611668051
324,0.4482758620689655,0.24296639974557618,0.11822639611668051
325,0.4367816091954023,0.24248498470978044,0.11822639611668051
326,0.4367816091954023,0.2413282215446227,0.11822639611668051
327,0.4482758620689655,0.24250093157147426,0.11822639611668051
328,0.4482758620689655,0.2423172253502549,0.11822639611668051
329,0.4482758620689655,0.24170451306321425,0.11822639611668051
330,0.4482758620689655,0.24274343020985048,0.11822639611668051
331,0.4482758620689655,0.24321788383776247,0.11409825260326213
332,0.4482758620689655,0.24354026147957059,0.11409825260326213
333,0.4482758620689655,0.2454416452246411,0.11409825260326213
334,0.4482758620689655,0.24604637695082052,0.11409825260326213
335,0.4482758620689655,0.24612108931537482,0.11409825260326213
336,0.4482758620689655,0.24655731140121762,0.11409825260326213
337,0.4482758620689655,0.24637075494726185,0.11409825260326213
338,0.4482758620689655,0.24624171363841862,0.11409825260326213
339,0.4482758620689655,0.2460706751779745,0.11409825260326213
340,0.4482758620689655,0.2457454054031358,0.11409825260326213
341,0.4482758620689655,0.24751372403375368,0.11409825260326213
342,0.4482758620689655,0.24670207897858484,0.11409825260326213
343,0.4482758620689655,0.2468931155669518,0.11409825260326213
344,0.4482758620689655,0.24668471048597637,0.11409825260326213
345,0.4482758620689655,0.24718772734749994,0.11409825260326213
346,0.4482758620689655,0.24656531654816896,0.11409825260326213
347,0.4482758620689655,0.24626641600119262,0.11409825260326213
348,0.4482758620689655,0.24626641600119262,0.11409825260326213
349,0.4482758620689655,0.24673356387490253,0.11409825260326213
350,0.4482758620689655,0.24605350026270617,0.11409825260326213
351,0.4482758620689655,0.2467915081734811,0.11409825260326213
352,0.4482758620689655,0.24614625673115972,0.10519035358049549
353,0.4482758620689655,0.24371181645886264,0.10519035358049549
354,0.4482758620689655,0.24376887235645733,0.10519035358049549
355,0.4482758620689655,0.24393656173272849,0.10519035358049549
356,0.4482758620689655,0.24435754352040714,0.10519035358049549
357,0.4482758620689655,0.2446501757631673,0.10519035358049549
358,0.4482758620689655,0.24479706779494598,0.10519035358049549
359,0.4482758620689655,0.24554665647712748,0.10519035358049549
360,0.4482758620689655,0.24460656606834022,0.10519035358049549
361,0.4482758620689655,0.243950336505933,0.10519035358049549
362,0.4367816091954023,0.2443317781123214,0.10519035358049549
363,0.4367816091954023,0.24415619659104626,0.10519035358049549
364,0.4367816091954023,0.24587633335408654,0.10519035358049549
365,0.4367816091954023,0.2455417175161755,0.10519035358049549
366,0.425287356321839,0.24536007637073962,0.10519035358049549
367,0.425287356321839,0.24563824785011784,0.10519035358049549
368,0.4367816091954023,0.2434123931829202,0.10519035358049549
369,0.4367816091954023,0.24306865300970945,0.10519035358049549
370,0.4367816091954023,0.24066287608593717,0.10519035358049549
371,0.4367816091954023,0.24011951908178217,0.10519035358049549
372,0.4367816091954023,0.23875806753761078,0.10519035358049549
373,0.4367816091954023,0.23963816384823106,0.10519035358049549
374,0.4367816091954023,0.24020842479888213,0.10519035358049549
375,0.4367816091954023,0.24058922755845158,0.10712235822701723
376,0.4367816091954023,0.24060718458197283,0.10712235822701723
377,0.4367816091954023,0.23989022209936142,0.10712235822701723
378,0.4367816091954023,0.23958714171821577,0.10712235822701723
379,0.4367816091954023,0.2383636570381242,0.10712235822701723
380,0.4367816091954023,0.23936024823082,0.10712235822701723
381,0.4367816091954023,0.23907463696330203,0.10712235822701723
382,0.4367816091954023,0.23834610455671915,0.10712235822701723
383,0.4367816091954023,0.2384439048816667,0.10712235822701723
384,0.4367816091954023,0.23858331807797742,0.10712235822701723
385,0.4367816091954023,0.23998253391653473,0.10712235822701723
386,0.4367816091954023,0.2407588434778998,0.11598170043287473
387,0.4367816091954023,0.2390031334681674,0.11598170043287473
388,0.4367816091954023,0.23829483786431022,0.11598170043287473
389,0.4367816091954023,0.24013993098128092,0.11598170043287473
390,0.4367816091954023,0.24030759897986148,0.11598170043287473
391,0.4367816091954023,0.24094301581002828,0.11598170043287473
392,0.4367816091954023,0.24118163399276776,0.11598170043287473
393,0.4367816091954023,0.24079243071385784,0.11598170043287473
394,0.4367816091954023,0.24110665114609783,0.11598170043287473
395,0.4367816091954023,0.24144466103782888,0.10470427179458472
396,0.4367816091954023,0.24164227209945394,0.10470427179458472
397,0.4367816091954023,0.24315244796591176,0.10470427179458472
398,0.425287356321839,0.24476008105630154,0.10470427179458472
399,0.425287356321839,0.24485318745977758,0.10470427179458472
400,0.425287356321839,0.24463818146454064,0.11814912755382428
401,0.425287356321839,0.24476742443074895,0.11814912755382428
402,0.425287356321839,0.2447926125156109,0.11814912755382428
403,0.425287356321839,0.24557141429254326,0.11814912755382428
404,0.425287356321839,0.24863674202007457,0.11814912755382428
405,0.425287356321839,0.24755466447527189,0.11814912755382428
406,0.425287356321839,0.24680613404130128,0.11814912755382428
407,0.425287356321839,0.24692217653196608,0.11814912755382428
408,0.425287356321839,0.24690419946286363,0.11814912755382428
409,0.425287356321839,0.24718625270822894,0.11814912755382428
410,0.425287356321839,0.24648282069753474,0.11814912755382428
411,0.425287356321839,0.24623162896758874,0.11814912755382428
412,0.425287356321839,0.24741174162758123,0.11814912755382428
413,0.425287356321839,0.24721771868199144,0.11814912755382428
414,0.425287356321839,0.24535992084951014,0.11814912755382428
415,0.425287356321839,0.24699676242889718,0.11814912755382428
416,0.425287356321839,0.2460809302072815,0.11814912755382428
417,0.425287356321839,0.24491315160163357,0.11814912755382428
418,0.425287356321839,0.2447389476801938,0.11814912755382428
419,0.425287356321839,0.24693062198889823,0.11814912755382428
420,0.425287356321839,0.24739761621869688,0.11814912755382428
421,0.425287356321839,0.24720534057109383,0.11814912755382428
422,0.425287356321839,0.2499275287370985,0.11814912755382428
423,0.425287356321839,0.25137832431089036,0.11814912755382428
424,0.425287356321839,0.25078228182571255,0.11814912755382428
425,0.425287356321839,0.24840330625933155,0.11814912755382428
426,0.425287356321839,0.24915468346522,0.11814912755382428
427,0.425287356321839,0.2506171702751065,0.11814912755382428
428,0.425287356321839,0.25141750609583446,0.11814912755382428
429,0.425287356321839,0.2518895452151635,0.11814912755382428
430,0.425287356321839,0.2519961278757503,0.11814912755382428
431,0.425287356321839,0.25117606438410334,0.11814912755382428
432,0.425287356321839,0.2511336200718741,0.11814912755382428
433,0.425287356321839,0.2509856597104407,0.11814912755382428
434,0.425287356321839,0.2501269527656277,0.11814912755382428
435,0.425287356321839,0.24955112629152976,0.11814912755382428
436,0.425287356321839,0.24953394533164924,0.11814912755382428
437,0.425287356321839,0.2504531957722477,0.11814912755382428
438,0.425287356321839,0.2516803265533612,0.11814912755382428
439,0.425287356321839,0.24975794218751968,0.11814912755382428
440,0.425287356321839,0.2510377580143027,0.11814912755382428
441,0.425287356321839,0.25084849605956966,0.11814912755382428
442,0.425287356321839,0.25132670177856076,0.11814912755382428
443,0.425287356321839,0.2519352241467465,0.11814912755382428
444,0.425287356321839,0.2522083176162057,0.11814912755382428
445,0.425287356321839,0.2514798597160399,0.11814912755382428
446,0.425287356321839,0.25145621969087606,0.11814912755382428
447,0.425287356321839,0.25123724878680276,0.11814912755382428
448,0.425287356321839,0.2508703050559569,0.09717468233585434
449,0.425287356321839,0.24990939690790193,0.09717468233585434
450,0.425287356321839,0.24925606275872395,0.09717468233585434
451,0.425287356321839,0.25026144998298067,0.09717468233585434
452,0.425287356321839,0.2509390505657477,0.09717468233585434
453,0.425287356321839,0.25163814024130443,0.09717468233585434
454,0.425287356321839,0.2530736301813709,0.1095951582069337
455,0.425287356321839,0.2528703571651912,0.1095951582069337
456,0.425287356321839,0.2543928006514853,0.1095951582069337
457,0.425287356321839,0.25427509722059144,0.1095951582069337
458,0.425287356321839,0.25406426827350675,0.1095951582069337
459,0.4367816091954023,0.25369504982166213,0.1095951582069337
460,0.4367816091954023,0.2536928295194105,0.1095951582069337
461,0.4367816091954023,0.2520558292445698,0.1095951582069337
462,0.4367816091954023,0.2520558292445698,0.1095951582069337
463,0.4367816091954023,0.2519005069007285,0.1095951582069337
464,0.4367816091954023,0.25158242315341584,0.1095951582069337
465,0.4367816091954023,0.2525818299797356,0.1095951582069337
466,0.4367816091954023,0.2531776970532736,0.08230855635612286
467,0.4367816091954023,0.2520807737979848,0.08230855635612286
468,0.4367816091954023,0.2518838033098966,0.08230855635612286
469,0.4367816091954023,0.2530283133036089,0.08230855635612286
470,0.4367816091954023,0.2533122852826756,0.08230855635612286
471,0.4367816091954023,0.2534828633169168,0.08230855635612286
472,0.4367816091954023,0.25382836133499476,0.08230855635612286
473,0.4367816091954023,0.25512552977595304,0.08230855635612286
474,0.4367816091954023,0.25462911669854177,0.08230855635612286
475,0.4367816091954023,0.2538906198626736,0.08230855635612286
476,0.4367816091954023,0.2534735732735256,0.08230855635612286
477,0.4367816091954023,0.2549395632923124,0.08230855635612286
478,0.4367816091954023,0.2548651079612962,0.08230855635612286
479,0.4367816091954023,0.25424380128119317,0.08230855635612286
480,0.4367816091954023,0.25504363742503466,0.08230855635612286
481,0.4367816091954023,0.25638708060575255,0.08230855635612286
482,0.4367816091954023,0.25710656276558547,0.08985401978887109
483,0.4367816091954023,0.25812597933049786,0.08985401978887109
